,fluxes,C-fluxes
EX_ac(e),19.856313440593173,39.712626881186345
EX_cys_L(e),0.9925240831562469,2.9775722494687407
EX_dad_2(e),0.03571905837487734,0.35719058374877344
EX_for(e),14.941272175487493,14.941272175487493
EX_hista(e),0.05575488495124053,0.2787744247562026
EX_indole(e),0.018787813533266935,0.15030250826613548
EX_ins(e),0.919217334082417,9.19217334082417
EX_leu_L(e),0.5227811035836836,3.1366866215021014
EX_phe_L(e),0.8442310641296825,7.598079577167143
EX_ppa(e),0.1145068902843699,0.3435206708531097
EX_pro_L(e),0.8484756127971989,4.242378063985994
