,fluxes,C-fluxes
EX_ac(e),18.739452006756903,37.478904013513805
EX_dad_2(e),0.942957072276163,9.42957072276163
EX_dcyt(e),0.9082181271865502,8.173963144678952
EX_etoh(e),1.548732745417786,3.097465490835572
EX_for(e),19.051713557969393,19.051713557969393
EX_gcald(e),0.010996899391906803,0.021993798783813606
EX_hista(e),0.07701883039481586,0.38509415197407926
EX_ile_L(e),0.6772677065524012,4.0636062393144075
EX_lys_L(e),0.8773636809450968,5.264182085670581
EX_pro_L(e),0.9657753079249964,4.828876539624982
EX_tym(e),0.9129928703325321,7.3039429626602566
