,fluxes,C-fluxes
EX_ac(e),3.9990263377601507,7.998052675520301
EX_ade(e),1.983132899611552,9.91566449805776
EX_dgsn(e),0.9880829770815943,9.880829770815943
EX_for(e),4.827776428482142,4.827776428482142
EX_gcald(e),0.0020552720987045085,0.004110544197409017
EX_glyc(e),0.002222858173329658,0.006668574519988974
EX_lys_L(e),0.9794398556319637,5.876639133791782
EX_orn(e),0.2582002348281323,1.2910011741406615
EX_phe_L(e),0.9887157629456298,8.898441866510668
EX_ppa(e),1.1466660763848298,3.4399982291544893
EX_succ(e),1.4621845709917003,5.848738283966801
