,subsystem
g.1468.peg.0,Metabolic:Aminosugar metabolism
g.1468.peg.9,Metabolic:Pyrimidine catabolism
439375.7.peg.10,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.1468.peg.11,Metabolic:Galactose metabolism
g.1468.peg.15,"Metabolic:Transport, extracellular"
g.1468.peg.17,"Metabolic:Transport, extracellular"
439375.7.peg.18,Metabolic:Phenylalanine metabolism
g.1468.peg.19,Metabolic:NAD metabolism
g.1468.peg.21,Translation
g.1468.peg.25,Metabolic:Exchange/demand reaction
g.1468.peg.27,Metabolic:Cell wall biosynthesis
g.1468.peg.28,"Metabolic:Transport, extracellular"
g.1468.peg.32,"Metabolic:Transport, extracellular"
439375.7.peg.32,Metabolic:Phenylalanine metabolism
g.1468.peg.39,"Metabolic:Transport, extracellular"
g.1468.peg.47,tRNA-Charging
g.1468.peg.51,Metabolic:Glycerophospholipid metabolism
g.1468.peg.56,Metabolic:Pyrimidine synthesis
g.1468.peg.61,tRNA-Charging
g.1468.peg.74,Metabolic:Purine catabolism
g.1468.peg.81,Metabolic:Histidine metabolism
g.1468.peg.84,Transcription
439375.7.peg.88,Metabolic:Alanine and aspartate metabolism
g.1468.peg.90,Metabolic:Alanine and aspartate metabolism
g.1468.peg.92,Metabolic:Fatty acid synthesis
g.1468.peg.96,Metabolic:Methionine and cysteine metabolism
g.1468.peg.98,Metabolic:Terpenoid backbone biosynthesis
g.1468.peg.102,Metabolic:Folate metabolism
g.1468.peg.109,Metabolic:Lysine metabolism
439375.7.peg.111,Metabolic:Citric acid cycle
g.1468.peg.112,Metabolic:Histidine metabolism
g.1468.peg.115,Metabolic:Lysine metabolism
439375.7.peg.119,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.1468.peg.124,Metabolic:Inositol phosphate metabolism
g.1468.peg.141,"Metabolic:Transport, extracellular"
g.1468.peg.163,"Metabolic:Transport, extracellular"
g.1468.peg.165,Metabolic:Folate metabolism
g.1468.peg.167,Metabolic:Alanine and aspartate metabolism
g.1468.peg.171,"Metabolic:Transport, extracellular"
g.1468.peg.174,Metabolic:Vitamin B2 metabolism
g.1468.peg.175,"Metabolic:Transport, extracellular"
g.1468.peg.176,Metabolic:Unassigned
g.1468.peg.177,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.1468.peg.179,Metabolic:Glycerophospholipid metabolism
