,subsystem
556268.6.peg.2,Metabolic:Folate metabolism
556268.6.peg.11,Metabolic:Glutathione metabolism
556268.6.peg.16,Metabolic:Urea cycle
556268.6.peg.24,Metabolic:Glycerophospholipid metabolism
556268.6.peg.25,Metabolic:Glycerophospholipid metabolism
556268.6.peg.26,"Metabolic:Valine, leucine, and isoleucine metabolism"
556268.6.peg.29,tRNA-Charging
556268.6.peg.31,Translation
556268.6.peg.41,Translation
556268.6.peg.42,Metabolic:Methionine and cysteine metabolism
556268.6.peg.46,Metabolic:Lipopolysaccharide biosynthesis
556268.6.peg.50,tRNA-Charging
556268.6.peg.52,Metabolic:Pyruvate metabolism
556268.6.peg.53,tRNA-Charging
556268.6.peg.54,Metabolic:Alanine and aspartate metabolism
556268.6.peg.61,Metabolic:Sulfur metabolism
556268.6.peg.67,Metabolic:Pentose phosphate pathway
556268.6.peg.70,Metabolic:Glycolysis/gluconeogenesis
556268.6.peg.75,Metabolic:Tryptophan metabolism
556268.6.peg.80,tRNA-Charging
556268.6.peg.81,Translation
556268.6.peg.82,tRNA-Charging
556268.6.peg.83,tRNA-Charging
556268.6.peg.84,tRNA-Charging
556268.6.peg.85,tRNA-Charging
556268.6.peg.88,Metabolic:Pyrimidine catabolism
556268.6.peg.91,Translation
556268.6.peg.92,Metabolic:Others
556268.6.peg.94,Metabolic:Fatty acid synthesis
556268.6.peg.95,Metabolic:Pyruvate metabolism
556268.6.peg.97,Metabolic:Heme synthesis
556268.6.peg.100,Metabolic:Citric acid cycle
556268.6.peg.103,Metabolic:CoA synthesis
556268.6.peg.109,tRNA-Charging
556268.6.peg.110,Metabolic:Cell wall biosynthesis
556268.6.peg.111,Metabolic:Fatty acid synthesis
556268.6.peg.112,Metabolic:Glycerophospholipid metabolism
556268.6.peg.113,Metabolic:Fatty acid synthesis
556268.6.peg.114,Metabolic:Biotin metabolism
556268.6.peg.115,Metabolic:Fatty acid synthesis
556268.6.peg.117,Transcription
556268.6.peg.120,Metabolic:Nucleotide interconversion
556268.6.peg.122,Translation
556268.6.peg.124,Metabolic:Terpenoid backbone biosynthesis
556268.6.peg.125,tRNA-Charging
556268.6.peg.133,Metabolic:Histidine metabolism
556268.6.peg.134,Metabolic:Nucleotide interconversion
556268.6.peg.136,Metabolic:Exchange/demand reaction
556268.6.peg.138,Metabolic:Exchange/demand reaction
556268.6.peg.139,Metabolic:Galactose metabolism
556268.6.peg.141,Metabolic:Pyrimidine synthesis
556268.6.peg.143,Metabolic:Glutathione metabolism
556268.6.peg.161,Translation
556268.6.peg.163,Translation
556268.6.peg.187,Metabolic:Exchange/demand reaction
556268.6.peg.193,Translation
556268.6.peg.194,Metabolic:Lipopolysaccharide biosynthesis
556268.6.peg.195,Metabolic:Nucleotide interconversion
556268.6.peg.209,Metabolic:Arginine and proline metabolism
556268.6.peg.212,Metabolic:NAD metabolism
556268.6.peg.217,Metabolic:Exchange/demand reaction
556268.6.peg.218,Metabolic:Nucleotide interconversion
556268.6.peg.222,Metabolic:Thiamine metabolism
556268.6.peg.228,Metabolic:Biotin metabolism
556268.6.peg.229,Metabolic:Biotin metabolism
556268.6.peg.230,Metabolic:Biotin metabolism
556268.6.peg.239,"Metabolic:Transport, extracellular"
556268.6.peg.241,Metabolic:Terpenoid backbone biosynthesis
556268.6.peg.246,Metabolic:Alanine and aspartate metabolism
556268.6.peg.257,Translation
556268.6.peg.277,Metabolic:Fatty acid synthesis
556268.6.peg.292,Metabolic:Fatty acid synthesis
556268.6.peg.297,Metabolic:Others
556268.6.peg.298,Metabolic:Others
556268.6.peg.299,Metabolic:Others
556268.6.peg.300,Metabolic:Others
