,subsystem
g.3600.peg.0,"Metabolic:Transport, extracellular"
g.3600.peg.1,Metabolic:Vitamin B12 metabolism
g.3600.peg.8,Metabolic:Others
g.3600.peg.9,Metabolic:Glycerophospholipid metabolism
g.3600.peg.13,Metabolic:ROS detoxification
g.3600.peg.21,tRNA-Charging
g.3600.peg.26,Metabolic:Glycerophospholipid metabolism
g.3600.peg.33,Metabolic:Pyruvate metabolism
g.3600.peg.34,Metabolic:Aminosugar metabolism
g.3600.peg.38,Metabolic:Pyruvate metabolism
g.3600.peg.44,tRNA-Charging
g.3600.peg.51,"Metabolic:Transport, extracellular"
g.3600.peg.52,"Metabolic:Transport, extracellular"
g.3600.peg.57,Metabolic:O-Glycan degradation
g.3600.peg.58,Metabolic:Lysine metabolism
888066.3.peg.58,Metabolic:Pentose phosphate pathway
888066.3.peg.59,Metabolic:Pentose phosphate pathway
g.3600.peg.61,"Metabolic:Transport, extracellular"
g.3600.peg.64,"Metabolic:Transport, extracellular"
g.3600.peg.73,"Metabolic:Transport, extracellular"
g.3600.peg.79,tRNA-Charging
g.3600.peg.82,Metabolic:Pyruvate metabolism
g.3600.peg.91,Metabolic:Vitamin B6 metabolism
g.3600.peg.92,Metabolic:Pyrimidine catabolism
g.3600.peg.96,Metabolic:Starch and sucrose metabolism
g.3600.peg.98,Metabolic:Pyruvate metabolism
g.3600.peg.99,"Metabolic:Transport, extracellular"
g.3600.peg.101,"Metabolic:Transport, extracellular"
g.3600.peg.102,Metabolic:Glycerophospholipid metabolism
g.3600.peg.107,Metabolic:Glycolysis/gluconeogenesis
g.3600.peg.111,Metabolic:Unassigned
g.3600.peg.112,Metabolic:Phenylalanine metabolism
g.3600.peg.116,Metabolic:Phenylalanine metabolism
g.3600.peg.117,Metabolic:Citric acid cycle
g.3600.peg.120,"Metabolic:Transport, extracellular"
g.3600.peg.121,Metabolic:Butanoate metabolism
g.3600.peg.122,Metabolic:Pentose and glucuronate interconversions
888066.3.peg.123,Metabolic:CoA synthesis
888066.3.peg.124,Metabolic:Histidine metabolism
g.3600.peg.126,"Metabolic:Transport, extracellular"
g.3600.peg.128,"Metabolic:Transport, extracellular"
g.3600.peg.129,tRNA-Charging
g.3600.peg.130,"Metabolic:Transport, extracellular"
888066.3.peg.132,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
888066.3.peg.133,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.3600.peg.134,Metabolic:NAD metabolism
g.3600.peg.137,Metabolic:Glycerophospholipid metabolism
g.3600.peg.138,Metabolic:Methionine and cysteine metabolism
g.3600.peg.139,"Metabolic:Transport, extracellular"
888066.3.peg.139,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.3600.peg.142,tRNA-Charging
g.3600.peg.143,Metabolic:Arginine and proline metabolism
g.3600.peg.157,tRNA-Charging
888066.3.peg.158,Metabolic:Pyrimidine synthesis
888066.3.peg.161,Metabolic:Glycolysis/gluconeogenesis
g.3600.peg.164,Metabolic:Fructose and mannose metabolism
g.3600.peg.165,Metabolic:Pyruvate metabolism
g.3600.peg.169,Metabolic:Nucleotide interconversion
g.3600.peg.172,tRNA-Charging
g.3600.peg.173,tRNA-Charging
g.3600.peg.174,"Metabolic:Transport, extracellular"
g.3600.peg.178,Metabolic:Urea cycle
