,subsystem
g.27482.CDS.0,Translation
g.27482.CDS.2,Metabolic:Lipopolysaccharide biosynthesis
g.27482.CDS.5,Metabolic:Pentose phosphate pathway
g.27482.CDS.6,"Metabolic:Transport, extracellular"
g.27482.CDS.10,Metabolic:Cell wall biosynthesis
g.27482.CDS.14,tRNA-Charging
g.27482.CDS.17,Metabolic:Heme synthesis
g.27482.CDS.18,tRNA-Charging
g.27482.CDS.21,Metabolic:Vitamin B12 metabolism
g.27482.CDS.23,Translation
g.27482.CDS.27,"Metabolic:Transport, extracellular"
742743.3.peg.29,Metabolic:CoA synthesis
742743.3.peg.33,Metabolic:CoA synthesis
g.27482.CDS.36,Metabolic:Pyrimidine catabolism
g.27482.CDS.38,"Metabolic:Transport, extracellular"
g.27482.CDS.49,tRNA-Charging
g.27482.CDS.52,"Metabolic:Transport, extracellular"
g.27482.CDS.55,Metabolic:Exchange/demand reaction
g.27482.CDS.56,Metabolic:Nucleotide interconversion
g.27482.CDS.59,Metabolic:Propanoate metabolism
g.27482.CDS.68,Metabolic:CoA synthesis
742743.3.peg.69,Metabolic:Glycolysis/gluconeogenesis
742743.3.peg.70,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.27482.CDS.71,Metabolic:NAD metabolism
742743.3.peg.71,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.27482.CDS.72,Metabolic:Vitamin B12 metabolism
g.27482.CDS.76,Metabolic:Lipopolysaccharide biosynthesis
g.27482.CDS.82,"Metabolic:Transport, extracellular"
g.27482.CDS.86,Metabolic:Tyrosine metabolism
g.27482.CDS.97,Metabolic:Biotin metabolism
g.27482.CDS.100,Metabolic:Terpenoid backbone biosynthesis
742743.3.peg.101,Metabolic:Glutamate metabolism
742743.3.peg.103,Metabolic:Glutamate metabolism
g.27482.CDS.106,Metabolic:Cell wall biosynthesis
742743.3.peg.107,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.27482.CDS.110,Metabolic:Galactose metabolism
g.27482.CDS.114,tRNA-Charging
g.27482.CDS.115,Metabolic:Phenylalanine metabolism
g.27482.CDS.116,"Metabolic:Transport, extracellular"
742743.3.peg.117,Metabolic:Nucleotide interconversion
g.27482.CDS.119,tRNA-Charging
742743.3.peg.125,Metabolic:Vitamin B6 metabolism
g.27482.CDS.134,tRNA-Charging
g.27482.CDS.135,Translation
g.27482.CDS.142,Translation
g.27482.CDS.146,Metabolic:Folate metabolism
g.27482.CDS.149,Metabolic:Nucleotide interconversion
742743.3.peg.151,Metabolic:Tryptophan metabolism
742743.3.peg.152,Metabolic:Tryptophan metabolism
742743.3.peg.153,Metabolic:Tryptophan metabolism
742743.3.peg.154,Metabolic:Tryptophan metabolism
g.27482.CDS.157,Metabolic:Sulfur metabolism
g.27482.CDS.165,Metabolic:Cell wall biosynthesis
g.27482.CDS.167,Translation
742743.3.peg.169,Metabolic:Pyrimidine synthesis
742743.3.peg.170,Metabolic:Pyrimidine synthesis
742743.3.peg.171,Metabolic:Pyrimidine synthesis
g.27482.CDS.172,Metabolic:Exchange/demand reaction
742743.3.peg.172,Metabolic:Pyrimidine synthesis
