,subsystem
367928.17.peg.1,Metabolic:Exchange/demand reaction
367928.17.peg.3,Metabolic:Exchange/demand reaction
367928.17.peg.6,Metabolic:Exchange/demand reaction
367928.17.peg.7,Metabolic:Exchange/demand reaction
367928.17.peg.9,Metabolic:Glutamate metabolism
367928.17.peg.13,Metabolic:Miscellaneous
367928.17.peg.14,Metabolic:Pyruvate metabolism
367928.17.peg.19,Metabolic:Pyruvate metabolism
367928.17.peg.21,"Metabolic:Transport, extracellular"
367928.17.peg.22,tRNA-Charging
367928.17.peg.25,Metabolic:Starch and sucrose metabolism
367928.17.peg.34,Metabolic:Folate metabolism
367928.17.peg.41,Metabolic:Nucleotide interconversion
367928.17.peg.46,Metabolic:Glycerophospholipid metabolism
367928.17.peg.55,"Metabolic:Transport, extracellular"
367928.17.peg.59,Metabolic:Respiration
367928.17.peg.65,Metabolic:Pentose phosphate pathway
367928.17.peg.67,"Metabolic:Transport, extracellular"
367928.17.peg.70,"Metabolic:Transport, extracellular"
367928.17.peg.71,"Metabolic:Transport, extracellular"
367928.17.peg.72,"Metabolic:Transport, extracellular"
367928.17.peg.73,"Metabolic:Transport, extracellular"
367928.17.peg.74,"Metabolic:Transport, extracellular"
367928.17.peg.76,Metabolic:Folate metabolism
367928.17.peg.81,Metabolic:Lipopolysaccharide biosynthesis
367928.17.peg.84,"Metabolic:Valine, leucine, and isoleucine metabolism"
367928.17.peg.85,"Metabolic:Valine, leucine, and isoleucine metabolism"
367928.17.peg.87,"Metabolic:Transport, extracellular"
367928.17.peg.92,Metabolic:Thiamine metabolism
367928.17.peg.94,Metabolic:Thiamine metabolism
367928.17.peg.95,Metabolic:Thiamine metabolism
367928.17.peg.114,Metabolic:Folate metabolism
367928.17.peg.120,Post-translation
367928.17.peg.123,"Metabolic:Transport, extracellular"
367928.17.peg.131,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
367928.17.peg.136,Metabolic:Glycerophospholipid metabolism
367928.17.peg.137,Metabolic:Nucleotide salvage pathway
367928.17.peg.150,Metabolic:Exchange/demand reaction
367928.17.peg.152,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
367928.17.peg.153,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
367928.17.peg.154,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
367928.17.peg.159,"Metabolic:Valine, leucine, and isoleucine metabolism"
367928.17.peg.171,Metabolic:Cell wall biosynthesis
367928.17.peg.173,Metabolic:Inositol phosphate metabolism
367928.17.peg.174,Metabolic:Aminosugar metabolism
367928.17.peg.177,Metabolic:Exchange/demand reaction
367928.17.peg.178,Metabolic:Nucleotide interconversion
367928.17.peg.179,Metabolic:Exchange/demand reaction
367928.17.peg.182,"Metabolic:Transport, extracellular"
367928.17.peg.185,Metabolic:Folate metabolism
367928.17.peg.193,tRNA-Charging
367928.17.peg.197,"Metabolic:Valine, leucine, and isoleucine metabolism"
367928.17.peg.198,"Metabolic:Valine, leucine, and isoleucine metabolism"
367928.17.peg.200,Metabolic:Pyrimidine synthesis
367928.17.peg.201,Metabolic:Aminosugar metabolism
367928.17.peg.203,Metabolic:Glycerophospholipid metabolism
367928.17.peg.204,Metabolic:Glycerophospholipid metabolism
367928.17.peg.205,Metabolic:Alanine and aspartate metabolism
367928.17.peg.208,"Metabolic:Transport, extracellular"
367928.17.peg.209,"Metabolic:Transport, extracellular"
367928.17.peg.216,Metabolic:Alanine and aspartate metabolism
367928.17.peg.219,Metabolic:Pentose phosphate pathway
367928.17.peg.223,tRNA-Charging
367928.17.peg.225,Translation
367928.17.peg.226,Metabolic:Exchange/demand reaction
367928.17.peg.229,tRNA-Charging
367928.17.peg.232,tRNA-Charging
367928.17.peg.240,"Metabolic:Valine, leucine, and isoleucine metabolism"
367928.17.peg.242,Metabolic:Exchange/demand reaction
367928.17.peg.243,tRNA-Charging
367928.17.peg.246,Metabolic:CoA synthesis
367928.17.peg.249,Metabolic:NAD metabolism
367928.17.peg.250,Transcription
367928.17.peg.253,Metabolic:Glycolysis/gluconeogenesis
367928.17.peg.254,tRNA-Charging
367928.17.peg.261,Transcription
367928.17.peg.262,tRNA-Charging
367928.17.peg.263,tRNA-Charging
367928.17.peg.266,Metabolic:Alanine and aspartate metabolism
367928.17.peg.268,Transcription
367928.17.peg.269,Translation
367928.17.peg.270,tRNA-Charging
367928.17.peg.273,Metabolic:Biotin metabolism
367928.17.peg.275,"Metabolic:Transport, extracellular"
367928.17.peg.276,Metabolic:Biotin metabolism
367928.17.peg.277,Metabolic:Pyruvate metabolism
367928.17.peg.279,Metabolic:CoA synthesis
367928.17.peg.281,tRNA-Charging
367928.17.peg.282,Translation
367928.17.peg.289,Metabolic:Arginine and proline metabolism
367928.17.peg.292,Metabolic:Terpenoid backbone biosynthesis
367928.17.peg.296,Metabolic:Phenylalanine metabolism
367928.17.peg.297,Metabolic:Phenylalanine metabolism
367928.17.peg.298,Metabolic:Methionine and cysteine metabolism
367928.17.peg.301,"Metabolic:Transport, extracellular"
367928.17.peg.302,"Metabolic:Transport, extracellular"
367928.17.peg.303,"Metabolic:Transport, extracellular"
367928.17.peg.304,"Metabolic:Transport, extracellular"
367928.17.peg.305,"Metabolic:Transport, extracellular"
367928.17.peg.307,tRNA-Charging
367928.17.peg.308,tRNA-Charging
367928.17.peg.314,Metabolic:Folate metabolism
367928.17.peg.315,Translation
367928.17.peg.317,Translation
367928.17.peg.318,tRNA-Charging
367928.17.peg.319,Metabolic:Cell wall biosynthesis
367928.17.peg.329,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
367928.17.peg.332,Metabolic:Starch and sucrose metabolism
