,subsystem
g.2572.peg.6,tRNA-Charging
g.2572.peg.7,Metabolic:Glyoxylate and dicarboxylate metabolism
592031.3.peg.8,Metabolic:Purine synthesis
g.2572.peg.10,Metabolic:NAD metabolism
592031.3.peg.12,Metabolic:Biotin metabolism
g.2572.peg.15,tRNA-Charging
592031.3.peg.16,Metabolic:Purine synthesis
592031.3.peg.17,Metabolic:Purine synthesis
592031.3.peg.18,Metabolic:Purine synthesis
592031.3.peg.19,Metabolic:Purine synthesis
592031.3.peg.20,Metabolic:Purine synthesis
592031.3.peg.21,Metabolic:Purine synthesis
592031.3.peg.22,Metabolic:Purine synthesis
592031.3.peg.23,Metabolic:Purine synthesis
592031.3.peg.24,Metabolic:Purine synthesis
g.2572.peg.25,Metabolic:Exchange/demand reaction
g.2572.peg.26,Metabolic:Nucleotide interconversion
592031.3.peg.34,Metabolic:Glycolysis/gluconeogenesis
g.2572.peg.37,Transcription
g.2572.peg.41,Metabolic:Cell wall biosynthesis
g.2572.peg.42,tRNA-Charging
g.2572.peg.44,tRNA-Charging
g.2572.peg.52,Metabolic:Butanoate metabolism
g.2572.peg.62,tRNA-Charging
g.2572.peg.64,tRNA-Charging
g.2572.peg.68,Metabolic:Exchange/demand reaction
g.2572.peg.74,Translation
g.2572.peg.78,Metabolic:Butanoate metabolism
g.2572.peg.80,Metabolic:Aminosugar metabolism
g.2572.peg.82,Transcription
g.2572.peg.85,Metabolic:Exchange/demand reaction
g.2572.peg.86,Metabolic:Sulfur metabolism
g.2572.peg.93,Metabolic:Folate metabolism
g.2572.peg.94,tRNA-Charging
g.2572.peg.96,Metabolic:Exchange/demand reaction
g.2572.peg.100,"Metabolic:Transport, extracellular"
g.2572.peg.101,Transcription
g.2572.peg.102,Translation
g.2572.peg.103,"Metabolic:Transport, extracellular"
g.2572.peg.105,Metabolic:Nucleotide interconversion
g.2572.peg.108,Translation
592031.3.peg.108,Metabolic:Folate metabolism
g.2572.peg.109,tRNA-Charging
g.2572.peg.110,tRNA-Charging
g.2572.peg.113,tRNA-Charging
g.2572.peg.114,Metabolic:Cell wall biosynthesis
g.2572.peg.118,tRNA-Charging
g.2572.peg.120,"Metabolic:Valine, leucine, and isoleucine metabolism"
