,subsystem
283165.6.peg.3,Metabolic:Phenylalanine metabolism
283165.6.peg.4,Metabolic:CoA synthesis
283165.6.peg.22,Translation
283165.6.peg.26,Metabolic:Alanine and aspartate metabolism
283165.6.peg.27,tRNA-Charging
283165.6.peg.28,Translation
283165.6.peg.29,Metabolic:Nucleotide interconversion
283165.6.peg.37,Metabolic:Methionine and cysteine metabolism
283165.6.peg.40,Metabolic:Folate metabolism
283165.6.peg.41,Metabolic:Pyruvate metabolism
283165.6.peg.45,Metabolic:CoA synthesis
283165.6.peg.46,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
283165.6.peg.47,Metabolic:Cell wall biosynthesis
283165.6.peg.48,Metabolic:Exchange/demand reaction
283165.6.peg.56,Translation
283165.6.peg.59,Metabolic:Lysine metabolism
283165.6.peg.63,Translation
283165.6.peg.72,Translation
283165.6.peg.73,Translation
283165.6.peg.80,Metabolic:Lysine metabolism
283165.6.peg.82,Metabolic:Pyrimidine synthesis
283165.6.peg.83,tRNA-Charging
283165.6.peg.84,Translation
283165.6.peg.92,tRNA-Charging
283165.6.peg.93,tRNA-Charging
283165.6.peg.94,tRNA-Charging
283165.6.peg.95,tRNA-Charging
283165.6.peg.96,"Metabolic:Transport, extracellular"
283165.6.peg.97,"Metabolic:Transport, extracellular"
283165.6.peg.98,"Metabolic:Transport, extracellular"
283165.6.peg.99,"Metabolic:Transport, extracellular"
283165.6.peg.101,Metabolic:NAD metabolism
283165.6.peg.103,Translation
283165.6.peg.104,Metabolic:Nucleotide interconversion
283165.6.peg.107,"Metabolic:Valine, leucine, and isoleucine metabolism"
283165.6.peg.108,"Metabolic:Valine, leucine, and isoleucine metabolism"
283165.6.peg.109,"Metabolic:Valine, leucine, and isoleucine metabolism"
283165.6.peg.110,"Metabolic:Valine, leucine, and isoleucine metabolism"
283165.6.peg.111,"Metabolic:Valine, leucine, and isoleucine metabolism"
283165.6.peg.112,"Metabolic:Valine, leucine, and isoleucine metabolism"
283165.6.peg.114,"Metabolic:Valine, leucine, and isoleucine metabolism"
283165.6.peg.117,Metabolic:Pyruvate metabolism
283165.6.peg.118,Post-translation
283165.6.peg.125,Metabolic:Urea cycle
283165.6.peg.126,Metabolic:Arginine and proline metabolism
283165.6.peg.128,Metabolic:Arginine and proline metabolism
283165.6.peg.135,Metabolic:Citric acid cycle
283165.6.peg.136,tRNA-Charging
283165.6.peg.138,Metabolic:Exchange/demand reaction
283165.6.peg.139,Metabolic:Exchange/demand reaction
283165.6.peg.141,Metabolic:Phenylalanine metabolism
283165.6.peg.146,Metabolic:Glycerophospholipid metabolism
283165.6.peg.147,Metabolic:Fatty acid synthesis
283165.6.peg.148,Metabolic:Fatty acid synthesis
283165.6.peg.149,Metabolic:Fatty acid synthesis
283165.6.peg.152,tRNA-Charging
283165.6.peg.158,Metabolic:Folate metabolism
283165.6.peg.159,Metabolic:Folate metabolism
283165.6.peg.163,Metabolic:Glycolysis/gluconeogenesis
283165.6.peg.164,tRNA-Charging
283165.6.peg.165,tRNA-Charging
283165.6.peg.166,"Metabolic:Transport, extracellular"
283165.6.peg.184,Translation
283165.6.peg.186,Metabolic:Arginine and proline metabolism
283165.6.peg.187,Metabolic:Arginine and proline metabolism
283165.6.peg.188,Metabolic:NAD metabolism
283165.6.peg.200,Metabolic:Oxidative phosphorylation
283165.6.peg.214,Metabolic:Galactose metabolism
283165.6.peg.215,Metabolic:Pentose and glucuronate interconversions
283165.6.peg.218,Metabolic:Glycerophospholipid metabolism
283165.6.peg.219,Metabolic:Nucleotide interconversion
283165.6.peg.223,Metabolic:Glycerophospholipid metabolism
283165.6.peg.224,"Metabolic:Transport, extracellular"
283165.6.peg.225,"Metabolic:Transport, extracellular"
283165.6.peg.226,"Metabolic:Transport, extracellular"
283165.6.peg.227,"Metabolic:Transport, extracellular"
283165.6.peg.229,"Metabolic:Transport, extracellular"
283165.6.peg.230,"Metabolic:Transport, extracellular"
283165.6.peg.231,"Metabolic:Transport, extracellular"
283165.6.peg.233,Metabolic:Nucleotide interconversion
283165.6.peg.234,Metabolic:Nucleotide interconversion
283165.6.peg.235,Metabolic:Nucleotide interconversion
283165.6.peg.237,Translation
283165.6.peg.239,Post-translation
283165.6.peg.241,Metabolic:Arginine and proline metabolism
283165.6.peg.244,Metabolic:Glutathione metabolism
283165.6.peg.245,Metabolic:CoA synthesis
283165.6.peg.250,Translation
283165.6.peg.251,tRNA-Charging
283165.6.peg.254,Metabolic:Pyrimidine synthesis
283165.6.peg.256,Translation
283165.6.peg.258,Metabolic:Exchange/demand reaction
283165.6.peg.261,Metabolic:Methionine and cysteine metabolism
283165.6.peg.268,Translation
283165.6.peg.273,Metabolic:Exchange/demand reaction
283165.6.peg.278,Metabolic:Phenylalanine metabolism
283165.6.peg.280,Metabolic:Lipopolysaccharide biosynthesis
283165.6.peg.286,"Metabolic:Transport, extracellular"
283165.6.peg.287,"Metabolic:Transport, extracellular"
283165.6.peg.295,Metabolic:Glutathione metabolism
283165.6.peg.296,"Metabolic:Transport, extracellular"
283165.6.peg.297,"Metabolic:Transport, extracellular"
283165.6.peg.298,"Metabolic:Transport, extracellular"
283165.6.peg.299,"Metabolic:Transport, extracellular"
283165.6.peg.304,Metabolic:Arginine and proline metabolism
283165.6.peg.314,tRNA-Charging
283165.6.peg.317,Metabolic:Pyrimidine synthesis
283165.6.peg.318,Translation
283165.6.peg.326,Metabolic:Lipopolysaccharide biosynthesis
283165.6.peg.330,Metabolic:Nucleotide interconversion
283165.6.peg.331,Metabolic:Pyruvate metabolism
283165.6.peg.343,"Metabolic:Transport, extracellular"
283165.6.peg.346,"Metabolic:Transport, extracellular"
283165.6.peg.354,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
283165.6.peg.355,Metabolic:Nucleotide interconversion
283165.6.peg.358,Translation
283165.6.peg.359,Metabolic:Glyoxylate and dicarboxylate metabolism
283165.6.peg.365,Metabolic:Pyrimidine synthesis
283165.6.peg.369,Metabolic:Pentose phosphate pathway
283165.6.peg.371,Metabolic:Pentose phosphate pathway
283165.6.peg.372,Metabolic:Pentose phosphate pathway
283165.6.peg.373,Metabolic:Folate metabolism
283165.6.peg.376,Translation
283165.6.peg.377,Metabolic:Glutathione metabolism
283165.6.peg.382,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
283165.6.peg.383,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
283165.6.peg.385,"Metabolic:Transport, extracellular"
283165.6.peg.392,Metabolic:Respiration
283165.6.peg.393,Metabolic:Respiration
283165.6.peg.394,Metabolic:Respiration
283165.6.peg.396,Metabolic:Respiration
283165.6.peg.397,tRNA-Charging
283165.6.peg.398,tRNA-Charging
283165.6.peg.404,Metabolic:Terpenoid backbone biosynthesis
283165.6.peg.414,Translation
283165.6.peg.420,Metabolic:Pentose phosphate pathway
283165.6.peg.437,Metabolic:Purine synthesis
283165.6.peg.438,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
283165.6.peg.439,Metabolic:Vitamin B6 metabolism
283165.6.peg.441,Metabolic:Fatty acid synthesis
283165.6.peg.442,Metabolic:Phenylalanine metabolism
283165.6.peg.443,Metabolic:Vitamin B2 metabolism
283165.6.peg.445,Metabolic:Terpenoid backbone biosynthesis
283165.6.peg.455,Metabolic:Heme synthesis
283165.6.peg.456,Metabolic:Terpenoid backbone biosynthesis
283165.6.peg.457,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
283165.6.peg.467,Metabolic:Vitamin B6 metabolism
283165.6.peg.468,Metabolic:Vitamin B6 metabolism
283165.6.peg.469,Metabolic:Vitamin B6 metabolism
283165.6.peg.470,Metabolic:Vitamin B6 metabolism
283165.6.peg.475,Metabolic:Glyoxylate and dicarboxylate metabolism
283165.6.peg.482,Metabolic:Glycolysis/gluconeogenesis
283165.6.peg.490,Metabolic:ROS detoxification
283165.6.peg.496,Metabolic:Cell wall biosynthesis
283165.6.peg.513,Metabolic:Glutathione metabolism
283165.6.peg.517,Metabolic:Thiamine metabolism
283165.6.peg.518,Metabolic:Thiamine metabolism
283165.6.peg.519,Metabolic:Thiamine metabolism
283165.6.peg.520,Metabolic:Thiamine metabolism
283165.6.peg.531,Metabolic:Lysine metabolism
283165.6.peg.534,Transcription
283165.6.peg.536,Metabolic:Nucleotide interconversion
283165.6.peg.537,Metabolic:Pyrimidine synthesis
283165.6.peg.539,Metabolic:CoA synthesis
283165.6.peg.541,Metabolic:Exchange/demand reaction
283165.6.peg.542,Translation
283165.6.peg.544,Metabolic:CoA synthesis
283165.6.peg.545,Metabolic:CoA synthesis
283165.6.peg.549,Metabolic:Pyrimidine synthesis
283165.6.peg.551,tRNA-Charging
283165.6.peg.554,Metabolic:Glycerophospholipid metabolism
283165.6.peg.555,Metabolic:Glycerophospholipid metabolism
283165.6.peg.557,Metabolic:Purine synthesis
283165.6.peg.562,tRNA-Charging
283165.6.peg.565,tRNA-Charging
283165.6.peg.566,tRNA-Charging
283165.6.peg.569,Metabolic:Glycerophospholipid metabolism
283165.6.peg.570,Metabolic:Fatty acid synthesis
283165.6.peg.571,Metabolic:Fatty acid synthesis
283165.6.peg.572,Metabolic:Fatty acid synthesis
283165.6.peg.574,Metabolic:Nucleotide interconversion
283165.6.peg.575,Translation
283165.6.peg.576,Metabolic:Vitamin B6 metabolism
283165.6.peg.587,Metabolic:Nucleotide interconversion
283165.6.peg.588,Metabolic:Glycerophospholipid metabolism
283165.6.peg.597,tRNA-Charging
283165.6.peg.605,Metabolic:Terpenoid backbone biosynthesis
283165.6.peg.607,Metabolic:Glycolysis/gluconeogenesis
283165.6.peg.609,Metabolic:Nucleotide interconversion
283165.6.peg.610,Metabolic:Lipopolysaccharide biosynthesis
283165.6.peg.611,Transcription
283165.6.peg.614,"Metabolic:Valine, leucine, and isoleucine metabolism"
283165.6.peg.615,"Metabolic:Valine, leucine, and isoleucine metabolism"
283165.6.peg.616,Metabolic:Glycolysis/gluconeogenesis
283165.6.peg.617,Metabolic:Glycolysis/gluconeogenesis
283165.6.peg.618,Metabolic:Pyruvate metabolism
283165.6.peg.621,Metabolic:Terpenoid backbone biosynthesis
283165.6.peg.626,"Metabolic:Transport, extracellular"
283165.6.peg.651,Metabolic:Glycerophospholipid metabolism
283165.6.peg.656,Metabolic:Lipopolysaccharide biosynthesis
283165.6.peg.657,Metabolic:Pyruvate metabolism
283165.6.peg.658,Metabolic:Fatty acid synthesis
283165.6.peg.661,Metabolic:Pyruvate metabolism
283165.6.peg.669,Metabolic:Urea cycle
283165.6.peg.670,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
283165.6.peg.672,Metabolic:Vitamin B2 metabolism
283165.6.peg.673,Metabolic:Vitamin B2 metabolism
283165.6.peg.674,Metabolic:Vitamin B2 metabolism
283165.6.peg.675,Transcription
283165.6.peg.678,Metabolic:Cell wall biosynthesis
283165.6.peg.679,Metabolic:Fatty acid synthesis
283165.6.peg.682,tRNA-Charging
283165.6.peg.685,Metabolic:Tetrahydrobiopterin metabolism
283165.6.peg.691,Metabolic:Respiration
283165.6.peg.692,Metabolic:Respiration
283165.6.peg.693,Metabolic:Respiration
283165.6.peg.694,Metabolic:Respiration
283165.6.peg.695,Metabolic:Respiration
283165.6.peg.696,Metabolic:Respiration
283165.6.peg.697,Metabolic:Respiration
283165.6.peg.698,Metabolic:Respiration
283165.6.peg.699,Metabolic:Respiration
283165.6.peg.700,Metabolic:Respiration
283165.6.peg.701,Metabolic:Respiration
283165.6.peg.702,Metabolic:Respiration
283165.6.peg.703,Metabolic:Respiration
283165.6.peg.704,Metabolic:Respiration
283165.6.peg.705,Metabolic:Biotin metabolism
283165.6.peg.707,tRNA-Charging
283165.6.peg.711,Transcription
283165.6.peg.717,Translation
283165.6.peg.719,Metabolic:Cell wall biosynthesis
283165.6.peg.720,Translation
283165.6.peg.722,tRNA-Charging
283165.6.peg.725,Metabolic:Thiamine metabolism
283165.6.peg.735,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
283165.6.peg.737,"Metabolic:Valine, leucine, and isoleucine metabolism"
283165.6.peg.740,tRNA-Charging
283165.6.peg.741,Metabolic:Exchange/demand reaction
283165.6.peg.742,Metabolic:Nucleotide interconversion
283165.6.peg.753,tRNA-Charging
283165.6.peg.754,Metabolic:Glutamate metabolism
283165.6.peg.757,Metabolic:Glutathione metabolism
283165.6.peg.763,"Metabolic:Transport, extracellular"
283165.6.peg.764,"Metabolic:Transport, extracellular"
283165.6.peg.765,"Metabolic:Transport, extracellular"
283165.6.peg.766,"Metabolic:Transport, extracellular"
283165.6.peg.767,"Metabolic:Transport, extracellular"
283165.6.peg.769,tRNA-Charging
283165.6.peg.770,tRNA-Charging
283165.6.peg.774,Metabolic:Pyrimidine synthesis
283165.6.peg.775,Metabolic:Cell wall biosynthesis
283165.6.peg.777,Metabolic:Exchange/demand reaction
283165.6.peg.780,tRNA-Charging
283165.6.peg.792,Metabolic:Biotin metabolism
283165.6.peg.793,Metabolic:Biotin metabolism
283165.6.peg.803,Metabolic:Exchange/demand reaction
283165.6.peg.805,tRNA-Charging
283165.6.peg.806,tRNA-Charging
283165.6.peg.814,Metabolic:Histidine metabolism
283165.6.peg.817,Metabolic:NAD metabolism
283165.6.peg.819,tRNA-Charging
283165.6.peg.820,Metabolic:NAD metabolism
283165.6.peg.821,Metabolic:Phenylalanine metabolism
283165.6.peg.822,Metabolic:Glutathione metabolism
283165.6.peg.825,Metabolic:Pentose phosphate pathway
283165.6.peg.827,tRNA-Charging
283165.6.peg.828,Metabolic:Citric acid cycle
283165.6.peg.836,Metabolic:Lipopolysaccharide biosynthesis
283165.6.peg.838,Metabolic:Aminosugar metabolism
283165.6.peg.839,Metabolic:Fatty acid synthesis
283165.6.peg.840,Metabolic:Lipopolysaccharide biosynthesis
283165.6.peg.843,Metabolic:Glycerophospholipid metabolism
283165.6.peg.844,Translation
283165.6.peg.845,Metabolic:Nucleotide interconversion
283165.6.peg.846,Translation
283165.6.peg.847,tRNA-Charging
283165.6.peg.850,Metabolic:Pyrimidine catabolism
283165.6.peg.855,Metabolic:Methionine and cysteine metabolism
283165.6.peg.856,Metabolic:Vitamin B2 metabolism
283165.6.peg.857,Metabolic:Exchange/demand reaction
283165.6.peg.858,Metabolic:Exchange/demand reaction
283165.6.peg.859,tRNA-Charging
283165.6.peg.860,tRNA-Charging
283165.6.peg.861,tRNA-Charging
283165.6.peg.862,Translation
283165.6.peg.863,Transcription
