,subsystem
g.25726.CDS.3,"Metabolic:Transport, extracellular"
g.25726.CDS.6,Metabolic:Glutathione metabolism
g.25726.CDS.18,Metabolic:Pyruvate metabolism
1229781.4.peg.19,Metabolic:Purine synthesis
1229781.4.peg.20,Metabolic:Purine synthesis
g.25726.CDS.22,Metabolic:Sulfur metabolism
1229781.4.peg.25,Metabolic:Cell wall biosynthesis
g.25726.CDS.26,"Metabolic:Transport, extracellular"
g.25726.CDS.27,"Metabolic:Transport, extracellular"
g.25726.CDS.28,Metabolic:Vitamin B6 metabolism
g.25726.CDS.33,Metabolic:Butanoate metabolism
1229781.4.peg.34,Metabolic:Glycolysis/gluconeogenesis
g.25726.CDS.35,Metabolic:Fructose and mannose metabolism
g.25726.CDS.48,Translation
g.25726.CDS.49,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.25726.CDS.52,Translation
g.25726.CDS.59,Translation
g.25726.CDS.70,Metabolic:Folate metabolism
g.25726.CDS.73,Metabolic:Galactose metabolism
g.25726.CDS.75,"Metabolic:Transport, extracellular"
g.25726.CDS.77,"Metabolic:Transport, extracellular"
g.25726.CDS.80,"Metabolic:Transport, extracellular"
g.25726.CDS.86,Metabolic:Methionine and cysteine metabolism
g.25726.CDS.89,Metabolic:Aminosugar metabolism
1229781.4.peg.96,Metabolic:Vitamin B6 metabolism
g.25726.CDS.107,tRNA-Charging
g.25726.CDS.109,Metabolic:NAD metabolism
g.25726.CDS.112,Metabolic:Glycerophospholipid metabolism
g.25726.CDS.115,Metabolic:Cell wall biosynthesis
g.25726.CDS.117,Metabolic:NAD metabolism
g.25726.CDS.118,"Metabolic:Transport, extracellular"
g.25726.CDS.121,Metabolic:Biotin metabolism
g.25726.CDS.123,"Metabolic:Transport, extracellular"
g.25726.CDS.129,Metabolic:Starch and sucrose metabolism
g.25726.CDS.130,Metabolic:Cell wall biosynthesis
g.25726.CDS.142,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.25726.CDS.145,Translation
g.25726.CDS.146,"Metabolic:Transport, extracellular"
g.25726.CDS.149,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.25726.CDS.153,Metabolic:Folate metabolism
g.25726.CDS.159,Metabolic:Pyrimidine catabolism
1229781.4.peg.161,Metabolic:CoA synthesis
1229781.4.peg.163,Metabolic:Purine synthesis
1229781.4.peg.164,Metabolic:Purine synthesis
g.25726.CDS.172,Metabolic:Propanoate metabolism
g.25726.CDS.185,Metabolic:Vitamin B2 metabolism
g.25726.CDS.189,Translation
g.25726.CDS.190,"Metabolic:Transport, extracellular"
g.25726.CDS.199,Metabolic:Histidine metabolism
g.25726.CDS.202,Translation
1229781.4.peg.209,Metabolic:Glutamate metabolism
g.25726.CDS.211,Metabolic:Biotin metabolism
g.25726.CDS.213,Metabolic:Benzoate degradation
g.25726.CDS.220,Metabolic:Inositol phosphate metabolism
g.25726.CDS.228,Metabolic:Pyruvate metabolism
1229781.4.peg.229,Metabolic:Citric acid cycle
1229781.4.peg.231,Metabolic:Glycolysis/gluconeogenesis
g.25726.CDS.236,"Metabolic:Transport, extracellular"
g.25726.CDS.244,Translation
g.25726.CDS.247,Metabolic:Thiamine metabolism
g.25726.CDS.252,Metabolic:Exchange/demand reaction
g.25726.CDS.255,Metabolic:Nucleotide interconversion
g.25726.CDS.260,Metabolic:Pentose phosphate pathway
g.25726.CDS.261,Metabolic:Lysine metabolism
g.25726.CDS.267,Transcription
1229781.4.peg.267,Metabolic:Folate metabolism
g.25726.CDS.268,Metabolic:Lysine metabolism
g.25726.CDS.271,Metabolic:Propanoate metabolism
1229781.4.peg.283,Metabolic:Thiamine metabolism
1229781.4.peg.286,Metabolic:Thiamine metabolism
1229781.4.peg.287,Metabolic:CoA synthesis
g.25726.CDS.296,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.25726.CDS.299,Metabolic:Glycerophospholipid metabolism
g.25726.CDS.306,tRNA-Charging
g.25726.CDS.314,Metabolic:Citric acid cycle
g.25726.CDS.317,Metabolic:Aminosugar metabolism
1229781.4.peg.337,Metabolic:Vitamin B6 metabolism
g.25726.CDS.343,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
1229781.4.peg.343,Metabolic:Citric acid cycle
g.25726.CDS.353,Metabolic:Nucleotide salvage pathway
g.25726.CDS.355,Metabolic:Fatty acid synthesis
g.25726.CDS.361,Metabolic:Pentose and glucuronate interconversions
1229781.4.peg.361,Metabolic:Citric acid cycle
g.25726.CDS.362,Translation
g.25726.CDS.371,"Metabolic:Transport, extracellular"
g.25726.CDS.373,Translation
g.25726.CDS.376,"Metabolic:Transport, extracellular"
g.25726.CDS.378,Translation
g.25726.CDS.380,Translation
g.25726.CDS.391,Metabolic:Arginine and proline metabolism
1229781.4.peg.397,Metabolic:Histidine metabolism
1229781.4.peg.399,Metabolic:Phenylalanine metabolism
g.25726.CDS.401,Metabolic:Terpenoid backbone biosynthesis
