,subsystem
645464.7.peg.1,Metabolic:Exchange/demand reaction
645464.7.peg.2,Metabolic:Exchange/demand reaction
645464.7.peg.3,Metabolic:Exchange/demand reaction
645464.7.peg.7,Metabolic:Glutamate metabolism
645464.7.peg.8,Metabolic:Glutamate metabolism
645464.7.peg.12,"Metabolic:Valine, leucine, and isoleucine metabolism"
645464.7.peg.22,Metabolic:Purine synthesis
645464.7.peg.23,Metabolic:Nucleotide interconversion
645464.7.peg.26,Metabolic:Nucleotide interconversion
645464.7.peg.28,Metabolic:Alanine and aspartate metabolism
645464.7.peg.34,Metabolic:Glutathione metabolism
645464.7.peg.55,"Metabolic:Transport, extracellular"
645464.7.peg.61,Transcription
645464.7.peg.64,Metabolic:Folate metabolism
645464.7.peg.65,Metabolic:Folate metabolism
645464.7.peg.66,Metabolic:Phenylalanine metabolism
645464.7.peg.75,"Metabolic:Transport, extracellular"
645464.7.peg.80,Metabolic:Respiration
645464.7.peg.81,Metabolic:Respiration
645464.7.peg.84,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
645464.7.peg.85,"Metabolic:Transport, extracellular"
645464.7.peg.91,tRNA-Charging
645464.7.peg.92,tRNA-Charging
645464.7.peg.94,Metabolic:Arginine and proline metabolism
645464.7.peg.95,tRNA-Charging
645464.7.peg.96,Metabolic:Biotin metabolism
645464.7.peg.100,Metabolic:Respiration
645464.7.peg.101,Metabolic:Respiration
645464.7.peg.102,Metabolic:Respiration
645464.7.peg.103,Metabolic:Respiration
645464.7.peg.104,Metabolic:Respiration
645464.7.peg.105,Metabolic:Respiration
645464.7.peg.113,Metabolic:Glycerophospholipid metabolism
645464.7.peg.116,Metabolic:NAD metabolism
645464.7.peg.124,Metabolic:Pyruvate metabolism
645464.7.peg.127,Metabolic:Tyrosine metabolism
645464.7.peg.129,Metabolic:Lipopolysaccharide biosynthesis
645464.7.peg.131,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
645464.7.peg.133,Translation
645464.7.peg.138,"Metabolic:Transport, extracellular"
645464.7.peg.139,"Metabolic:Transport, extracellular"
645464.7.peg.140,"Metabolic:Transport, extracellular"
645464.7.peg.144,Metabolic:Pentose phosphate pathway
645464.7.peg.145,Metabolic:Pentose phosphate pathway
645464.7.peg.146,Metabolic:Pentose phosphate pathway
645464.7.peg.148,Metabolic:Sulfur metabolism
645464.7.peg.149,Metabolic:Sulfur metabolism
645464.7.peg.151,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
645464.7.peg.152,Metabolic:Alanine and aspartate metabolism
645464.7.peg.155,Translation
645464.7.peg.156,Translation
645464.7.peg.157,tRNA-Charging
645464.7.peg.169,Metabolic:ROS detoxification
645464.7.peg.180,Metabolic:Purine synthesis
645464.7.peg.184,Translation
645464.7.peg.186,Translation
645464.7.peg.187,Metabolic:Tetrahydrobiopterin metabolism
645464.7.peg.189,Metabolic:Purine synthesis
645464.7.peg.190,Metabolic:Lysine metabolism
645464.7.peg.196,"Metabolic:Transport, extracellular"
645464.7.peg.198,Metabolic:Cell wall biosynthesis
645464.7.peg.199,tRNA-Charging
645464.7.peg.200,Translation
645464.7.peg.206,Metabolic:Urea cycle
645464.7.peg.207,Metabolic:Urea cycle
645464.7.peg.208,Metabolic:Arginine and proline metabolism
645464.7.peg.209,Metabolic:Lysine metabolism
645464.7.peg.212,Metabolic:NAD metabolism
645464.7.peg.213,Metabolic:Nucleotide interconversion
645464.7.peg.215,Metabolic:Pyrimidine synthesis
645464.7.peg.216,Translation
645464.7.peg.219,Metabolic:Miscellaneous
645464.7.peg.220,"Metabolic:Transport, extracellular"
645464.7.peg.222,Metabolic:Thiamine metabolism
645464.7.peg.226,tRNA-Charging
645464.7.peg.227,tRNA-Charging
645464.7.peg.232,"Metabolic:Transport, extracellular"
645464.7.peg.240,Metabolic:Glycerophospholipid metabolism
645464.7.peg.242,Metabolic:Pyrimidine synthesis
645464.7.peg.248,Metabolic:Respiration
645464.7.peg.253,"Metabolic:Valine, leucine, and isoleucine metabolism"
645464.7.peg.254,Metabolic:NAD metabolism
645464.7.peg.257,Metabolic:Fatty acid synthesis
645464.7.peg.258,Metabolic:Aminosugar metabolism
645464.7.peg.262,Metabolic:Pyrimidine synthesis
645464.7.peg.264,Metabolic:Pentose phosphate pathway
645464.7.peg.265,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
645464.7.peg.270,Transcription
645464.7.peg.271,Metabolic:Lipopolysaccharide biosynthesis
645464.7.peg.274,"Metabolic:Transport, extracellular"
645464.7.peg.275,Metabolic:Pyrimidine catabolism
645464.7.peg.286,Metabolic:Biotin metabolism
645464.7.peg.287,Metabolic:Biotin metabolism
645464.7.peg.288,Metabolic:Biotin metabolism
645464.7.peg.289,Metabolic:Biotin metabolism
645464.7.peg.292,Translation
645464.7.peg.295,Metabolic:Lysine metabolism
645464.7.peg.297,Metabolic:Phenylalanine metabolism
645464.7.peg.298,Metabolic:Histidine metabolism
645464.7.peg.302,Metabolic:Terpenoid backbone biosynthesis
645464.7.peg.305,Metabolic:Cell wall biosynthesis
645464.7.peg.307,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
645464.7.peg.309,Metabolic:Fatty acid synthesis
645464.7.peg.310,Metabolic:Cell wall biosynthesis
645464.7.peg.311,tRNA-Charging
645464.7.peg.313,Metabolic:Nucleotide interconversion
645464.7.peg.321,Metabolic:Nucleotide interconversion
645464.7.peg.326,Metabolic:Tryptophan metabolism
645464.7.peg.327,Metabolic:Folate metabolism
645464.7.peg.329,Metabolic:Tryptophan metabolism
645464.7.peg.330,Metabolic:Tryptophan metabolism
645464.3.peg.330,Metabolic:Tryptophan metabolism
645464.7.peg.337,Metabolic:Folate metabolism
645464.7.peg.338,Metabolic:Cell wall biosynthesis
645464.7.peg.339,Metabolic:Folate metabolism
645464.7.peg.340,Metabolic:Cell wall biosynthesis
645464.7.peg.350,tRNA-Charging
645464.7.peg.361,Metabolic:Pyrimidine synthesis
645464.7.peg.362,Transcription
645464.7.peg.363,Metabolic:Vitamin B2 metabolism
645464.7.peg.364,Metabolic:Lipopolysaccharide biosynthesis
645464.7.peg.367,Metabolic:Phenylalanine metabolism
645464.7.peg.368,tRNA-Charging
645464.7.peg.369,tRNA-Charging
645464.7.peg.372,Metabolic:Glycolysis/gluconeogenesis
645464.7.peg.373,Metabolic:Citric acid cycle
645464.7.peg.374,Metabolic:CoA synthesis
645464.7.peg.378,tRNA-Charging
645464.7.peg.381,tRNA-Charging
645464.7.peg.382,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
645464.7.peg.385,Metabolic:Phenylalanine metabolism
645464.7.peg.388,Metabolic:Citric acid cycle
645464.7.peg.389,Metabolic:Citric acid cycle
645464.7.peg.390,Metabolic:Citric acid cycle
645464.7.peg.395,Metabolic:Pentose phosphate pathway
645464.7.peg.412,Metabolic:Cell wall biosynthesis
645464.7.peg.413,Metabolic:Cell wall biosynthesis
645464.7.peg.414,Metabolic:Glycolysis/gluconeogenesis
645464.7.peg.415,Metabolic:Fatty acid synthesis
645464.7.peg.417,Metabolic:Citric acid cycle
645464.7.peg.418,Metabolic:Citric acid cycle
645464.7.peg.419,Metabolic:Citric acid cycle
645464.7.peg.422,Metabolic:Fatty acid synthesis
645464.7.peg.423,Metabolic:Fatty acid synthesis
645464.7.peg.424,Metabolic:Pyruvate metabolism
645464.7.peg.429,tRNA-Charging
645464.7.peg.430,Metabolic:Pentose and glucuronate interconversions
645464.7.peg.439,Metabolic:Exchange/demand reaction
645464.7.peg.449,Translation
645464.7.peg.450,tRNA-Charging
645464.7.peg.452,Transcription
645464.7.peg.453,Translation
645464.7.peg.454,tRNA-Charging
645464.7.peg.455,tRNA-Charging
645464.7.peg.456,tRNA-Charging
645464.7.peg.457,Metabolic:Exchange/demand reaction
645464.7.peg.458,Metabolic:Exchange/demand reaction
645464.7.peg.459,tRNA-Charging
645464.7.peg.460,tRNA-Charging
645464.7.peg.461,Translation
645464.7.peg.466,Metabolic:Tryptophan metabolism
645464.7.peg.474,Metabolic:Heme synthesis
645464.7.peg.477,tRNA-Charging
645464.7.peg.479,Metabolic:Cell wall biosynthesis
645464.7.peg.483,Metabolic:Purine synthesis
645464.7.peg.484,Metabolic:Purine synthesis
645464.7.peg.485,Metabolic:Purine synthesis
645464.7.peg.487,Metabolic:Glycerophospholipid metabolism
645464.7.peg.492,"Metabolic:Transport, extracellular"
645464.7.peg.499,Metabolic:Citric acid cycle
645464.7.peg.500,Metabolic:Citric acid cycle
645464.7.peg.501,Metabolic:Citric acid cycle
645464.7.peg.502,Metabolic:Citric acid cycle
645464.7.peg.504,Metabolic:Citric acid cycle
645464.7.peg.505,Metabolic:Citric acid cycle
645464.7.peg.506,Metabolic:Citric acid cycle
645464.7.peg.509,Metabolic:Terpenoid backbone biosynthesis
645464.7.peg.510,Metabolic:tRNA Charging
645464.7.peg.511,tRNA-Charging
645464.7.peg.513,Metabolic:Heme synthesis
645464.7.peg.526,Metabolic:Arginine and proline metabolism
645464.7.peg.527,Metabolic:Sulfur metabolism
645464.7.peg.542,Metabolic:Vitamin B2 metabolism
645464.7.peg.544,"Metabolic:Valine, leucine, and isoleucine metabolism"
645464.7.peg.545,"Metabolic:Valine, leucine, and isoleucine metabolism"
645464.7.peg.546,Metabolic:Lipopolysaccharide biosynthesis
645464.7.peg.550,Metabolic:Heme synthesis
645464.7.peg.552,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
645464.7.peg.555,Metabolic:Folate metabolism
645464.7.peg.556,Metabolic:Exchange/demand reaction
645464.7.peg.557,Metabolic:Folate metabolism
645464.7.peg.559,Metabolic:Vitamin B2 metabolism
645464.7.peg.567,Metabolic:Pentose phosphate pathway
645464.7.peg.573,Metabolic:Others
645464.7.peg.575,Metabolic:Lysine metabolism
645464.7.peg.584,"Metabolic:Transport, extracellular"
645464.7.peg.585,"Metabolic:Transport, extracellular"
645464.7.peg.586,"Metabolic:Transport, extracellular"
645464.7.peg.587,"Metabolic:Transport, extracellular"
645464.7.peg.600,"Metabolic:Valine, leucine, and isoleucine metabolism"
645464.7.peg.604,Translation
645464.7.peg.605,"Metabolic:Transport, extracellular"
645464.7.peg.606,Metabolic:Oxidative phosphorylation
645464.7.peg.607,Metabolic:Nucleotide interconversion
645464.7.peg.608,tRNA-Charging
645464.7.peg.609,Metabolic:NAD metabolism
645464.7.peg.615,Metabolic:Lipopolysaccharide biosynthesis
645464.7.peg.627,Translation
645464.7.peg.630,tRNA-Charging
645464.7.peg.631,Metabolic:Alanine and aspartate metabolism
645464.7.peg.636,"Metabolic:Transport, extracellular"
645464.7.peg.638,"Metabolic:Transport, extracellular"
645464.7.peg.639,"Metabolic:Transport, extracellular"
645464.7.peg.640,"Metabolic:Transport, extracellular"
645464.7.peg.641,"Metabolic:Transport, extracellular"
645464.7.peg.648,Metabolic:Exchange/demand reaction
645464.7.peg.665,Metabolic:Nucleotide interconversion
645464.7.peg.666,Metabolic:Terpenoid backbone biosynthesis
645464.7.peg.668,Metabolic:Pyruvate metabolism
645464.7.peg.669,Metabolic:Pyruvate metabolism
645464.7.peg.672,Translation
645464.7.peg.678,Metabolic:Cell wall biosynthesis
645464.7.peg.681,Metabolic:Purine synthesis
645464.7.peg.683,tRNA-Charging
645464.7.peg.690,tRNA-Charging
645464.7.peg.692,Translation
645464.7.peg.693,Metabolic:Exchange/demand reaction
645464.7.peg.694,tRNA-Charging
645464.7.peg.696,Metabolic:Phenylalanine metabolism
645464.7.peg.698,Metabolic:Exchange/demand reaction
645464.7.peg.706,"Metabolic:Transport, extracellular"
645464.7.peg.711,"Metabolic:Transport, extracellular"
645464.7.peg.724,Translation
645464.7.peg.725,Translation
