,subsystem
g.2724.peg.7,tRNA-Charging
641112.4.peg.8,Metabolic:Tyrosine metabolism
g.2724.peg.12,Metabolic:Methionine and cysteine metabolism
641112.4.peg.14,Metabolic:Vitamin B12 metabolism
g.2724.peg.18,Metabolic:Fatty acid synthesis
g.2724.peg.20,tRNA-Charging
g.2724.peg.21,Metabolic:Fructose and mannose metabolism
g.2724.peg.24,Metabolic:Folate metabolism
g.2724.peg.25,Metabolic:Fatty acid synthesis
g.2724.peg.30,Metabolic:Benzoate degradation
g.2724.peg.32,Metabolic:Nucleotide interconversion
g.2724.peg.38,Metabolic:Galactose metabolism
g.2724.peg.45,tRNA-Charging
g.2724.peg.47,tRNA-Charging
g.2724.peg.58,Metabolic:Folate metabolism
g.2724.peg.63,Metabolic:Pyrimidine catabolism
g.2724.peg.72,Metabolic:Exchange/demand reaction
g.2724.peg.78,Metabolic:Fatty acid synthesis
g.2724.peg.81,Metabolic:Exchange/demand reaction
g.2724.peg.84,"Metabolic:Transport, extracellular"
641112.4.peg.97,Metabolic:Methionine and cysteine metabolism
641112.4.peg.104,Metabolic:Alanine and aspartate metabolism
g.2724.peg.107,tRNA-Charging
641112.4.peg.121,Metabolic:Nucleotide interconversion
g.2724.peg.125,Metabolic:Terpenoid backbone biosynthesis
g.2724.peg.126,"Metabolic:Transport, extracellular"
641112.4.peg.137,Metabolic:Glycolysis/gluconeogenesis
g.2724.peg.138,Metabolic:Fatty acid synthesis
g.2724.peg.140,tRNA-Charging
641112.4.peg.145,Metabolic:Alanine and aspartate metabolism
g.2724.peg.152,Metabolic:Exchange/demand reaction
g.2724.peg.156,Metabolic:Galactose metabolism
g.2724.peg.161,Metabolic:Galactose metabolism
g.2724.peg.163,tRNA-Charging
g.2724.peg.164,Metabolic:Fructose and mannose metabolism
g.2724.peg.165,Metabolic:Ascorbate and aldarate metabolism
g.2724.peg.180,Metabolic:Starch and sucrose metabolism
g.2724.peg.189,Transcription
g.2724.peg.192,tRNA-Charging
g.2724.peg.193,tRNA-Charging
g.2724.peg.206,tRNA-Charging
g.2724.peg.211,Metabolic:Methionine and cysteine metabolism
g.2724.peg.215,tRNA-Charging
641112.4.peg.215,Metabolic:beta-Alanine metabolism
641112.4.peg.216,Metabolic:CoA synthesis
g.2724.peg.217,tRNA-Charging
641112.4.peg.217,Metabolic:CoA synthesis
641112.4.peg.221,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
641112.4.peg.222,Metabolic:Arginine and proline metabolism
641112.4.peg.224,Metabolic:Arginine and proline metabolism
g.2724.peg.231,tRNA-Charging
g.2724.peg.234,Metabolic:Glutathione metabolism
g.2724.peg.235,Metabolic:Vitamin B6 metabolism
641112.4.peg.236,Metabolic:CoA synthesis
g.2724.peg.237,Metabolic:Pyrimidine catabolism
g.2724.peg.238,Metabolic:Glycerophospholipid metabolism
641112.4.peg.240,Metabolic:CoA synthesis
641112.4.peg.248,Metabolic:Glycolysis/gluconeogenesis
641112.4.peg.254,Metabolic:Folate metabolism
641112.4.peg.267,Metabolic:NAD metabolism
g.2724.peg.268,Metabolic:Glycerophospholipid metabolism
g.2724.peg.271,Metabolic:Glutamate metabolism
g.2724.peg.272,Metabolic:Exchange/demand reaction
641112.4.peg.272,Metabolic:Vitamin B12 metabolism
641112.4.peg.273,Metabolic:Vitamin B12 metabolism
641112.4.peg.275,Metabolic:Vitamin B12 metabolism
g.2724.peg.278,Metabolic:Arginine and proline metabolism
