,subsystem
469616.3.peg.5,"Metabolic:Transport, extracellular"
469616.3.peg.11,Metabolic:Phenylalanine metabolism
469616.3.peg.27,Metabolic:Nucleotide interconversion
469616.3.peg.35,Metabolic:Methionine and cysteine metabolism
469616.3.peg.36,Metabolic:Folate metabolism
469616.3.peg.38,"Metabolic:Transport, extracellular"
469616.3.peg.41,Metabolic:Alanine and aspartate metabolism
469616.3.peg.49,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
469616.3.peg.50,Metabolic:Alanine and aspartate metabolism
469616.3.peg.52,"Metabolic:Transport, extracellular"
469616.3.peg.53,"Metabolic:Transport, extracellular"
469616.3.peg.57,Metabolic:Nucleotide interconversion
469616.3.peg.58,Metabolic:Nucleotide interconversion
469616.3.peg.60,Metabolic:Lipopolysaccharide biosynthesis
469616.3.peg.61,tRNA-Charging
469616.3.peg.65,Metabolic:Glycerophospholipid metabolism
469616.3.peg.67,"Metabolic:Transport, extracellular"
469616.3.peg.68,"Metabolic:Valine, leucine, and isoleucine metabolism"
469616.3.peg.69,Metabolic:Fatty acid synthesis
469616.3.peg.70,"Metabolic:Valine, leucine, and isoleucine metabolism"
469616.3.peg.71,Metabolic:NAD metabolism
469616.3.peg.72,Metabolic:NAD metabolism
469616.3.peg.73,Metabolic:NAD metabolism
469616.3.peg.82,Metabolic:Methionine and cysteine metabolism
469616.3.peg.84,Metabolic:Glutathione metabolism
469616.3.peg.85,"Metabolic:Transport, extracellular"
469616.3.peg.87,"Metabolic:Transport, extracellular"
469616.3.peg.88,"Metabolic:Transport, extracellular"
469616.3.peg.95,"Metabolic:Transport, extracellular"
469616.3.peg.98,Metabolic:Nucleotide interconversion
469616.3.peg.102,"Metabolic:Transport, extracellular"
469616.3.peg.103,Metabolic:Exchange/demand reaction
469616.3.peg.110,Translation
469616.3.peg.111,Translation
469616.3.peg.112,Metabolic:Glycerophospholipid metabolism
469616.3.peg.114,Translation
469616.3.peg.116,Translation
469616.3.peg.117,Metabolic:Cell wall biosynthesis
469616.3.peg.118,Metabolic:Glycerophospholipid metabolism
469616.3.peg.119,Metabolic:Exchange/demand reaction
469616.3.peg.120,Metabolic:Exchange/demand reaction
469616.3.peg.123,Metabolic:Exchange/demand reaction
469616.3.peg.126,Metabolic:Vitamin B2 metabolism
469616.3.peg.127,Metabolic:Exchange/demand reaction
469616.3.peg.130,"Metabolic:Transport, extracellular"
469616.3.peg.131,"Metabolic:Transport, extracellular"
469616.3.peg.133,Metabolic:Bile acid metabolism
469616.3.peg.144,Metabolic:Cell wall biosynthesis
469616.3.peg.145,Metabolic:Heme synthesis
469616.3.peg.148,Metabolic:Exchange/demand reaction
469616.3.peg.149,"Metabolic:Transport, extracellular"
469616.3.peg.153,Metabolic:Phenylalanine metabolism
469616.3.peg.155,Metabolic:Fructose and mannose metabolism
469616.3.peg.156,Metabolic:Starch and sucrose metabolism
469616.3.peg.157,"Metabolic:Transport, extracellular"
469616.3.peg.159,"Metabolic:Transport, extracellular"
469616.3.peg.161,"Metabolic:Transport, extracellular"
469616.3.peg.162,"Metabolic:Transport, extracellular"
469616.3.peg.164,Translation
469616.3.peg.168,Metabolic:Lipopolysaccharide biosynthesis
469616.3.peg.170,tRNA-Charging
469616.3.peg.172,Metabolic:Pentose phosphate pathway
469616.3.peg.189,Metabolic:Alanine and aspartate metabolism
469616.3.peg.190,Metabolic:Methionine and cysteine metabolism
469616.3.peg.191,Metabolic:Lysine metabolism
469616.3.peg.192,Metabolic:Lysine metabolism
469616.3.peg.193,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
469616.3.peg.194,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
469616.3.peg.195,Metabolic:Lysine metabolism
469616.3.peg.198,Metabolic:Arginine and proline metabolism
469616.3.peg.201,Metabolic:Pentose phosphate pathway
469616.3.peg.202,Metabolic:Pyrimidine catabolism
469616.3.peg.203,Metabolic:Glyoxylate and dicarboxylate metabolism
469616.3.peg.204,Metabolic:Glyoxylate and dicarboxylate metabolism
469616.3.peg.214,Metabolic:Miscellaneous
469616.3.peg.219,Metabolic:Tyrosine metabolism
469616.3.peg.221,Translation
469616.3.peg.222,Metabolic:Cell wall biosynthesis
469616.3.peg.235,"Metabolic:Transport, extracellular"
469616.3.peg.240,Metabolic:Methionine and cysteine metabolism
469616.3.peg.247,"Metabolic:Transport, extracellular"
469616.3.peg.270,Metabolic:Exchange/demand reaction
469616.3.peg.272,tRNA-Charging
469616.3.peg.276,"Metabolic:Transport, extracellular"
469616.3.peg.277,"Metabolic:Transport, extracellular"
469616.3.peg.280,Metabolic:Nucleotide interconversion
469616.3.peg.282,Metabolic:Glycolysis/gluconeogenesis
469616.3.peg.283,Metabolic:Glycolysis/gluconeogenesis
469616.3.peg.290,"Metabolic:Transport, extracellular"
469616.3.peg.295,Metabolic:Sulfur metabolism
469616.3.peg.296,"Metabolic:Transport, extracellular"
469616.3.peg.313,tRNA-Charging
469616.3.peg.314,tRNA-Charging
469616.3.peg.315,Translation
469616.3.peg.317,Metabolic:Pentose phosphate pathway
469616.3.peg.318,Metabolic:Pentose phosphate pathway
469616.3.peg.321,Metabolic:NAD metabolism
469616.3.peg.324,Translation
469616.3.peg.327,"Metabolic:Transport, extracellular"
469616.3.peg.328,"Metabolic:Transport, extracellular"
469616.3.peg.333,"Metabolic:Transport, extracellular"
469616.3.peg.334,Metabolic:Starch and sucrose metabolism
469616.3.peg.337,Metabolic:Pentose and glucuronate interconversions
469616.3.peg.338,Metabolic:Pentose phosphate pathway
469616.3.peg.339,Metabolic:Pentose phosphate pathway
469616.3.peg.342,Metabolic:Glyoxylate and dicarboxylate metabolism
469616.3.peg.349,Metabolic:Starch and sucrose metabolism
469616.3.peg.350,"Metabolic:Transport, extracellular"
469616.3.peg.353,Metabolic:Thiamine metabolism
469616.3.peg.358,"Metabolic:Transport, extracellular"
469616.3.peg.359,Metabolic:Galactose metabolism
469616.3.peg.360,Metabolic:Thiamine metabolism
469616.3.peg.362,Metabolic:Terpenoid backbone biosynthesis
469616.3.peg.363,Metabolic:Lipopolysaccharide biosynthesis
469616.3.peg.379,tRNA-Charging
469616.3.peg.380,Metabolic:Cell wall biosynthesis
469616.3.peg.381,Metabolic:Fatty acid synthesis
469616.3.peg.382,Metabolic:Glycerophospholipid metabolism
469616.3.peg.383,Metabolic:Biotin metabolism
469616.3.peg.384,Metabolic:Fatty acid synthesis
469616.3.peg.385,Metabolic:Exchange/demand reaction
469616.3.peg.387,Transcription
469616.3.peg.388,Metabolic:CoA synthesis
469616.3.peg.392,Metabolic:Pentose phosphate pathway
469616.3.peg.393,Metabolic:Pentose phosphate pathway
469616.3.peg.394,Metabolic:NAD metabolism
469616.3.peg.395,Metabolic:Pyrimidine catabolism
469616.3.peg.396,"Metabolic:Transport, extracellular"
469616.3.peg.397,Metabolic:Pyrimidine catabolism
469616.3.peg.401,Metabolic:Cell wall biosynthesis
469616.3.peg.402,Metabolic:Pentose phosphate pathway
469616.3.peg.407,"Metabolic:Transport, extracellular"
469616.3.peg.418,Translation
469616.3.peg.419,Metabolic:Nucleotide interconversion
469616.3.peg.420,Metabolic:Lipopolysaccharide biosynthesis
469616.3.peg.421,Metabolic:Lipopolysaccharide biosynthesis
469616.3.peg.422,Metabolic:Nucleotide interconversion
469616.3.peg.433,tRNA-Charging
469616.3.peg.442,Translation
469616.3.peg.443,Translation
469616.3.peg.445,Translation
469616.3.peg.453,"Metabolic:Transport, extracellular"
469616.3.peg.456,Metabolic:Pentose phosphate pathway
469616.3.peg.457,Metabolic:Fructose and mannose metabolism
469616.3.peg.466,Metabolic:Terpenoid backbone biosynthesis
469616.3.peg.468,Transcription
469616.3.peg.471,Metabolic:Phenylalanine metabolism
469616.3.peg.472,"Metabolic:Transport, extracellular"
469616.3.peg.473,Translation
469616.3.peg.479,Metabolic:Glycolysis/gluconeogenesis
469616.3.peg.480,Metabolic:Glycolysis/gluconeogenesis
469616.3.peg.483,Metabolic:Alanine and aspartate metabolism
469616.3.peg.484,Metabolic:Vitamin B2 metabolism
469616.3.peg.485,Metabolic:Vitamin B2 metabolism
469616.3.peg.486,Metabolic:Vitamin B2 metabolism
469616.3.peg.487,Metabolic:Vitamin B2 metabolism
469616.3.peg.491,"Metabolic:Transport, extracellular"
469616.3.peg.499,"Metabolic:Transport, extracellular"
469616.3.peg.504,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
469616.3.peg.508,Metabolic:Galactose metabolism
469616.3.peg.509,Metabolic:Glycolysis/gluconeogenesis
469616.3.peg.515,"Metabolic:Transport, extracellular"
469616.3.peg.522,Translation
