,subsystem
566552.4.peg.1,Metabolic:Starch and sucrose metabolism
566552.4.peg.2,Metabolic:Starch and sucrose metabolism
566552.4.peg.3,Metabolic:Starch and sucrose metabolism
566552.4.peg.7,Translation
566552.4.peg.8,Metabolic:Terpenoid backbone biosynthesis
566552.4.peg.10,Metabolic:Exchange/demand reaction
566552.4.peg.17,Metabolic:Sulfur metabolism
566552.4.peg.21,Translation
566552.4.peg.24,Post-translation
566552.4.peg.26,Metabolic:Exchange/demand reaction
566552.4.peg.27,tRNA-Charging
566552.4.peg.28,Metabolic:Exchange/demand reaction
566552.4.peg.29,Metabolic:Exchange/demand reaction
566552.4.peg.32,Metabolic:Exchange/demand reaction
566552.4.peg.33,Metabolic:Exchange/demand reaction
566552.4.peg.35,Metabolic:Glutamate metabolism
566552.4.peg.38,Metabolic:Pyruvate metabolism
566552.4.peg.40,Metabolic:Miscellaneous
566552.4.peg.41,Metabolic:Pyruvate metabolism
566552.4.peg.43,"Metabolic:Transport, extracellular"
566552.4.peg.44,tRNA-Charging
566552.4.peg.47,Metabolic:Starch and sucrose metabolism
566552.4.peg.54,Metabolic:Folate metabolism
566552.4.peg.61,Metabolic:Nucleotide interconversion
566552.4.peg.66,Metabolic:Glycerophospholipid metabolism
566552.4.peg.72,Metabolic:Alanine and aspartate metabolism
566552.4.peg.73,Metabolic:Respiration
566552.4.peg.78,Metabolic:Pentose phosphate pathway
566552.4.peg.79,Metabolic:Nucleotide interconversion
566552.4.peg.80,"Metabolic:Transport, extracellular"
566552.4.peg.83,"Metabolic:Transport, extracellular"
566552.4.peg.85,Metabolic:Lipopolysaccharide biosynthesis
566552.4.peg.89,"Metabolic:Valine, leucine, and isoleucine metabolism"
566552.4.peg.90,"Metabolic:Valine, leucine, and isoleucine metabolism"
566552.4.peg.94,"Metabolic:Transport, extracellular"
566552.4.peg.97,"Metabolic:Transport, extracellular"
566552.4.peg.104,Metabolic:Thiamine metabolism
566552.4.peg.105,Metabolic:Thiamine metabolism
566552.4.peg.106,Metabolic:Thiamine metabolism
566552.4.peg.128,Post-translation
566552.4.peg.129,"Metabolic:Transport, extracellular"
566552.4.peg.136,Metabolic:Starch and sucrose metabolism
566552.4.peg.138,Metabolic:Vitamin B6 metabolism
566552.4.peg.139,Metabolic:Vitamin B6 metabolism
566552.4.peg.141,Metabolic:Fatty acid synthesis
566552.4.peg.142,Metabolic:Pentose and glucuronate interconversions
566552.4.peg.143,Metabolic:Pentose and glucuronate interconversions
566552.4.peg.144,Metabolic:Pentose phosphate pathway
566552.4.peg.148,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
566552.4.peg.149,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
566552.4.peg.150,Metabolic:Lysine metabolism
566552.4.peg.151,tRNA-Charging
566552.4.peg.161,Metabolic:Respiration
566552.4.peg.162,Metabolic:Respiration
566552.4.peg.163,Metabolic:Respiration
566552.4.peg.164,Metabolic:Respiration
566552.4.peg.165,Metabolic:Respiration
566552.4.peg.166,Metabolic:Respiration
566552.4.peg.167,Metabolic:Respiration
566552.4.peg.168,Metabolic:Respiration
566552.4.peg.169,Metabolic:Methionine and cysteine metabolism
566552.4.peg.186,Metabolic:Aminosugar metabolism
566552.4.peg.197,Metabolic:Plant polysaccharide degradation
566552.4.peg.205,Metabolic:Pentose phosphate pathway
566552.4.peg.206,tRNA-Charging
566552.4.peg.207,Metabolic:Exchange/demand reaction
566552.4.peg.208,tRNA-Charging
566552.4.peg.209,tRNA-Charging
566552.4.peg.211,"Metabolic:Transport, extracellular"
566552.4.peg.217,"Metabolic:Transport, extracellular"
566552.4.peg.221,tRNA-Charging
566552.4.peg.222,tRNA-Charging
566552.4.peg.223,tRNA-Charging
566552.4.peg.229,Metabolic:Phenylalanine metabolism
566552.4.peg.232,tRNA-Charging
566552.4.peg.233,"Metabolic:Transport, extracellular"
566552.4.peg.239,Metabolic:Oxidative phosphorylation
566552.4.peg.250,Metabolic:Aminosugar metabolism
566552.4.peg.253,Metabolic:Nucleotide sugar metabolism
566552.4.peg.256,Metabolic:Nucleotide interconversion
566552.4.peg.268,Metabolic:Alanine and aspartate metabolism
566552.4.peg.274,Metabolic:Nucleotide interconversion
566552.4.peg.281,Metabolic:Galactose metabolism
566552.4.peg.287,Metabolic:Plant polysaccharide degradation
566552.4.peg.295,Metabolic:Starch and sucrose metabolism
566552.4.peg.297,Metabolic:Unassigned
566552.4.peg.299,Metabolic:Starch and sucrose metabolism
566552.4.peg.305,tRNA-Charging
566552.4.peg.315,Metabolic:Methionine and cysteine metabolism
566552.4.peg.318,Metabolic:Glutathione metabolism
566552.4.peg.319,"Metabolic:Transport, extracellular"
566552.4.peg.321,Metabolic:Glutamate metabolism
566552.4.peg.322,Metabolic:Lysine metabolism
566552.4.peg.333,Metabolic:Terpenoid backbone biosynthesis
566552.4.peg.334,Metabolic:Terpenoid backbone biosynthesis
566552.4.peg.338,Metabolic:Nucleotide interconversion
566552.4.peg.342,Metabolic:Starch and sucrose metabolism
566552.4.peg.345,Metabolic:Thiamine metabolism
566552.4.peg.346,Metabolic:Thiamine metabolism
566552.4.peg.347,Metabolic:Thiamine metabolism
566552.4.peg.349,tRNA-Charging
566552.4.peg.356,Translation
566552.4.peg.357,Metabolic:Exchange/demand reaction
566552.4.peg.358,Metabolic:Histidine metabolism
566552.4.peg.359,Metabolic:Histidine metabolism
566552.4.peg.360,Metabolic:Histidine metabolism
566552.4.peg.362,Metabolic:Histidine metabolism
566552.4.peg.363,Metabolic:Tryptophan metabolism
566552.4.peg.364,Metabolic:Cell wall biosynthesis
566552.4.peg.370,Metabolic:Pyruvate metabolism
566552.4.peg.371,"Metabolic:Transport, extracellular"
566552.4.peg.374,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
566552.4.peg.377,Translation
566552.4.peg.380,Metabolic:Cell wall biosynthesis
566552.4.peg.381,Metabolic:Cell wall biosynthesis
566552.4.peg.382,Metabolic:Cell wall biosynthesis
566552.4.peg.383,Metabolic:Cell wall biosynthesis
566552.4.peg.385,Metabolic:Cell wall biosynthesis
566552.4.peg.386,Metabolic:Cell wall biosynthesis
566552.4.peg.389,Metabolic:Fructose and mannose metabolism
566552.4.peg.394,Metabolic:Folate metabolism
566552.4.peg.397,Transcription
566552.4.peg.400,Metabolic:Terpenoid backbone biosynthesis
566552.4.peg.402,Metabolic:Glycolysis/gluconeogenesis
566552.4.peg.403,Metabolic:Thiamine metabolism
566552.4.peg.404,Translation
566552.4.peg.405,tRNA-Charging
566552.4.peg.406,tRNA-Charging
566552.4.peg.410,Metabolic:NAD metabolism
566552.4.peg.411,Metabolic:NAD metabolism
566552.4.peg.412,Metabolic:NAD metabolism
566552.4.peg.413,Metabolic:Thiamine metabolism
566552.4.peg.415,Metabolic:Phenylalanine metabolism
566552.4.peg.416,Metabolic:Tyrosine metabolism
566552.4.peg.419,"Metabolic:Transport, extracellular"
566552.4.peg.426,Translation
566552.4.peg.429,Metabolic:Citric acid cycle
566552.4.peg.431,Metabolic:Starch and sucrose metabolism
566552.4.peg.435,Metabolic:Cell wall biosynthesis
566552.4.peg.444,Metabolic:Glycerophospholipid metabolism
566552.4.peg.451,Post-translation
566552.4.peg.456,Metabolic:Tryptophan metabolism
566552.4.peg.458,Metabolic:Glycerophospholipid metabolism
566552.4.peg.460,Metabolic:Cholesterol metabolism
566552.4.peg.462,Metabolic:Exchange/demand reaction
566552.4.peg.463,Metabolic:Exchange/demand reaction
566552.4.peg.467,Metabolic:Exchange/demand reaction
566552.4.peg.471,Metabolic:Pyrimidine catabolism
566552.4.peg.472,Metabolic:Vitamin B2 metabolism
566552.4.peg.482,"Metabolic:Transport, extracellular"
566552.4.peg.484,"Metabolic:Transport, extracellular"
566552.4.peg.487,Metabolic:NAD metabolism
566552.4.peg.489,Metabolic:Pyruvate metabolism
566552.4.peg.490,Metabolic:Pyruvate metabolism
566552.4.peg.492,Transcription
566552.4.peg.493,Translation
566552.4.peg.497,Metabolic:Benzoate degradation
566552.4.peg.511,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
566552.4.peg.516,"Metabolic:Transport, extracellular"
566552.4.peg.520,Metabolic:Thiamine metabolism
566552.4.peg.523,Metabolic:Glycolysis/gluconeogenesis
566552.4.peg.529,Metabolic:Exchange/demand reaction
566552.4.peg.532,"Metabolic:Transport, extracellular"
566552.4.peg.533,"Metabolic:Transport, extracellular"
566552.4.peg.534,Metabolic:Arginine and proline metabolism
566552.4.peg.536,Metabolic:Pyruvate metabolism
566552.4.peg.538,Metabolic:Cell wall biosynthesis
566552.4.peg.541,Metabolic:Fatty acid synthesis
566552.4.peg.544,"Metabolic:Transport, extracellular"
566552.4.peg.549,tRNA-Charging
566552.4.peg.550,tRNA-Charging
566552.4.peg.552,Metabolic:Urea cycle
566552.4.peg.553,Metabolic:Arginine and proline metabolism
566552.4.peg.554,Metabolic:Arginine and proline metabolism
566552.4.peg.555,Metabolic:Lysine metabolism
566552.4.peg.556,Metabolic:Arginine and proline metabolism
566552.4.peg.558,Metabolic:Alanine and aspartate metabolism
566552.4.peg.559,Metabolic:Alanine and aspartate metabolism
566552.4.peg.562,tRNA-Charging
566552.4.peg.566,"Metabolic:Transport, extracellular"
566552.4.peg.567,"Metabolic:Transport, extracellular"
566552.4.peg.568,Metabolic:NAD metabolism
566552.4.peg.587,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
566552.4.peg.588,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
566552.4.peg.589,Metabolic:Arginine and proline metabolism
566552.4.peg.591,Metabolic:NAD metabolism
566552.4.peg.592,Metabolic:Pentose phosphate pathway
566552.4.peg.594,Metabolic:Fatty acid synthesis
566552.4.peg.595,Translation
566552.4.peg.597,tRNA-Charging
566552.4.peg.598,Translation
566552.4.peg.599,Metabolic:Nucleotide interconversion
566552.4.peg.600,Translation
566552.4.peg.601,Metabolic:Glycerophospholipid metabolism
566552.4.peg.602,Translation
566552.4.peg.604,Metabolic:Histidine metabolism
566552.4.peg.605,Metabolic:Tryptophan metabolism
566552.4.peg.606,Metabolic:Tryptophan metabolism
566552.4.peg.607,Metabolic:Tryptophan metabolism
566552.4.peg.609,Metabolic:Pentose and glucuronate interconversions
566552.4.peg.610,Metabolic:Histidine metabolism
566552.4.peg.611,Metabolic:Histidine metabolism
566552.4.peg.612,Metabolic:Glycerophospholipid metabolism
566552.4.peg.616,tRNA-Charging
566552.4.peg.617,Metabolic:Glycerophospholipid metabolism
566552.4.peg.623,Metabolic:Nucleotide salvage pathway
566552.4.peg.624,Metabolic:Citric acid cycle
566552.4.peg.625,Metabolic:Citric acid cycle
566552.4.peg.627,Metabolic:Purine synthesis
566552.4.peg.629,Metabolic:Pyrimidine synthesis
566552.4.peg.631,Metabolic:Galactose metabolism
566552.4.peg.636,Metabolic:Glyoxylate and dicarboxylate metabolism
566552.4.peg.643,Metabolic:Cell wall biosynthesis
566552.4.peg.645,Translation
566552.4.peg.647,Metabolic:Pentose phosphate pathway
566552.4.peg.648,Metabolic:Pentose phosphate pathway
566552.4.peg.649,Metabolic:Alanine and aspartate metabolism
566552.4.peg.652,Metabolic:Glycolysis/gluconeogenesis
566552.4.peg.653,Metabolic:Glycolysis/gluconeogenesis
566552.4.peg.656,Metabolic:Phenylalanine metabolism
566552.4.peg.671,Metabolic:NAD metabolism
566552.4.peg.677,Metabolic:Benzoate degradation
566552.4.peg.684,Translation
566552.4.peg.687,Metabolic:Exchange/demand reaction
566552.4.peg.692,tRNA-Charging
566552.4.peg.694,"Metabolic:Transport, extracellular"
566552.4.peg.702,Metabolic:Cell wall biosynthesis
566552.4.peg.707,Metabolic:Citric acid cycle
566552.4.peg.709,Metabolic:Fatty acid synthesis
566552.4.peg.718,Metabolic:Methionine and cysteine metabolism
566552.4.peg.722,Metabolic:Thiamine metabolism
566552.4.peg.724,Metabolic:Pyrimidine synthesis
566552.4.peg.725,Metabolic:Pyrimidine synthesis
566552.4.peg.726,Metabolic:Pyrimidine synthesis
566552.4.peg.727,Metabolic:Pyrimidine synthesis
566552.4.peg.728,Metabolic:Pyrimidine synthesis
566552.4.peg.730,Metabolic:Pyrimidine synthesis
566552.4.peg.732,Metabolic:Folate metabolism
566552.4.peg.733,Metabolic:Methionine and cysteine metabolism
566552.4.peg.769,Metabolic:Exchange/demand reaction
566552.4.peg.794,Metabolic:Glutamate metabolism
566552.4.peg.795,Metabolic:Glutamate metabolism
566552.4.peg.796,Metabolic:Heme synthesis
566552.4.peg.798,tRNA-Charging
566552.4.peg.800,"Metabolic:Valine, leucine, and isoleucine metabolism"
566552.4.peg.805,Translation
566552.4.peg.810,Metabolic:Nucleotide interconversion
566552.4.peg.811,Metabolic:Nucleotide interconversion
566552.4.peg.812,Metabolic:Nucleotide interconversion
566552.4.peg.818,Metabolic:NAD metabolism
566552.4.peg.819,Metabolic:NAD metabolism
566552.4.peg.820,Metabolic:NAD metabolism
566552.4.peg.821,Metabolic:Fatty acid synthesis
566552.4.peg.822,Translation
566552.4.peg.829,Metabolic:Glycolysis/gluconeogenesis
566552.4.peg.837,Metabolic:Nucleotide interconversion
566552.4.peg.839,Metabolic:Phenylalanine metabolism
566552.4.peg.840,Metabolic:Phenylalanine metabolism
566552.4.peg.841,Metabolic:Phenylalanine metabolism
566552.4.peg.845,tRNA-Charging
566552.4.peg.850,tRNA-Charging
566552.4.peg.854,Metabolic:Exchange/demand reaction
566552.4.peg.855,Metabolic:Purine catabolism
566552.4.peg.856,"Metabolic:Transport, extracellular"
566552.4.peg.858,Metabolic:Pyruvate metabolism
566552.4.peg.859,Metabolic:Pyruvate metabolism
566552.4.peg.860,Metabolic:Fructose and mannose metabolism
566552.4.peg.862,Metabolic:Nucleotide interconversion
566552.4.peg.867,Metabolic:Phenylalanine metabolism
566552.4.peg.887,Metabolic:Nucleotide interconversion
566552.4.peg.892,Metabolic:Glycolysis/gluconeogenesis
566552.4.peg.895,Metabolic:CoA synthesis
566552.4.peg.896,Translation
566552.4.peg.897,Metabolic:Folate metabolism
566552.4.peg.899,"Metabolic:Transport, extracellular"
566552.4.peg.900,"Metabolic:Transport, extracellular"
566552.4.peg.901,"Metabolic:Transport, extracellular"
566552.4.peg.902,Metabolic:Terpenoid backbone biosynthesis
566552.4.peg.909,Metabolic:Glycolysis/gluconeogenesis
566552.4.peg.921,Transcription
566552.4.peg.923,Metabolic:Methionine and cysteine metabolism
566552.4.peg.928,Transcription
566552.4.peg.929,Transcription
566552.4.peg.933,Metabolic:Aminosugar metabolism
566552.4.peg.934,"Metabolic:Transport, extracellular"
566552.4.peg.938,Metabolic:Alanine and aspartate metabolism
566552.4.peg.940,Metabolic:Pentose phosphate pathway
566552.4.peg.942,Metabolic:Pentose phosphate pathway
566552.4.peg.943,Metabolic:Plant polysaccharide degradation
566552.4.peg.951,Metabolic:Pentose phosphate pathway
566552.4.peg.965,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
566552.4.peg.971,Metabolic:Nucleotide interconversion
566552.4.peg.973,"Metabolic:Transport, extracellular"
566552.4.peg.975,Metabolic:Plant polysaccharide degradation
566552.4.peg.977,"Metabolic:Transport, extracellular"
