,subsystem
g.3836.peg.3,tRNA-Charging
g.3836.peg.4,Metabolic:Exchange/demand reaction
g.3836.peg.5,Metabolic:Pyruvate metabolism
g.3836.peg.7,Metabolic:Squalene and cholesterol synthesis
g.3836.peg.13,Metabolic:Lysine metabolism
981539.3.peg.20,Metabolic:Phenylalanine metabolism
981539.3.peg.24,Metabolic:Purine synthesis
981539.3.peg.25,Metabolic:Purine synthesis
g.3836.peg.26,Metabolic:Purine catabolism
981539.3.peg.26,Metabolic:Purine synthesis
g.3836.peg.27,Metabolic:Starch and sucrose metabolism
981539.3.peg.27,Metabolic:Purine synthesis
g.3836.peg.28,Metabolic:Aminosugar metabolism
981539.3.peg.28,Metabolic:Purine synthesis
981539.3.peg.30,Metabolic:Purine synthesis
981539.3.peg.31,Metabolic:Purine synthesis
981539.3.peg.33,Metabolic:Purine synthesis
981539.3.peg.34,Metabolic:Purine synthesis
981539.3.peg.36,Metabolic:Purine synthesis
g.3836.peg.38,Metabolic:Unassigned
981539.3.peg.41,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.3836.peg.44,tRNA-Charging
g.3836.peg.49,Metabolic:Pentose phosphate pathway
g.3836.peg.50,Metabolic:Starch and sucrose metabolism
g.3836.peg.51,Metabolic:Arginine and proline metabolism
g.3836.peg.53,tRNA-Charging
g.3836.peg.65,Metabolic:Vitamin B12 metabolism
g.3836.peg.70,"Metabolic:Transport, extracellular"
981539.3.peg.71,Metabolic:Nucleotide interconversion
g.3836.peg.72,Metabolic:Starch and sucrose metabolism
g.3836.peg.78,Metabolic:Glycerophospholipid metabolism
g.3836.peg.82,Metabolic:Lysine metabolism
g.3836.peg.84,"Metabolic:Transport, extracellular"
g.3836.peg.86,Metabolic:Glycerophospholipid metabolism
g.3836.peg.90,Metabolic:Pyruvate metabolism
g.3836.peg.96,Metabolic:Phenylalanine metabolism
g.3836.peg.98,tRNA-Charging
981539.3.peg.100,Metabolic:Arginine and proline metabolism
g.3836.peg.104,Metabolic:Nucleotide interconversion
g.3836.peg.105,Metabolic:Sulfur metabolism
g.3836.peg.111,"Metabolic:Transport, extracellular"
g.3836.peg.112,Metabolic:Phenylalanine metabolism
g.3836.peg.116,Metabolic:Pyrimidine catabolism
g.3836.peg.118,"Metabolic:Transport, extracellular"
g.3836.peg.120,Metabolic:Folate metabolism
g.3836.peg.122,Translation
g.3836.peg.127,"Metabolic:Transport, extracellular"
g.3836.peg.130,Metabolic:NAD metabolism
g.3836.peg.134,Metabolic:Nucleotide interconversion
g.3836.peg.135,"Metabolic:Transport, extracellular"
g.3836.peg.139,Metabolic:Exchange/demand reaction
g.3836.peg.141,Metabolic:Methionine and cysteine metabolism
g.3836.peg.144,"Metabolic:Transport, extracellular"
g.3836.peg.148,"Metabolic:Transport, extracellular"
g.3836.peg.149,Translation
g.3836.peg.154,Metabolic:Exchange/demand reaction
g.3836.peg.158,Translation
g.3836.peg.162,Metabolic:Glycolysis/gluconeogenesis
g.3836.peg.168,tRNA-Charging
g.3836.peg.175,"Metabolic:Transport, extracellular"
g.3836.peg.176,Metabolic:Unassigned
g.3836.peg.181,"Metabolic:Transport, extracellular"
g.3836.peg.183,tRNA-Charging
g.3836.peg.184,Metabolic:Exchange/demand reaction
g.3836.peg.187,Metabolic:Exchange/demand reaction
g.3836.peg.197,"Metabolic:Transport, extracellular"
g.3836.peg.202,"Metabolic:Transport, extracellular"
981539.3.peg.202,Metabolic:beta-Alanine metabolism
981539.3.peg.203,Metabolic:CoA synthesis
981539.3.peg.204,Metabolic:CoA synthesis
g.3836.peg.205,"Metabolic:Transport, extracellular"
g.3836.peg.216,Metabolic:Cell wall biosynthesis
g.3836.peg.218,"Metabolic:Transport, extracellular"
g.3836.peg.219,Translation
g.3836.peg.229,Metabolic:NAD metabolism
g.3836.peg.232,Metabolic:Thiamine metabolism
g.3836.peg.233,"Metabolic:Transport, extracellular"
g.3836.peg.235,Metabolic:CoA synthesis
g.3836.peg.238,Metabolic:Nucleotide interconversion
g.3836.peg.239,Metabolic:Miscellaneous
g.3836.peg.240,Metabolic:Pyruvate metabolism
g.3836.peg.249,Transcription
g.3836.peg.252,Metabolic:Pentose phosphate pathway
g.3836.peg.255,Metabolic:Phenylalanine metabolism
g.3836.peg.262,"Metabolic:Transport, extracellular"
g.3836.peg.263,Transcription
981539.3.peg.265,Metabolic:Methionine and cysteine metabolism
g.3836.peg.269,Metabolic:Lipopolysaccharide biosynthesis
g.3836.peg.270,"Metabolic:Transport, extracellular"
g.3836.peg.271,Metabolic:Oxidative phosphorylation
g.3836.peg.272,Metabolic:Folate metabolism
981539.3.peg.272,Metabolic:CoA synthesis
g.3836.peg.275,Translation
g.3836.peg.277,Metabolic:Thiamine metabolism
g.3836.peg.278,Metabolic:Glyoxylate and dicarboxylate metabolism
g.3836.peg.282,Metabolic:Pyruvate metabolism
g.3836.peg.284,tRNA-Charging
g.3836.peg.289,Metabolic:Tetrahydrobiopterin metabolism
g.3836.peg.290,Metabolic:Exchange/demand reaction
g.3836.peg.291,"Metabolic:Transport, extracellular"
g.3836.peg.307,"Metabolic:Transport, extracellular"
g.3836.peg.311,"Metabolic:Transport, extracellular"
g.3836.peg.313,Metabolic:Pyrimidine synthesis
g.3836.peg.315,"Metabolic:Transport, extracellular"
981539.3.peg.316,Metabolic:Vitamin B6 metabolism
g.3836.peg.319,Metabolic:Glycolysis/gluconeogenesis
g.3836.peg.320,Metabolic:Nucleotide interconversion
981539.3.peg.322,Metabolic:Pyrimidine synthesis
g.3836.peg.323,Post-translation
981539.3.peg.324,Metabolic:Glycolysis/gluconeogenesis
g.3836.peg.325,Translation
981539.3.peg.328,"Metabolic:Valine, leucine, and isoleucine metabolism"
