,subsystem
883062.8.peg.1,Metabolic:Exchange/demand reaction
883062.8.peg.2,Metabolic:Exchange/demand reaction
883062.8.peg.6,Metabolic:Exchange/demand reaction
883062.8.peg.8,Metabolic:Exchange/demand reaction
883062.8.peg.15,Metabolic:Glycerophospholipid metabolism
883062.8.peg.19,Metabolic:Glutamate metabolism
883062.8.peg.22,Metabolic:Aminosugar metabolism
883062.8.peg.30,Metabolic:Vitamin B2 metabolism
883062.8.peg.34,Metabolic:Miscellaneous
883062.8.peg.40,Metabolic:Pyruvate metabolism
883062.8.peg.45,tRNA-Charging
883062.8.peg.50,Metabolic:Nucleotide sugar metabolism
883062.8.peg.56,Metabolic:Nucleotide sugar metabolism
883062.8.peg.58,Metabolic:Cell wall biosynthesis
883062.8.peg.66,Metabolic:Nucleotide sugar metabolism
883062.8.peg.133,Metabolic:Starch and sucrose metabolism
883062.8.peg.141,Metabolic:Folate metabolism
883062.8.peg.148,Metabolic:Nucleotide interconversion
883062.8.peg.153,Metabolic:Glycerophospholipid metabolism
883062.8.peg.158,Metabolic:Others
883062.8.peg.168,"Metabolic:Transport, extracellular"
883062.8.peg.169,Metabolic:Respiration
883062.8.peg.184,Metabolic:Pentose phosphate pathway
883062.8.peg.186,Metabolic:Nucleotide interconversion
883062.8.peg.190,Metabolic:Lipopolysaccharide biosynthesis
883062.8.peg.193,"Metabolic:Valine, leucine, and isoleucine metabolism"
883062.8.peg.195,"Metabolic:Valine, leucine, and isoleucine metabolism"
883062.8.peg.197,Metabolic:Galactose metabolism
883062.8.peg.199,"Metabolic:Transport, extracellular"
883062.8.peg.204,Metabolic:Nucleotide salvage pathway
883062.8.peg.225,Metabolic:Folate metabolism
883062.8.peg.234,tRNA-Charging
883062.8.peg.238,"Metabolic:Valine, leucine, and isoleucine metabolism"
883062.8.peg.239,"Metabolic:Valine, leucine, and isoleucine metabolism"
883062.8.peg.243,Metabolic:Pyrimidine synthesis
883062.8.peg.245,Metabolic:Aminosugar metabolism
883062.8.peg.249,Translation
883062.8.peg.250,tRNA-Charging
883062.8.peg.267,Metabolic:Glycerophospholipid metabolism
883062.8.peg.268,tRNA-Charging
883062.8.peg.270,Metabolic:Lysine metabolism
883062.8.peg.271,"Metabolic:Transport, extracellular"
883062.8.peg.272,"Metabolic:Transport, extracellular"
883062.8.peg.273,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
883062.8.peg.274,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
883062.8.peg.281,Metabolic:Lysine metabolism
883062.8.peg.283,Transcription
883062.8.peg.284,tRNA-Charging
883062.8.peg.285,tRNA-Charging
883062.8.peg.288,Metabolic:Arginine and proline metabolism
883062.8.peg.289,Metabolic:Alanine and aspartate metabolism
883062.8.peg.291,Transcription
883062.8.peg.292,Metabolic:Glycerophospholipid metabolism
883062.8.peg.293,Metabolic:Glycerophospholipid metabolism
883062.8.peg.294,Metabolic:Alanine and aspartate metabolism
883062.8.peg.295,Metabolic:Glycerophospholipid metabolism
883062.8.peg.298,Metabolic:Pentose phosphate pathway
883062.8.peg.302,tRNA-Charging
883062.8.peg.303,Metabolic:Exchange/demand reaction
883062.8.peg.304,tRNA-Charging
883062.8.peg.305,tRNA-Charging
883062.8.peg.308,"Metabolic:Transport, extracellular"
883062.8.peg.312,Metabolic:Pyruvate metabolism
883062.8.peg.323,Metabolic:Alanine and aspartate metabolism
883062.8.peg.328,Metabolic:Propanoate metabolism
883062.8.peg.330,Metabolic:Arginine and proline metabolism
883062.8.peg.331,Metabolic:Arginine and proline metabolism
883062.8.peg.340,tRNA-Charging
883062.8.peg.347,Translation
883062.8.peg.350,Metabolic:Exchange/demand reaction
883062.8.peg.353,tRNA-Charging
883062.8.peg.354,Metabolic:Alanine and aspartate metabolism
883062.8.peg.360,tRNA-Charging
883062.8.peg.361,Metabolic:Nucleotide interconversion
883062.8.peg.364,Metabolic:CoA synthesis
883062.8.peg.367,tRNA-Charging
883062.8.peg.368,Metabolic:Exchange/demand reaction
883062.8.peg.369,"Metabolic:Valine, leucine, and isoleucine metabolism"
883062.8.peg.370,"Metabolic:Valine, leucine, and isoleucine metabolism"
883062.8.peg.371,Metabolic:NAD metabolism
883062.8.peg.372,Transcription
