,subsystem
709991.5.peg.1,Metabolic:Exchange/demand reaction
709991.5.peg.19,Metabolic:Methionine and cysteine metabolism
709991.5.peg.21,Transcription
709991.5.peg.31,Metabolic:Galactose metabolism
709991.5.peg.32,Metabolic:Glycolysis/gluconeogenesis
709991.5.peg.34,Metabolic:Pentose and glucuronate interconversions
709991.5.peg.35,Metabolic:Pentose and glucuronate interconversions
709991.5.peg.36,Metabolic:Pentose phosphate pathway
709991.5.peg.48,Metabolic:Glycolysis/gluconeogenesis
709991.5.peg.49,Metabolic:Glycolysis/gluconeogenesis
709991.5.peg.51,tRNA-Charging
709991.5.peg.120,Metabolic:Aminosugar metabolism
709991.5.peg.121,Metabolic:Aminosugar metabolism
709991.5.peg.124,Metabolic:Aminosugar metabolism
709991.5.peg.130,Metabolic:Cell wall biosynthesis
709991.5.peg.133,Metabolic:Pentose and glucuronate interconversions
709991.5.peg.138,tRNA-Charging
709991.5.peg.142,Metabolic:Pyruvate metabolism
709991.5.peg.143,Metabolic:Methionine and cysteine metabolism
709991.5.peg.144,Metabolic:Methionine and cysteine metabolism
709991.5.peg.148,Metabolic:Cell wall biosynthesis
709991.5.peg.149,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
709991.5.peg.150,Metabolic:Arginine and proline metabolism
709991.5.peg.152,Translation
709991.5.peg.154,Translation
709991.5.peg.166,Metabolic:Glycolysis/gluconeogenesis
709991.5.peg.177,Metabolic:Pyruvate metabolism
709991.5.peg.200,Metabolic:Exchange/demand reaction
709991.5.peg.204,Metabolic:Aminobenzoate degradation
709991.5.peg.220,Metabolic:Exchange/demand reaction
709991.5.peg.222,Transcription
709991.5.peg.223,Metabolic:Others
709991.5.peg.234,Metabolic:Glycolysis/gluconeogenesis
709991.5.peg.239,Metabolic:Purine synthesis
709991.5.peg.248,Metabolic:Pentose and glucuronate interconversions
709991.5.peg.252,Metabolic:Aminosugar metabolism
709991.5.peg.259,Metabolic:Lipopolysaccharide biosynthesis
709991.5.peg.267,tRNA-Charging
709991.5.peg.268,Translation
709991.5.peg.269,Metabolic:Fructose and mannose metabolism
709991.5.peg.271,Metabolic:Vitamin B6 metabolism
709991.5.peg.284,Metabolic:Starch and sucrose metabolism
709991.5.peg.288,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
709991.5.peg.296,Metabolic:Cell wall biosynthesis
709991.5.peg.298,Metabolic:Starch and sucrose metabolism
709991.5.peg.299,Metabolic:Nucleotide interconversion
709991.5.peg.307,Translation
709991.5.peg.309,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
709991.5.peg.313,tRNA-Charging
709991.5.peg.324,Metabolic:Others
709991.5.peg.325,"Metabolic:Transport, extracellular"
709991.5.peg.326,Metabolic:Nucleotide sugar metabolism
709991.5.peg.328,Metabolic:Lipopolysaccharide biosynthesis
709991.5.peg.357,Metabolic:Aminosugar metabolism
709991.5.peg.370,Metabolic:Terpenoid backbone biosynthesis
709991.5.peg.371,Metabolic:Pentose phosphate pathway
709991.5.peg.372,Metabolic:Exchange/demand reaction
709991.5.peg.385,Metabolic:Glutamate metabolism
709991.5.peg.386,"Metabolic:Transport, extracellular"
709991.5.peg.387,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
709991.5.peg.388,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
709991.5.peg.389,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
709991.5.peg.390,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
709991.5.peg.391,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
709991.5.peg.399,Metabolic:Folate metabolism
709991.5.peg.404,Metabolic:Glycerophospholipid metabolism
709991.5.peg.405,Metabolic:Histidine metabolism
709991.5.peg.408,Metabolic:Folate metabolism
709991.5.peg.410,tRNA-Charging
709991.5.peg.411,Translation
709991.5.peg.412,tRNA-Charging
709991.5.peg.413,Metabolic:Lysine metabolism
709991.5.peg.429,Metabolic:Methane metabolism
709991.5.peg.430,Metabolic:Methane metabolism
709991.5.peg.431,Metabolic:Methane metabolism
709991.5.peg.437,tRNA-Charging
709991.5.peg.438,tRNA-Charging
709991.5.peg.439,tRNA-Charging
709991.5.peg.451,Metabolic:Nucleotide interconversion
709991.5.peg.452,Metabolic:Aminobenzoate degradation
709991.5.peg.455,Metabolic:Exchange/demand reaction
709991.5.peg.456,Translation
709991.5.peg.457,Transcription
709991.5.peg.473,Metabolic:Fructose and mannose metabolism
