,subsystem
g.2455.peg.1,Metabolic:Methionine and cysteine metabolism
g.2455.peg.2,Metabolic:Glutathione metabolism
575594.3.peg.7,Metabolic:Pentose phosphate pathway
g.2455.peg.10,Metabolic:Butanoate metabolism
g.2455.peg.15,Metabolic:Folate metabolism
g.2455.peg.18,Metabolic:Starch and sucrose metabolism
g.2455.peg.21,"Metabolic:Transport, extracellular"
g.2455.peg.25,Metabolic:Folate metabolism
g.2455.peg.26,Metabolic:Cell wall biosynthesis
g.2455.peg.31,"Metabolic:Transport, extracellular"
g.2455.peg.33,Translation
g.2455.peg.34,Metabolic:NAD metabolism
g.2455.peg.44,Metabolic:Exchange/demand reaction
g.2455.peg.45,Metabolic:Tyrosine metabolism
575594.3.peg.49,Metabolic:CoA synthesis
g.2455.peg.57,Metabolic:Pyruvate metabolism
g.2455.peg.61,tRNA-Charging
g.2455.peg.66,Metabolic:Exchange/demand reaction
g.2455.peg.67,Metabolic:Cell wall biosynthesis
g.2455.peg.73,Metabolic:Glyoxylate and dicarboxylate metabolism
g.2455.peg.74,"Metabolic:Transport, extracellular"
g.2455.peg.75,Metabolic:Plant polysaccharide degradation
575594.3.peg.85,Metabolic:Nucleotide interconversion
g.2455.peg.87,"Metabolic:Transport, extracellular"
g.2455.peg.94,Metabolic:Lipopolysaccharide biosynthesis
g.2455.peg.98,Translation
575594.3.peg.99,Metabolic:Vitamin B2 metabolism
g.2455.peg.100,Metabolic:Folate metabolism
575594.3.peg.100,Metabolic:Alanine and aspartate metabolism
g.2455.peg.101,Transcription
575594.3.peg.101,Metabolic:Alanine and aspartate metabolism
g.2455.peg.102,"Metabolic:Transport, extracellular"
g.2455.peg.108,Metabolic:Exchange/demand reaction
g.2455.peg.110,Metabolic:Vitamin B2 metabolism
g.2455.peg.115,"Metabolic:Transport, extracellular"
g.2455.peg.116,Metabolic:Lipopolysaccharide biosynthesis
g.2455.peg.117,Metabolic:Glycerophospholipid metabolism
g.2455.peg.120,Metabolic:Fructose and mannose metabolism
g.2455.peg.123,Metabolic:Urea cycle
g.2455.peg.128,Metabolic:Pentose and glucuronate interconversions
g.2455.peg.129,Metabolic:Exchange/demand reaction
g.2455.peg.131,Metabolic:NAD metabolism
g.2455.peg.132,"Metabolic:Transport, extracellular"
g.2455.peg.135,Metabolic:Glycerophospholipid metabolism
g.2455.peg.138,Metabolic:Nucleotide interconversion
g.2455.peg.139,Post-translation
g.2455.peg.145,Metabolic:Nucleotide interconversion
g.2455.peg.150,"Metabolic:Transport, extracellular"
g.2455.peg.158,Metabolic:Pyruvate metabolism
g.2455.peg.160,Metabolic:Exchange/demand reaction
g.2455.peg.166,Translation
g.2455.peg.169,"Metabolic:Transport, extracellular"
575594.3.peg.181,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.2455.peg.188,Metabolic:Exchange/demand reaction
g.2455.peg.189,Metabolic:Methionine and cysteine metabolism
g.2455.peg.190,tRNA-Charging
g.2455.peg.195,"Metabolic:Transport, extracellular"
g.2455.peg.200,Metabolic:Purine catabolism
g.2455.peg.202,Metabolic:Exchange/demand reaction
g.2455.peg.203,Metabolic:Folate metabolism
g.2455.peg.204,Translation
g.2455.peg.207,Metabolic:Pyruvate metabolism
g.2455.peg.212,Metabolic:Exchange/demand reaction
575594.3.peg.212,Metabolic:Folate metabolism
g.2455.peg.213,Metabolic:Cell wall biosynthesis
g.2455.peg.214,Metabolic:Pyruvate metabolism
g.2455.peg.217,"Metabolic:Transport, extracellular"
g.2455.peg.218,Metabolic:Folate metabolism
g.2455.peg.221,Metabolic:Folate metabolism
g.2455.peg.224,"Metabolic:Transport, extracellular"
g.2455.peg.225,Metabolic:Exchange/demand reaction
g.2455.peg.226,"Metabolic:Transport, extracellular"
g.2455.peg.227,tRNA-Charging
g.2455.peg.228,"Metabolic:Transport, extracellular"
575594.3.peg.232,Metabolic:Vitamin B6 metabolism
g.2455.peg.234,"Metabolic:Transport, extracellular"
g.2455.peg.238,Metabolic:Exchange/demand reaction
g.2455.peg.239,Metabolic:Glyoxylate and dicarboxylate metabolism
g.2455.peg.245,Metabolic:Glycerophospholipid metabolism
575594.3.peg.247,Metabolic:Arginine and proline metabolism
g.2455.peg.251,Metabolic:Glycolysis/gluconeogenesis
g.2455.peg.255,Metabolic:Cell wall biosynthesis
g.2455.peg.256,Metabolic:Exchange/demand reaction
g.2455.peg.257,Metabolic:Glycerophospholipid metabolism
g.2455.peg.259,Translation
575594.3.peg.269,Metabolic:Terpenoid backbone biosynthesis
g.2455.peg.271,Translation
g.2455.peg.275,Metabolic:Glutamate metabolism
g.2455.peg.277,Metabolic:NAD metabolism
575594.3.peg.283,Metabolic:Nucleotide interconversion
g.2455.peg.287,tRNA-Charging
g.2455.peg.290,tRNA-Charging
g.2455.peg.291,Metabolic:Urea cycle
575594.3.peg.294,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.2455.peg.298,tRNA-Charging
g.2455.peg.299,Translation
g.2455.peg.302,tRNA-Charging
g.2455.peg.303,tRNA-Charging
575594.3.peg.304,Metabolic:CoA synthesis
g.2455.peg.306,Metabolic:Nucleotide interconversion
g.2455.peg.307,tRNA-Charging
g.2455.peg.310,Metabolic:Vitamin B2 metabolism
g.2455.peg.322,Metabolic:Exchange/demand reaction
575594.3.peg.324,Metabolic:Alanine and aspartate metabolism
g.2455.peg.337,"Metabolic:Transport, extracellular"
g.2455.peg.341,Metabolic:Pentose and glucuronate interconversions
g.2455.peg.343,Metabolic:Galactose metabolism
g.2455.peg.348,Metabolic:Nucleotide interconversion
g.2455.peg.349,"Metabolic:Transport, extracellular"
g.2455.peg.350,"Metabolic:Transport, extracellular"
g.2455.peg.352,Translation
575594.3.peg.356,Metabolic:Pyrimidine synthesis
575594.3.peg.357,Metabolic:Pyrimidine synthesis
g.2455.peg.358,Metabolic:Cell wall biosynthesis
g.2455.peg.359,Metabolic:Glycerophospholipid metabolism
g.2455.peg.362,"Metabolic:Transport, extracellular"
g.2455.peg.363,Metabolic:Glycerophospholipid metabolism
575594.3.peg.364,Metabolic:Pentose phosphate pathway
g.2455.peg.365,tRNA-Charging
g.2455.peg.381,Metabolic:Nucleotide interconversion
g.2455.peg.385,Metabolic:Biotin metabolism
g.2455.peg.389,tRNA-Charging
575594.3.peg.398,Metabolic:Pyrimidine synthesis
575594.3.peg.399,Metabolic:Pyrimidine synthesis
g.2455.peg.400,Metabolic:Methionine and cysteine metabolism
575594.3.peg.400,Metabolic:Pyrimidine synthesis
575594.3.peg.401,Metabolic:Pyrimidine synthesis
575594.3.peg.402,Metabolic:Pyrimidine synthesis
g.2455.peg.403,Metabolic:Cell wall biosynthesis
g.2455.peg.410,tRNA-Charging
g.2455.peg.412,Metabolic:beta-Alanine metabolism
g.2455.peg.413,Metabolic:Folate metabolism
g.2455.peg.415,Metabolic:Cell wall biosynthesis
g.2455.peg.416,Translation
575594.3.peg.416,Metabolic:Glycolysis/gluconeogenesis
g.2455.peg.420,tRNA-Charging
g.2455.peg.428,Metabolic:Starch and sucrose metabolism
575594.3.peg.436,Metabolic:CoA synthesis
g.2455.peg.438,Metabolic:Others
g.2455.peg.440,Metabolic:Cell wall biosynthesis
g.2455.peg.443,Metabolic:Glycerophospholipid metabolism
g.2455.peg.454,Metabolic:Exchange/demand reaction
g.2455.peg.458,Metabolic:Fructose and mannose metabolism
g.2455.peg.465,tRNA-Charging
g.2455.peg.469,tRNA-Charging
g.2455.peg.475,tRNA-Charging
g.2455.peg.477,"Metabolic:Transport, extracellular"
g.2455.peg.478,Metabolic:Lysine metabolism
g.2455.peg.479,Metabolic:Histidine metabolism
g.2455.peg.485,Metabolic:Aminosugar metabolism
g.2455.peg.490,Translation
g.2455.peg.502,"Metabolic:Transport, extracellular"
g.2455.peg.504,Metabolic:Galactose metabolism
g.2455.peg.508,Metabolic:Exchange/demand reaction
g.2455.peg.510,tRNA-Charging
g.2455.peg.519,tRNA-Charging
g.2455.peg.520,Metabolic:Nucleotide interconversion
g.2455.peg.522,Metabolic:Pentose and glucuronate interconversions
g.2455.peg.528,Metabolic:Pentose and glucuronate interconversions
g.2455.peg.534,Metabolic:Exchange/demand reaction
575594.3.peg.537,Metabolic:Glycolysis/gluconeogenesis
g.2455.peg.539,Metabolic:Vitamin B2 metabolism
g.2455.peg.544,"Metabolic:Transport, extracellular"
g.2455.peg.553,tRNA-Charging
g.2455.peg.556,Metabolic:Tyrosine metabolism
g.2455.peg.557,Metabolic:Nucleotide interconversion
g.2455.peg.560,Translation
575594.3.peg.565,Metabolic:NAD metabolism
g.2455.peg.568,Translation
g.2455.peg.569,"Metabolic:Transport, extracellular"
g.2455.peg.570,"Metabolic:Transport, extracellular"
g.2455.peg.573,Metabolic:Glycerophospholipid metabolism
g.2455.peg.575,Metabolic:Nucleotide salvage pathway
575594.3.peg.575,Metabolic:CoA synthesis
