,subsystem
556263.3.peg.2,tRNA-Charging
556263.3.peg.4,"Metabolic:Transport, extracellular"
556263.3.peg.5,"Metabolic:Transport, extracellular"
556263.3.peg.6,"Metabolic:Transport, extracellular"
556263.3.peg.12,Translation
556263.3.peg.17,Metabolic:Glycolysis/gluconeogenesis
556263.3.peg.18,Metabolic:Glycolysis/gluconeogenesis
556263.3.peg.19,"Metabolic:Transport, extracellular"
556263.3.peg.23,tRNA-Charging
556263.3.peg.24,Metabolic:Cell wall biosynthesis
556263.3.peg.25,Metabolic:Fatty acid synthesis
556263.3.peg.26,Metabolic:Glycerophospholipid metabolism
556263.3.peg.27,Metabolic:Biotin metabolism
556263.3.peg.28,Metabolic:Fatty acid synthesis
556263.3.peg.29,Metabolic:Exchange/demand reaction
556263.3.peg.31,Translation
556263.3.peg.32,Metabolic:CoA synthesis
556263.3.peg.39,Metabolic:Terpenoid backbone biosynthesis
556263.3.peg.40,Transcription
556263.3.peg.43,tRNA-Charging
556263.3.peg.44,Metabolic:Nucleotide salvage pathway
556263.3.peg.46,"Metabolic:Transport, extracellular"
556263.3.peg.47,"Metabolic:Transport, extracellular"
556263.3.peg.48,"Metabolic:Valine, leucine, and isoleucine metabolism"
556263.3.peg.49,"Metabolic:Valine, leucine, and isoleucine metabolism"
556263.3.peg.50,Metabolic:Thiamine metabolism
556263.3.peg.57,Metabolic:NAD metabolism
556263.3.peg.58,Metabolic:Glycerophospholipid metabolism
556263.3.peg.61,Translation
556263.3.peg.64,Metabolic:Folate metabolism
556263.3.peg.65,Metabolic:Histidine metabolism
556263.3.peg.66,Metabolic:Folate metabolism
556263.3.peg.71,Metabolic:Exchange/demand reaction
556263.3.peg.72,Translation
556263.3.peg.73,tRNA-Charging
556263.3.peg.74,tRNA-Charging
556263.3.peg.75,tRNA-Charging
556263.3.peg.77,"Metabolic:Transport, extracellular"
556263.3.peg.79,"Metabolic:Transport, extracellular"
556263.3.peg.81,"Metabolic:Transport, extracellular"
556263.3.peg.86,Metabolic:Methionine and cysteine metabolism
556263.3.peg.90,"Metabolic:Valine, leucine, and isoleucine metabolism"
556263.3.peg.103,"Metabolic:Transport, extracellular"
556263.3.peg.104,"Metabolic:Transport, extracellular"
556263.3.peg.105,"Metabolic:Transport, extracellular"
556263.3.peg.106,"Metabolic:Transport, extracellular"
556263.3.peg.109,"Metabolic:Transport, extracellular"
556263.3.peg.111,"Metabolic:Transport, extracellular"
556263.3.peg.121,Metabolic:Methionine and cysteine metabolism
