,subsystem
g.2139.peg.4,Metabolic:Biotin metabolism
g.2139.peg.9,Metabolic:Vitamin B6 metabolism
g.2139.peg.20,Metabolic:Glyoxylate and dicarboxylate metabolism
g.2139.peg.22,"Metabolic:Transport, extracellular"
g.2139.peg.26,Translation
g.2139.peg.29,"Metabolic:Transport, extracellular"
g.2139.peg.39,Metabolic:Sulfur metabolism
g.2139.peg.41,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
536229.4.peg.41,Metabolic:Glycolysis/gluconeogenesis
g.2139.peg.42,Metabolic:Cell wall biosynthesis
g.2139.peg.44,Metabolic:Glycerophospholipid metabolism
g.2139.peg.54,Metabolic:Nucleotide interconversion
g.2139.peg.60,Metabolic:Cell wall biosynthesis
g.2139.peg.66,Metabolic:Cell wall biosynthesis
536229.4.peg.83,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
536229.4.peg.84,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.2139.peg.85,Metabolic:Cell wall biosynthesis
g.2139.peg.92,Metabolic:Fatty acid synthesis
g.2139.peg.97,Metabolic:Naphthalene degradation
g.2139.peg.99,"Metabolic:Transport, extracellular"
g.2139.peg.103,Metabolic:Pyrimidine catabolism
536229.4.peg.103,Metabolic:Citric acid cycle
g.2139.peg.107,Metabolic:Cell wall biosynthesis
g.2139.peg.108,"Metabolic:Transport, extracellular"
g.2139.peg.110,Metabolic:Aminosugar metabolism
536229.4.peg.115,Metabolic:Pentose phosphate pathway
g.2139.peg.119,"Metabolic:Transport, extracellular"
g.2139.peg.121,Metabolic:Pentose and glucuronate interconversions
g.2139.peg.142,Metabolic:Respiration
g.2139.peg.143,Metabolic:Glutathione metabolism
g.2139.peg.147,Metabolic:Aminosugar metabolism
g.2139.peg.150,"Metabolic:Transport, extracellular"
536229.4.peg.163,Metabolic:Glutamate metabolism
g.2139.peg.178,Metabolic:Vitamin B6 metabolism
g.2139.peg.190,Metabolic:NAD metabolism
g.2139.peg.194,Metabolic:Vitamin B2 metabolism
g.2139.peg.196,"Metabolic:Transport, extracellular"
g.2139.peg.198,Metabolic:Arginine and proline metabolism
536229.4.peg.200,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.2139.peg.201,Metabolic:Galactose metabolism
536229.4.peg.201,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.2139.peg.205,Metabolic:Vitamin B12 metabolism
g.2139.peg.210,Metabolic:Starch and sucrose metabolism
g.2139.peg.221,Metabolic:Pentose and glucuronate interconversions
536229.4.peg.225,Metabolic:Alanine and aspartate metabolism
536229.4.peg.226,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.2139.peg.229,Metabolic:Starch and sucrose metabolism
536229.4.peg.235,Metabolic:Vitamin B2 metabolism
g.2139.peg.239,Metabolic:Vitamin B2 metabolism
g.2139.peg.242,Translation
g.2139.peg.246,Metabolic:ROS detoxification
g.2139.peg.248,Metabolic:Nucleotide interconversion
g.2139.peg.249,Metabolic:Arginine and proline metabolism
g.2139.peg.252,Metabolic:Galactose metabolism
g.2139.peg.265,Metabolic:Citric acid cycle
536229.4.peg.266,Metabolic:Nucleotide interconversion
g.2139.peg.271,Metabolic:Thiamine metabolism
g.2139.peg.274,Metabolic:Purine catabolism
g.2139.peg.282,Translation
g.2139.peg.285,Metabolic:Lysine metabolism
g.2139.peg.291,Metabolic:Cell wall biosynthesis
g.2139.peg.302,Metabolic:Methionine and cysteine metabolism
g.2139.peg.308,"Metabolic:Transport, extracellular"
536229.4.peg.308,Metabolic:Citric acid cycle
g.2139.peg.309,Metabolic:Pyrimidine catabolism
536229.4.peg.309,Metabolic:Citric acid cycle
g.2139.peg.315,"Metabolic:Transport, extracellular"
g.2139.peg.329,Metabolic:Pentose and glucuronate interconversions
g.2139.peg.330,"Metabolic:Transport, extracellular"
g.2139.peg.338,Translation
g.2139.peg.339,Metabolic:Sulfur metabolism
g.2139.peg.345,Metabolic:Pyruvate metabolism
