,subsystem
g.2555.peg.9,Metabolic:Glyoxylate and dicarboxylate metabolism
g.2555.peg.21,Metabolic:Lipopolysaccharide biosynthesis
g.2555.peg.28,Metabolic:NAD metabolism
g.2555.peg.30,Metabolic:Lysine metabolism
591001.3.peg.31,Metabolic:Glutamate metabolism
g.2555.peg.33,Metabolic:Carbon fixation in photosynthetic organisms
g.2555.peg.34,"Metabolic:Transport, extracellular"
g.2555.peg.39,Post-translation
591001.3.peg.46,Metabolic:Purine synthesis
591001.3.peg.47,Metabolic:Nucleotide interconversion
g.2555.peg.48,tRNA-Charging
591001.3.peg.51,Metabolic:Glutamate metabolism
g.2555.peg.53,Metabolic:Glyoxylate and dicarboxylate metabolism
g.2555.peg.56,Metabolic:Nucleotide interconversion
g.2555.peg.58,tRNA-Charging
591001.3.peg.59,Metabolic:Biotin metabolism
591001.3.peg.60,Metabolic:Biotin metabolism
g.2555.peg.62,Metabolic:Cell wall biosynthesis
g.2555.peg.63,Metabolic:Vitamin B6 metabolism
g.2555.peg.64,Metabolic:Galactose metabolism
591001.3.peg.67,Metabolic:Methionine and cysteine metabolism
g.2555.peg.70,Metabolic:Lipopolysaccharide biosynthesis
591001.3.peg.71,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.2555.peg.74,Metabolic:Exchange/demand reaction
g.2555.peg.75,tRNA-Charging
591001.3.peg.76,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.2555.peg.79,Metabolic:Folate metabolism
591001.3.peg.81,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.2555.peg.83,Metabolic:Citric acid cycle
g.2555.peg.84,"Metabolic:Transport, extracellular"
g.2555.peg.86,Metabolic:Lipopolysaccharide biosynthesis
g.2555.peg.94,"Metabolic:Transport, extracellular"
g.2555.peg.95,Metabolic:Lipopolysaccharide biosynthesis
g.2555.peg.98,tRNA-Charging
g.2555.peg.102,Metabolic:Histidine metabolism
g.2555.peg.104,Translation
g.2555.peg.107,Metabolic:Folate metabolism
g.2555.peg.108,Metabolic:Pyrimidine catabolism
g.2555.peg.117,Metabolic:Glycerophospholipid metabolism
g.2555.peg.120,Metabolic:Glutathione metabolism
g.2555.peg.122,Translation
g.2555.peg.126,Metabolic:Pyruvate metabolism
g.2555.peg.128,Metabolic:Pyruvate metabolism
g.2555.peg.133,Metabolic:Lipopolysaccharide biosynthesis
g.2555.peg.134,tRNA-Charging
g.2555.peg.139,Metabolic:Methionine and cysteine metabolism
g.2555.peg.141,Metabolic:Fatty acid oxidation
g.2555.peg.145,Translation
591001.3.peg.148,Metabolic:Histidine metabolism
591001.3.peg.149,Metabolic:NAD metabolism
591001.3.peg.158,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.2555.peg.159,Metabolic:Cell wall biosynthesis
591001.3.peg.159,"Metabolic:Valine, leucine, and isoleucine metabolism"
591001.3.peg.160,"Metabolic:Valine, leucine, and isoleucine metabolism"
591001.3.peg.162,"Metabolic:Valine, leucine, and isoleucine metabolism"
591001.3.peg.163,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.2555.peg.164,Metabolic:Citric acid cycle
591001.3.peg.164,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.2555.peg.165,Transcription
591001.3.peg.167,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.2555.peg.168,Metabolic:Exchange/demand reaction
591001.3.peg.168,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.2555.peg.169,Metabolic:Vitamin B6 metabolism
g.2555.peg.173,Translation
591001.3.peg.174,Metabolic:Methionine and cysteine metabolism
g.2555.peg.176,Metabolic:Lipopolysaccharide biosynthesis
591001.3.peg.180,Metabolic:Alanine and aspartate metabolism
g.2555.peg.182,"Metabolic:Transport, extracellular"
g.2555.peg.189,"Metabolic:Transport, extracellular"
g.2555.peg.190,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.2555.peg.191,Metabolic:Oxidative phosphorylation
g.2555.peg.193,Metabolic:Galactose metabolism
g.2555.peg.202,"Metabolic:Transport, extracellular"
g.2555.peg.217,Metabolic:Lysine metabolism
g.2555.peg.218,Metabolic:Lipopolysaccharide biosynthesis
g.2555.peg.220,Metabolic:Arginine and proline metabolism
g.2555.peg.235,Metabolic:Fatty acid synthesis
g.2555.peg.236,Metabolic:Pyrimidine catabolism
591001.3.peg.236,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.2555.peg.237,Metabolic:Terpenoid backbone biosynthesis
g.2555.peg.238,tRNA-Charging
g.2555.peg.243,"Metabolic:Transport, extracellular"
591001.3.peg.243,Metabolic:Arginine and proline metabolism
591001.3.peg.244,Metabolic:Arginine and proline metabolism
g.2555.peg.246,Metabolic:Unassigned
g.2555.peg.248,Metabolic:CoA synthesis
g.2555.peg.252,Metabolic:Aminobenzoate degradation
g.2555.peg.257,"Metabolic:Transport, extracellular"
g.2555.peg.258,Translation
g.2555.peg.260,Metabolic:ROS detoxification
g.2555.peg.264,Metabolic:Exchange/demand reaction
g.2555.peg.268,Translation
g.2555.peg.269,Metabolic:Fatty acid synthesis
591001.3.peg.269,Metabolic:Glycolysis/gluconeogenesis
g.2555.peg.273,Metabolic:Cell wall biosynthesis
g.2555.peg.279,"Metabolic:Transport, extracellular"
g.2555.peg.289,tRNA-Charging
g.2555.peg.292,Metabolic:Folate metabolism
g.2555.peg.295,Metabolic:Squalene and cholesterol synthesis
591001.3.peg.296,Metabolic:Tryptophan metabolism
591001.3.peg.297,Metabolic:Folate metabolism
g.2555.peg.298,Metabolic:Pyruvate metabolism
591001.3.peg.298,Metabolic:Tryptophan metabolism
591001.3.peg.299,Metabolic:Tryptophan metabolism
591001.3.peg.300,Metabolic:Tryptophan metabolism
591001.3.peg.301,Metabolic:Tryptophan metabolism
g.2555.peg.302,Metabolic:CoA synthesis
591001.3.peg.302,Metabolic:Tryptophan metabolism
g.2555.peg.305,tRNA-Charging
g.2555.peg.309,Metabolic:Vitamin B2 metabolism
g.2555.peg.312,Metabolic:Exchange/demand reaction
g.2555.peg.322,Metabolic:Methionine and cysteine metabolism
g.2555.peg.325,Translation
g.2555.peg.329,"Metabolic:Transport, extracellular"
g.2555.peg.336,"Metabolic:Transport, extracellular"
g.2555.peg.352,Metabolic:Aminosugar metabolism
g.2555.peg.359,Transcription
g.2555.peg.361,"Metabolic:Transport, extracellular"
g.2555.peg.365,Metabolic:Terpenoid backbone biosynthesis
g.2555.peg.370,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.2555.peg.373,Metabolic:Folate metabolism
591001.3.peg.374,Metabolic:Vitamin B2 metabolism
591001.3.peg.375,Metabolic:Vitamin B2 metabolism
591001.3.peg.376,Metabolic:Vitamin B2 metabolism
g.2555.peg.377,Metabolic:Exchange/demand reaction
591001.3.peg.377,Metabolic:Vitamin B2 metabolism
g.2555.peg.382,Metabolic:Exchange/demand reaction
g.2555.peg.384,"Metabolic:Transport, extracellular"
g.2555.peg.389,tRNA-Charging
g.2555.peg.393,Metabolic:Sulfur metabolism
g.2555.peg.399,Metabolic:Biotin metabolism
g.2555.peg.402,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.2555.peg.414,Translation
g.2555.peg.416,Metabolic:Arginine and proline metabolism
g.2555.peg.417,Metabolic:Nucleotide interconversion
g.2555.peg.421,Translation
591001.3.peg.423,Metabolic:Folate metabolism
g.2555.peg.429,Metabolic:Lipopolysaccharide biosynthesis
g.2555.peg.439,Metabolic:Exchange/demand reaction
g.2555.peg.446,"Metabolic:Transport, extracellular"
g.2555.peg.449,Metabolic:Nucleotide salvage pathway
591001.3.peg.452,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.2555.peg.453,Metabolic:Glutathione metabolism
591001.3.peg.457,Metabolic:Phenylalanine metabolism
g.2555.peg.468,Metabolic:Aminosugar metabolism
591001.3.peg.471,Metabolic:CoA synthesis
g.2555.peg.473,Metabolic:Nucleotide interconversion
g.2555.peg.475,Metabolic:Arginine and proline metabolism
g.2555.peg.477,Metabolic:Lipopolysaccharide biosynthesis
g.2555.peg.478,Metabolic:Phenylalanine metabolism
g.2555.peg.481,Metabolic:Fatty acid synthesis
g.2555.peg.482,Metabolic:Pentose phosphate pathway
g.2555.peg.485,"Metabolic:Transport, extracellular"
