,subsystem
873533.3.peg.2,Metabolic:Pyrimidine synthesis
873533.3.peg.4,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.3533.peg.5,Metabolic:Aminosugar metabolism
873533.3.peg.9,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.3533.peg.14,Metabolic:Cell wall biosynthesis
g.3533.peg.17,Metabolic:Nucleotide interconversion
g.3533.peg.21,Metabolic:Fructose and mannose metabolism
g.3533.peg.24,Metabolic:Fatty acid synthesis
g.3533.peg.39,Metabolic:Biotin metabolism
873533.3.peg.39,Metabolic:Methionine and cysteine metabolism
g.3533.peg.44,Metabolic:Phenylalanine metabolism
g.3533.peg.48,Metabolic:Glycolysis/gluconeogenesis
g.3533.peg.52,Metabolic:Nucleotide interconversion
g.3533.peg.57,Metabolic:Cell wall biosynthesis
g.3533.peg.73,Translation
g.3533.peg.74,Metabolic:Pyrimidine synthesis
g.3533.peg.85,Transcription
873533.3.peg.86,Metabolic:CoA synthesis
g.3533.peg.96,Metabolic:Exchange/demand reaction
g.3533.peg.100,"Metabolic:Transport, extracellular"
873533.3.peg.103,"Metabolic:Valine, leucine, and isoleucine metabolism"
873533.3.peg.105,"Metabolic:Valine, leucine, and isoleucine metabolism"
873533.3.peg.106,"Metabolic:Valine, leucine, and isoleucine metabolism"
873533.3.peg.107,"Metabolic:Valine, leucine, and isoleucine metabolism"
873533.3.peg.109,Metabolic:Vitamin B12 metabolism
g.3533.peg.110,Metabolic:Methionine and cysteine metabolism
873533.3.peg.111,Metabolic:Vitamin B12 metabolism
g.3533.peg.121,Metabolic:Exchange/demand reaction
873533.3.peg.124,Metabolic:Tyrosine metabolism
g.3533.peg.125,Metabolic:Aminobenzoate degradation
873533.3.peg.125,Metabolic:Phenylalanine metabolism
g.3533.peg.126,Translation
873533.3.peg.126,Metabolic:Alanine and aspartate metabolism
g.3533.peg.127,Translation
873533.3.peg.127,Metabolic:Phenylalanine metabolism
g.3533.peg.129,Metabolic:Nucleotide interconversion
g.3533.peg.130,Metabolic:Propanoate metabolism
g.3533.peg.131,Metabolic:Cell wall biosynthesis
g.3533.peg.133,Metabolic:O-Glycan degradation
g.3533.peg.135,Metabolic:Aminosugar metabolism
g.3533.peg.140,Metabolic:Aminosugar metabolism
g.3533.peg.141,Metabolic:Pentose and glucuronate interconversions
