,subsystem
g.2212.peg.3,tRNA-Charging
g.2212.peg.6,"Metabolic:Transport, extracellular"
g.2212.peg.22,"Metabolic:Transport, extracellular"
g.2212.peg.25,Metabolic:Cell wall biosynthesis
g.2212.peg.28,Metabolic:Histidine metabolism
g.2212.peg.37,Metabolic:Nucleotide interconversion
548476.3.peg.40,Metabolic:Methionine and cysteine metabolism
g.2212.peg.65,"Metabolic:Transport, extracellular"
g.2212.peg.70,Metabolic:Cell wall biosynthesis
g.2212.peg.71,Metabolic:Methionine and cysteine metabolism
g.2212.peg.78,Metabolic:Nucleotide interconversion
g.2212.peg.79,Translation
g.2212.peg.82,Metabolic:Starch and sucrose metabolism
g.2212.peg.83,"Metabolic:Transport, extracellular"
g.2212.peg.84,tRNA-Charging
548476.3.peg.84,Metabolic:Biotin metabolism
g.2212.peg.94,Metabolic:Pyrimidine catabolism
g.2212.peg.99,Metabolic:Oxidative phosphorylation
g.2212.peg.100,Metabolic:Exchange/demand reaction
g.2212.peg.102,Metabolic:Vitamin B6 metabolism
g.2212.peg.109,Metabolic:Starch and sucrose metabolism
g.2212.peg.111,Metabolic:Nucleotide interconversion
g.2212.peg.114,Metabolic:Exchange/demand reaction
g.2212.peg.116,Metabolic:Vitamin B2 metabolism
g.2212.peg.120,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.2212.peg.124,Metabolic:Respiration
g.2212.peg.127,Metabolic:Heme synthesis
g.2212.peg.131,"Metabolic:Transport, extracellular"
g.2212.peg.136,"Metabolic:Transport, extracellular"
g.2212.peg.143,Metabolic:Heme synthesis
g.2212.peg.147,Metabolic:Nucleotide salvage pathway
548476.3.peg.147,Metabolic:Phenylalanine metabolism
g.2212.peg.149,Metabolic:Vitamin B2 metabolism
g.2212.peg.155,tRNA-Charging
g.2212.peg.156,Translation
g.2212.peg.157,Metabolic:Others
g.2212.peg.158,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.2212.peg.160,Metabolic:Vitamin B6 metabolism
g.2212.peg.167,tRNA-Charging
548476.3.peg.168,Metabolic:Tyrosine metabolism
g.2212.peg.170,Metabolic:Aminosugar metabolism
g.2212.peg.178,"Metabolic:Transport, extracellular"
g.2212.peg.183,Metabolic:Vitamin B2 metabolism
g.2212.peg.185,"Metabolic:Transport, extracellular"
g.2212.peg.189,Metabolic:Pyruvate metabolism
g.2212.peg.190,Metabolic:Cell wall biosynthesis
g.2212.peg.193,Metabolic:Lipopolysaccharide biosynthesis
548476.3.peg.199,"Metabolic:Valine, leucine, and isoleucine metabolism"
548476.3.peg.202,Metabolic:Alanine and aspartate metabolism
548476.3.peg.203,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.2212.peg.215,"Metabolic:Transport, extracellular"
g.2212.peg.216,Metabolic:Heme synthesis
g.2212.peg.218,"Metabolic:Transport, extracellular"
g.2212.peg.219,"Metabolic:Transport, extracellular"
g.2212.peg.222,"Metabolic:Transport, extracellular"
