,subsystem
g.2189.peg.0,tRNA-Charging
g.2189.peg.1,Translation
g.2189.peg.3,Metabolic:Exchange/demand reaction
g.2189.peg.4,Metabolic:Histidine metabolism
g.2189.peg.5,Metabolic:Pyrimidine synthesis
g.2189.peg.6,Metabolic:Cell wall biosynthesis
g.2189.peg.7,Translation
g.2189.peg.10,tRNA-Charging
g.2189.peg.15,"Metabolic:Transport, extracellular"
g.2189.peg.23,"Metabolic:Transport, extracellular"
g.2189.peg.25,Metabolic:NAD metabolism
546270.5.peg.27,Metabolic:Glycolysis/gluconeogenesis
546270.5.peg.28,Metabolic:Glycolysis/gluconeogenesis
546270.5.peg.29,Metabolic:Glycolysis/gluconeogenesis
g.2189.peg.30,tRNA-Charging
546270.5.peg.30,Metabolic:Glycolysis/gluconeogenesis
546270.5.peg.33,Metabolic:Alanine and aspartate metabolism
546270.5.peg.35,Metabolic:Pentose phosphate pathway
g.2189.peg.36,Metabolic:Sulfur metabolism
546270.5.peg.36,Metabolic:Pentose phosphate pathway
g.2189.peg.38,Metabolic:Pyrimidine catabolism
546270.5.peg.39,Metabolic:Vitamin B2 metabolism
546270.5.peg.40,Metabolic:Vitamin B2 metabolism
g.2189.peg.41,Metabolic:Heme synthesis
546270.5.peg.41,Metabolic:Vitamin B2 metabolism
546270.5.peg.42,Metabolic:Vitamin B2 metabolism
546270.5.peg.43,Metabolic:Nucleotide interconversion
546270.5.peg.47,Metabolic:CoA synthesis
g.2189.peg.52,tRNA-Charging
g.2189.peg.59,Metabolic:Alanine and aspartate metabolism
g.2189.peg.60,Metabolic:Fructose and mannose metabolism
g.2189.peg.63,Translation
g.2189.peg.75,Metabolic:Pentose and glucuronate interconversions
g.2189.peg.76,Metabolic:Starch and sucrose metabolism
g.2189.peg.84,"Metabolic:Transport, extracellular"
g.2189.peg.89,Metabolic:Pentose phosphate pathway
g.2189.peg.93,Metabolic:Thiamine metabolism
g.2189.peg.99,Translation
546270.5.peg.99,Metabolic:Methionine and cysteine metabolism
g.2189.peg.100,Post-translation
g.2189.peg.103,"Metabolic:Transport, extracellular"
g.2189.peg.105,Metabolic:Methionine and cysteine metabolism
g.2189.peg.109,Metabolic:Glutathione metabolism
g.2189.peg.111,Translation
g.2189.peg.112,Metabolic:Cell wall biosynthesis
g.2189.peg.114,Metabolic:Cell wall biosynthesis
g.2189.peg.117,tRNA-Charging
546270.5.peg.117,Metabolic:Thiamine metabolism
g.2189.peg.119,tRNA-Charging
546270.5.peg.119,Metabolic:Thiamine metabolism
g.2189.peg.122,Translation
g.2189.peg.126,tRNA-Charging
g.2189.peg.130,Metabolic:Exchange/demand reaction
g.2189.peg.134,Metabolic:Cell wall biosynthesis
g.2189.peg.135,tRNA-Charging
g.2189.peg.136,Translation
g.2189.peg.139,Metabolic:Folate metabolism
546270.5.peg.144,Metabolic:Methionine and cysteine metabolism
g.2189.peg.145,Metabolic:Exchange/demand reaction
546270.5.peg.145,Metabolic:Methionine and cysteine metabolism
g.2189.peg.148,Translation
g.2189.peg.153,Metabolic:Exchange/demand reaction
g.2189.peg.154,Metabolic:Cell wall biosynthesis
g.2189.peg.160,Metabolic:Exchange/demand reaction
g.2189.peg.162,Metabolic:Unassigned
g.2189.peg.164,tRNA-Charging
g.2189.peg.167,Metabolic:Glycerophospholipid metabolism
