,subsystem
g.28337.CDS.0,"Metabolic:Transport, extracellular"
g.28337.CDS.1,Metabolic:Cell wall biosynthesis
g.28337.CDS.7,tRNA-Charging
g.28337.CDS.8,tRNA-Charging
g.28337.CDS.12,"Metabolic:Transport, extracellular"
911104.3.peg.16,Metabolic:Glycolysis/gluconeogenesis
g.28337.CDS.17,Metabolic:Exchange/demand reaction
911104.3.peg.17,Metabolic:Glycolysis/gluconeogenesis
911104.3.peg.20,Metabolic:Nucleotide interconversion
g.28337.CDS.22,tRNA-Charging
g.28337.CDS.23,Translation
g.28337.CDS.24,Metabolic:Urea cycle
g.28337.CDS.26,Metabolic:Methionine and cysteine metabolism
911104.3.peg.30,Metabolic:Nucleotide interconversion
g.28337.CDS.31,"Metabolic:Transport, extracellular"
g.28337.CDS.33,Metabolic:Phenylalanine metabolism
g.28337.CDS.34,Metabolic:Pentose phosphate pathway
g.28337.CDS.36,Metabolic:Sulfur metabolism
g.28337.CDS.39,Metabolic:Glutamate metabolism
g.28337.CDS.46,Metabolic:Glycolysis/gluconeogenesis
g.28337.CDS.51,"Metabolic:Transport, extracellular"
g.28337.CDS.54,Metabolic:Pentose phosphate pathway
g.28337.CDS.56,Translation
g.28337.CDS.57,Metabolic:Phenylalanine metabolism
g.28337.CDS.58,Transcription
g.28337.CDS.60,Metabolic:Glycerophospholipid metabolism
g.28337.CDS.63,Metabolic:Exchange/demand reaction
g.28337.CDS.65,Translation
g.28337.CDS.68,tRNA-Charging
g.28337.CDS.70,tRNA-Charging
g.28337.CDS.72,Metabolic:Exchange/demand reaction
g.28337.CDS.79,"Metabolic:Transport, extracellular"
g.28337.CDS.87,Translation
g.28337.CDS.92,tRNA-Charging
g.28337.CDS.93,Metabolic:Methionine and cysteine metabolism
g.28337.CDS.106,tRNA-Charging
g.28337.CDS.109,"Metabolic:Transport, extracellular"
911104.3.peg.109,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.28337.CDS.110,Metabolic:Biotin metabolism
g.28337.CDS.112,Metabolic:Exchange/demand reaction
g.28337.CDS.113,Metabolic:Exchange/demand reaction
g.28337.CDS.114,tRNA-Charging
g.28337.CDS.118,Metabolic:Biotin metabolism
g.28337.CDS.119,Metabolic:Pyruvate metabolism
g.28337.CDS.121,Metabolic:Glyoxylate and dicarboxylate metabolism
g.28337.CDS.123,"Metabolic:Transport, extracellular"
g.28337.CDS.127,Metabolic:Folate metabolism
g.28337.CDS.129,"Metabolic:Transport, extracellular"
g.28337.CDS.134,Metabolic:Glycerophospholipid metabolism
g.28337.CDS.135,Metabolic:Exchange/demand reaction
g.28337.CDS.142,Translation
g.28337.CDS.145,Translation
g.28337.CDS.148,"Metabolic:Transport, extracellular"
g.28337.CDS.150,"Metabolic:Transport, extracellular"
g.28337.CDS.151,Metabolic:Pentose and glucuronate interconversions
g.28337.CDS.154,Transcription
g.28337.CDS.156,Metabolic:Pentose and glucuronate interconversions
g.28337.CDS.160,"Metabolic:Transport, extracellular"
g.28337.CDS.161,Translation
g.28337.CDS.166,"Metabolic:Transport, extracellular"
g.28337.CDS.168,Metabolic:Folate metabolism
g.28337.CDS.174,Metabolic:Cell wall biosynthesis
g.28337.CDS.177,tRNA-Charging
g.28337.CDS.182,Metabolic:NAD metabolism
g.28337.CDS.184,Metabolic:Cell wall biosynthesis
g.28337.CDS.185,"Metabolic:Transport, extracellular"
g.28337.CDS.186,Metabolic:Folate metabolism
g.28337.CDS.187,Metabolic:Starch and sucrose metabolism
g.28337.CDS.206,Metabolic:Pyruvate metabolism
g.28337.CDS.207,"Metabolic:Transport, extracellular"
g.28337.CDS.208,Metabolic:Pyruvate metabolism
911104.3.peg.208,Metabolic:Pyrimidine synthesis
911104.3.peg.209,Metabolic:Pyrimidine synthesis
g.28337.CDS.210,Metabolic:Nucleotide interconversion
911104.3.peg.210,Metabolic:Pyrimidine synthesis
911104.3.peg.211,Metabolic:Pyrimidine synthesis
911104.3.peg.212,Metabolic:Pyrimidine synthesis
g.28337.CDS.213,Metabolic:Aminosugar metabolism
911104.3.peg.213,Metabolic:Pyrimidine synthesis
911104.3.peg.214,Metabolic:Pyrimidine synthesis
911104.3.peg.218,Metabolic:Cell wall biosynthesis
g.28337.CDS.225,Metabolic:Glycerophospholipid metabolism
g.28337.CDS.226,Metabolic:Exchange/demand reaction
g.28337.CDS.229,tRNA-Charging
g.28337.CDS.230,"Metabolic:Transport, extracellular"
g.28337.CDS.237,tRNA-Charging
g.28337.CDS.238,Metabolic:Nucleotide interconversion
g.28337.CDS.240,Metabolic:Pentose phosphate pathway
911104.3.peg.240,Translation
911104.3.peg.243,Metabolic:Glycolysis/gluconeogenesis
g.28337.CDS.245,Metabolic:Methionine and cysteine metabolism
g.28337.CDS.249,Metabolic:Nucleotide interconversion
g.28337.CDS.250,"Metabolic:Transport, extracellular"
g.28337.CDS.255,tRNA-Charging
g.28337.CDS.257,Metabolic:Cell wall biosynthesis
g.28337.CDS.259,Metabolic:Propanoate metabolism
g.28337.CDS.267,tRNA-Charging
g.28337.CDS.268,Transcription
g.28337.CDS.272,Metabolic:Propanoate metabolism
911104.3.peg.273,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
911104.3.peg.274,Metabolic:Methionine and cysteine metabolism
911104.3.peg.275,Metabolic:Methionine and cysteine metabolism
g.28337.CDS.284,"Metabolic:Transport, extracellular"
911104.3.peg.284,Metabolic:Glycolysis/gluconeogenesis
g.28337.CDS.289,"Metabolic:Transport, extracellular"
g.28337.CDS.294,tRNA-Charging
g.28337.CDS.298,Metabolic:Arginine and proline metabolism
g.28337.CDS.300,tRNA-Charging
g.28337.CDS.303,Translation
911104.3.peg.303,Metabolic:Purine synthesis
g.28337.CDS.309,"Metabolic:Transport, extracellular"
g.28337.CDS.315,"Metabolic:Transport, extracellular"
g.28337.CDS.319,"Metabolic:Transport, extracellular"
g.28337.CDS.321,tRNA-Charging
g.28337.CDS.326,Metabolic:CoA catabolism
911104.3.peg.330,Metabolic:Alanine and aspartate metabolism
g.28337.CDS.331,Metabolic:Nucleotide salvage pathway
g.28337.CDS.332,tRNA-Charging
g.28337.CDS.334,tRNA-Charging
g.28337.CDS.336,Metabolic:Exchange/demand reaction
911104.3.peg.337,Metabolic:Phenylalanine metabolism
911104.3.peg.338,Metabolic:Phenylalanine metabolism
g.28337.CDS.342,Translation
g.28337.CDS.349,Metabolic:Others
g.28337.CDS.352,Metabolic:Exchange/demand reaction
g.28337.CDS.358,"Metabolic:Transport, extracellular"
g.28337.CDS.363,"Metabolic:Transport, extracellular"
911104.3.peg.369,Metabolic:Folate metabolism
g.28337.CDS.370,Metabolic:Butanoate metabolism
g.28337.CDS.371,Metabolic:Galactose metabolism
g.28337.CDS.378,Metabolic:Cell wall biosynthesis
g.28337.CDS.380,Metabolic:Lipopolysaccharide biosynthesis
g.28337.CDS.384,"Metabolic:Transport, extracellular"
g.28337.CDS.392,tRNA-Charging
g.28337.CDS.399,Metabolic:Cell wall biosynthesis
911104.3.peg.400,Metabolic:CoA synthesis
g.28337.CDS.403,Translation
g.28337.CDS.405,"Metabolic:Transport, extracellular"
g.28337.CDS.407,tRNA-Charging
g.28337.CDS.409,Metabolic:Cell wall biosynthesis
g.28337.CDS.416,"Metabolic:Transport, extracellular"
g.28337.CDS.421,tRNA-Charging
g.28337.CDS.422,"Metabolic:Transport, extracellular"
g.28337.CDS.423,tRNA-Charging
911104.3.peg.423,Metabolic:Alanine and aspartate metabolism
g.28337.CDS.424,Metabolic:Nucleotide interconversion
g.28337.CDS.426,"Metabolic:Transport, extracellular"
g.28337.CDS.428,tRNA-Charging
911104.3.peg.430,Metabolic:Thiamine metabolism
g.28337.CDS.431,Post-translation
911104.3.peg.431,Metabolic:Thiamine metabolism
g.28337.CDS.437,Metabolic:Pyruvate metabolism
g.28337.CDS.444,Metabolic:Lysine metabolism
911104.3.peg.449,Metabolic:Cell wall biosynthesis
g.28337.CDS.450,Metabolic:Sulfur metabolism
911104.3.peg.452,Metabolic:Pentose phosphate pathway
g.28337.CDS.458,Translation
g.28337.CDS.459,Metabolic:Aminosugar metabolism
g.28337.CDS.460,Metabolic:Nucleotide interconversion
911104.3.peg.462,Metabolic:Pentose phosphate pathway
g.28337.CDS.466,"Metabolic:Transport, extracellular"
g.28337.CDS.468,Metabolic:Fructose and mannose metabolism
g.28337.CDS.472,tRNA-Charging
g.28337.CDS.474,Metabolic:Fructose and mannose metabolism
g.28337.CDS.475,Metabolic:Nucleotide interconversion
g.28337.CDS.478,"Metabolic:Transport, extracellular"
g.28337.CDS.479,Metabolic:Thiamine metabolism
g.28337.CDS.483,Metabolic:Methionine and cysteine metabolism
g.28337.CDS.484,"Metabolic:Transport, extracellular"
g.28337.CDS.488,Metabolic:Cell wall biosynthesis
g.28337.CDS.490,Metabolic:Glycerophospholipid metabolism
g.28337.CDS.493,tRNA-Charging
g.28337.CDS.494,Metabolic:Pyrimidine catabolism
911104.3.peg.498,Metabolic:Pentose and glucuronate interconversions
g.28337.CDS.501,"Metabolic:Transport, extracellular"
g.28337.CDS.504,Metabolic:Pentose and glucuronate interconversions
g.28337.CDS.510,Metabolic:Butanoate metabolism
911104.3.peg.512,Metabolic:Folate metabolism
911104.3.peg.513,Metabolic:Folate metabolism
911104.3.peg.514,Metabolic:Tetrahydrobiopterin metabolism
911104.3.peg.515,Metabolic:Folate metabolism
g.28337.CDS.516,Metabolic:Exchange/demand reaction
g.28337.CDS.519,"Metabolic:Transport, extracellular"
g.28337.CDS.523,"Metabolic:Transport, extracellular"
g.28337.CDS.526,"Metabolic:Transport, extracellular"
g.28337.CDS.527,tRNA-Charging
911104.3.peg.530,Metabolic:Pentose and glucuronate interconversions
911104.3.peg.531,Metabolic:Pentose phosphate pathway
g.28337.CDS.537,Metabolic:Glycolysis/gluconeogenesis
g.28337.CDS.538,Metabolic:Methionine and cysteine metabolism
g.28337.CDS.539,"Metabolic:Transport, extracellular"
g.28337.CDS.542,"Metabolic:Transport, extracellular"
g.28337.CDS.544,Translation
g.28337.CDS.545,Translation
g.28337.CDS.548,tRNA-Charging
g.28337.CDS.550,Metabolic:Vitamin B2 metabolism
g.28337.CDS.551,Metabolic:Butanoate metabolism
911104.3.peg.553,Metabolic:Arginine and proline metabolism
g.28337.CDS.554,Metabolic:Pyruvate metabolism
g.28337.CDS.555,tRNA-Charging
g.28337.CDS.561,tRNA-Charging
g.28337.CDS.562,Metabolic:Pyrimidine catabolism
g.28337.CDS.563,Metabolic:Nucleotide interconversion
g.28337.CDS.566,"Metabolic:Transport, extracellular"
g.28337.CDS.573,Transcription
g.28337.CDS.575,Translation
g.28337.CDS.578,Metabolic:Respiration
g.28337.CDS.581,Metabolic:Pentose and glucuronate interconversions
g.28337.CDS.586,tRNA-Charging
g.28337.CDS.587,Metabolic:Nucleotide interconversion
g.28337.CDS.590,Metabolic:Cell wall biosynthesis
g.28337.CDS.593,Metabolic:Nucleotide interconversion
g.28337.CDS.595,"Metabolic:Transport, extracellular"
g.28337.CDS.598,Translation
911104.3.peg.599,Metabolic:Glycolysis/gluconeogenesis
g.28337.CDS.600,Metabolic:Methionine and cysteine metabolism
g.28337.CDS.602,"Metabolic:Transport, extracellular"
g.28337.CDS.611,tRNA-Charging
g.28337.CDS.615,Translation
g.28337.CDS.618,Metabolic:Pentose and glucuronate interconversions
g.28337.CDS.621,Metabolic:Pentose phosphate pathway
g.28337.CDS.635,"Metabolic:Transport, extracellular"
911104.3.peg.635,Metabolic:Vitamin B2 metabolism
g.28337.CDS.636,Metabolic:Exchange/demand reaction
911104.3.peg.636,Metabolic:Vitamin B2 metabolism
911104.3.peg.637,Metabolic:Vitamin B2 metabolism
911104.3.peg.638,Metabolic:Vitamin B2 metabolism
911104.3.peg.639,Metabolic:Vitamin B2 metabolism
g.28337.CDS.640,tRNA-Charging
g.28337.CDS.641,Metabolic:Pentose and glucuronate interconversions
g.28337.CDS.644,Metabolic:Pyruvate metabolism
g.28337.CDS.647,"Metabolic:Transport, extracellular"
g.28337.CDS.649,Metabolic:Exchange/demand reaction
g.28337.CDS.651,Metabolic:Fatty acid synthesis
g.28337.CDS.652,"Metabolic:Transport, extracellular"
g.28337.CDS.653,Translation
g.28337.CDS.655,"Metabolic:Transport, extracellular"
g.28337.CDS.657,Metabolic:Glycerophospholipid metabolism
g.28337.CDS.659,tRNA-Charging
g.28337.CDS.661,Metabolic:Vitamin B2 metabolism
g.28337.CDS.663,Metabolic:Nucleotide interconversion
911104.3.peg.664,Metabolic:Nucleotide interconversion
g.28337.CDS.666,"Metabolic:Transport, extracellular"
g.28337.CDS.668,tRNA-Charging
g.28337.CDS.670,Metabolic:Exchange/demand reaction
