,subsystem
g.24488.CDS.0,Metabolic:Exchange/demand reaction
g.24488.CDS.12,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.24488.CDS.14,Translation
g.24488.CDS.19,tRNA-Charging
g.24488.CDS.25,tRNA-Charging
g.24488.CDS.33,"Metabolic:Transport, extracellular"
g.24488.CDS.34,tRNA-Charging
g.24488.CDS.39,Translation
g.24488.CDS.41,Metabolic:Plant polysaccharide degradation
g.24488.CDS.43,Metabolic:Pyruvate metabolism
g.24488.CDS.47,"Metabolic:Transport, extracellular"
g.24488.CDS.51,tRNA-Charging
1133568.3.peg.51,Metabolic:Citric acid cycle
1133568.3.peg.52,Metabolic:Citric acid cycle
1133568.3.peg.54,Metabolic:Alanine and aspartate metabolism
g.24488.CDS.57,"Metabolic:Transport, extracellular"
g.24488.CDS.61,Metabolic:Fatty acid oxidation
g.24488.CDS.62,Metabolic:Carbon fixation in photosynthetic organisms
g.24488.CDS.65,Translation
g.24488.CDS.67,Metabolic:Pentose and glucuronate interconversions
1133568.3.peg.67,Metabolic:Purine synthesis
g.24488.CDS.69,Translation
g.24488.CDS.71,"Metabolic:Transport, extracellular"
g.24488.CDS.72,Metabolic:Nucleotide interconversion
g.24488.CDS.75,tRNA-Charging
g.24488.CDS.77,Metabolic:Nucleotide interconversion
g.24488.CDS.78,tRNA-Charging
g.24488.CDS.80,Metabolic:Glutathione metabolism
1133568.3.peg.93,Metabolic:Glutamate metabolism
g.24488.CDS.94,Metabolic:Methionine and cysteine metabolism
g.24488.CDS.97,Metabolic:Galactose metabolism
1133568.3.peg.100,Metabolic:Purine synthesis
g.24488.CDS.101,tRNA-Charging
g.24488.CDS.103,Transcription
g.24488.CDS.105,Translation
g.24488.CDS.122,Metabolic:Aminosugar metabolism
g.24488.CDS.133,Metabolic:Nucleotide interconversion
g.24488.CDS.136,Metabolic:Pyruvate metabolism
g.24488.CDS.139,Metabolic:Starch and sucrose metabolism
g.24488.CDS.142,Metabolic:Starch and sucrose metabolism
g.24488.CDS.143,Metabolic:Starch and sucrose metabolism
g.24488.CDS.145,Metabolic:Pentose and glucuronate interconversions
g.24488.CDS.151,"Metabolic:Transport, extracellular"
g.24488.CDS.152,tRNA-Charging
g.24488.CDS.155,"Metabolic:Transport, extracellular"
g.24488.CDS.159,tRNA-Charging
g.24488.CDS.161,Translation
g.24488.CDS.163,tRNA-Charging
g.24488.CDS.166,tRNA-Charging
g.24488.CDS.169,Metabolic:Respiration
g.24488.CDS.170,Metabolic:Glyoxylate and dicarboxylate metabolism
g.24488.CDS.171,Metabolic:Arginine and proline metabolism
g.24488.CDS.173,Translation
g.24488.CDS.179,Metabolic:Pyrimidine catabolism
1133568.3.peg.186,Metabolic:Purine synthesis
g.24488.CDS.189,tRNA-Charging
1133568.3.peg.191,Metabolic:Purine synthesis
g.24488.CDS.193,Metabolic:Benzoate degradation
g.24488.CDS.196,Metabolic:Arginine and proline metabolism
g.24488.CDS.204,Metabolic:Pyruvate metabolism
1133568.3.peg.204,Metabolic:Pentose phosphate pathway
g.24488.CDS.205,Metabolic:Galactose metabolism
1133568.3.peg.206,Metabolic:Purine synthesis
g.24488.CDS.213,Metabolic:Glutathione metabolism
1133568.3.peg.216,Metabolic:Purine synthesis
g.24488.CDS.218,Metabolic:Folate metabolism
g.24488.CDS.219,Metabolic:Lipopolysaccharide biosynthesis
g.24488.CDS.220,Metabolic:Cell wall biosynthesis
g.24488.CDS.224,Metabolic:Pentose and glucuronate interconversions
g.24488.CDS.226,Transcription
g.24488.CDS.227,Metabolic:Fatty acid synthesis
g.24488.CDS.228,Metabolic:Heme synthesis
g.24488.CDS.234,"Metabolic:Transport, extracellular"
g.24488.CDS.236,"Metabolic:Transport, extracellular"
g.24488.CDS.238,tRNA-Charging
g.24488.CDS.241,"Metabolic:Transport, extracellular"
1133568.3.peg.241,Metabolic:Pentose phosphate pathway
g.24488.CDS.246,Metabolic:Thiamine metabolism
g.24488.CDS.247,Metabolic:Fructose and mannose metabolism
1133568.3.peg.249,Metabolic:Pentose phosphate pathway
1133568.3.peg.250,Metabolic:Pentose phosphate pathway
g.24488.CDS.253,tRNA-Charging
g.24488.CDS.254,Metabolic:Selenoamino acid metabolism
1133568.3.peg.255,Metabolic:Arginine and proline metabolism
1133568.3.peg.260,Metabolic:Glycolysis/gluconeogenesis
g.24488.CDS.262,Metabolic:Purine catabolism
g.24488.CDS.264,"Metabolic:Transport, extracellular"
1133568.3.peg.270,Metabolic:Phenylalanine metabolism
g.24488.CDS.271,Translation
1133568.3.peg.271,Metabolic:Phenylalanine metabolism
1133568.3.peg.272,Metabolic:Pyrimidine synthesis
1133568.3.peg.273,Metabolic:Pyrimidine synthesis
1133568.3.peg.274,Metabolic:Pyrimidine synthesis
g.24488.CDS.277,Metabolic:Lipopolysaccharide biosynthesis
g.24488.CDS.285,Metabolic:Lipopolysaccharide biosynthesis
g.24488.CDS.286,Metabolic:Propanoate metabolism
g.24488.CDS.287,tRNA-Charging
g.24488.CDS.289,tRNA-Charging
g.24488.CDS.290,tRNA-Charging
g.24488.CDS.294,Metabolic:Glutamate metabolism
g.24488.CDS.299,Metabolic:Folate metabolism
g.24488.CDS.301,"Metabolic:Transport, extracellular"
g.24488.CDS.305,"Metabolic:Transport, extracellular"
g.24488.CDS.312,Metabolic:Methionine and cysteine metabolism
g.24488.CDS.313,tRNA-Charging
g.24488.CDS.315,Translation
g.24488.CDS.316,tRNA-Charging
g.24488.CDS.317,tRNA-Charging
g.24488.CDS.327,Metabolic:Others
g.24488.CDS.334,Metabolic:Exchange/demand reaction
g.24488.CDS.339,Metabolic:Cell wall biosynthesis
g.24488.CDS.343,tRNA-Charging
g.24488.CDS.345,"Metabolic:Transport, extracellular"
g.24488.CDS.352,Metabolic:Aminosugar metabolism
g.24488.CDS.359,Metabolic:Exchange/demand reaction
g.24488.CDS.364,Metabolic:Fatty acid synthesis
g.24488.CDS.365,Metabolic:Pyruvate metabolism
g.24488.CDS.367,Metabolic:Lysine metabolism
g.24488.CDS.370,"Metabolic:Transport, extracellular"
g.24488.CDS.373,Metabolic:Exchange/demand reaction
1133568.3.peg.373,Metabolic:Glycolysis/gluconeogenesis
g.24488.CDS.374,Translation
g.24488.CDS.375,tRNA-Charging
g.24488.CDS.376,Metabolic:Heme synthesis
g.24488.CDS.377,Metabolic:Glycolysis/gluconeogenesis
g.24488.CDS.384,Metabolic:Pyruvate metabolism
g.24488.CDS.386,"Metabolic:Transport, extracellular"
1133568.3.peg.387,Metabolic:Nucleotide interconversion
g.24488.CDS.388,Metabolic:Terpenoid backbone biosynthesis
g.24488.CDS.389,"Metabolic:Transport, extracellular"
