,subsystem
537971.5.peg.90,Metabolic:Citric acid cycle
537971.5.peg.91,Metabolic:Citric acid cycle
537971.5.peg.92,Metabolic:Citric acid cycle
537971.5.peg.93,Metabolic:Glycerophospholipid metabolism
537971.5.peg.95,Metabolic:Arginine and proline metabolism
537971.5.peg.97,tRNA-Charging
537971.5.peg.105,Metabolic:Glycerophospholipid metabolism
537971.5.peg.108,Translation
537971.5.peg.115,Metabolic:Respiration
537971.5.peg.119,Metabolic:Nucleotide interconversion
537971.5.peg.120,Metabolic:Histidine metabolism
537971.5.peg.124,Metabolic:Alanine and aspartate metabolism
537971.5.peg.126,"Metabolic:Transport, extracellular"
537971.5.peg.132,Metabolic:Nucleotide interconversion
537971.5.peg.134,tRNA-Charging
537971.5.peg.136,"Metabolic:Transport, extracellular"
537971.5.peg.142,"Metabolic:Transport, extracellular"
537971.5.peg.143,"Metabolic:Transport, extracellular"
537971.5.peg.144,"Metabolic:Transport, extracellular"
537971.5.peg.149,Metabolic:Lysine metabolism
537971.5.peg.152,Metabolic:Heme synthesis
537971.5.peg.156,Metabolic:Arginine and proline metabolism
537971.5.peg.160,Metabolic:NAD metabolism
537971.5.peg.166,Metabolic:Biosynthesis of siderophore group nonribosomal peptides
537971.5.peg.167,Metabolic:Pyruvate metabolism
537971.5.peg.168,Metabolic:Pyruvate metabolism
537971.5.peg.170,Translation
537971.5.peg.171,Metabolic:Fatty acid synthesis
537971.5.peg.173,Metabolic:Glycolysis/gluconeogenesis
537971.5.peg.192,Metabolic:Vitamin B2 metabolism
537971.5.peg.196,Metabolic:Histidine metabolism
537971.5.peg.197,Metabolic:Lipopolysaccharide biosynthesis
537971.5.peg.201,Metabolic:Urea cycle
537971.5.peg.206,Metabolic:CoA synthesis
537971.5.peg.221,Metabolic:Oxidative phosphorylation
537971.5.peg.222,Metabolic:Oxidative phosphorylation
537971.5.peg.223,Metabolic:Oxidative phosphorylation
537971.5.peg.224,Metabolic:Oxidative phosphorylation
537971.5.peg.225,tRNA-Charging
537971.5.peg.237,tRNA-Charging
537971.5.peg.238,Metabolic:Phenylalanine metabolism
537971.5.peg.240,Metabolic:Purine synthesis
537971.5.peg.243,Metabolic:Respiration
537971.5.peg.247,"Metabolic:Transport, extracellular"
537971.5.peg.248,Metabolic:Glutamate metabolism
537971.5.peg.251,Metabolic:Pyruvate metabolism
537971.5.peg.255,Metabolic:Methionine and cysteine metabolism
537971.5.peg.256,Metabolic:Lysine metabolism
537971.5.peg.267,Metabolic:Alanine and aspartate metabolism
537971.5.peg.280,Metabolic:Glyoxylate and dicarboxylate metabolism
537971.5.peg.290,Metabolic:Biotin metabolism
537971.5.peg.291,Metabolic:Biotin metabolism
537971.5.peg.292,Metabolic:Biotin metabolism
537971.5.peg.293,Metabolic:Biotin metabolism
537971.5.peg.294,Metabolic:Biotin metabolism
537971.5.peg.302,"Metabolic:Valine, leucine, and isoleucine metabolism"
537971.5.peg.303,Metabolic:Pyruvate metabolism
537971.5.peg.307,Translation
537971.5.peg.309,Metabolic:Exchange/demand reaction
537971.5.peg.310,Metabolic:Exchange/demand reaction
537971.5.peg.311,Metabolic:Exchange/demand reaction
537971.5.peg.312,Metabolic:Citric acid cycle
537971.5.peg.313,"Metabolic:Transport, extracellular"
537971.5.peg.319,tRNA-Charging
537971.5.peg.327,Metabolic:Aminosugar metabolism
537971.5.peg.328,Metabolic:Fatty acid synthesis
537971.5.peg.331,Translation
537971.5.peg.335,Translation
537971.5.peg.337,Metabolic:Pentose and glucuronate interconversions
537971.5.peg.340,Metabolic:Folate metabolism
537971.5.peg.346,"Metabolic:Valine, leucine, and isoleucine metabolism"
537971.5.peg.348,"Metabolic:Valine, leucine, and isoleucine metabolism"
537971.5.peg.349,"Metabolic:Valine, leucine, and isoleucine metabolism"
537971.5.peg.351,"Metabolic:Valine, leucine, and isoleucine metabolism"
537971.5.peg.358,Metabolic:Exchange/demand reaction
537971.5.peg.359,Metabolic:Exchange/demand reaction
537971.5.peg.375,Metabolic:Exchange/demand reaction
537971.5.peg.378,Metabolic:Glycolysis/gluconeogenesis
537971.5.peg.381,Metabolic:ROS detoxification
537971.5.peg.386,Metabolic:Fatty acid synthesis
537971.5.peg.387,Metabolic:Fatty acid synthesis
537971.5.peg.389,Metabolic:Fatty acid synthesis
537971.5.peg.390,Metabolic:Pentose phosphate pathway
537971.5.peg.391,Metabolic:Pentose phosphate pathway
537971.5.peg.393,Metabolic:Fatty acid synthesis
537971.5.peg.399,Metabolic:Pyruvate metabolism
537971.5.peg.403,Metabolic:Cell wall biosynthesis
537971.5.peg.404,Metabolic:Cell wall biosynthesis
537971.5.peg.405,Metabolic:Glycolysis/gluconeogenesis
537971.5.peg.421,Metabolic:Sulfur metabolism
537971.5.peg.429,Metabolic:Respiration
537971.5.peg.430,Metabolic:Respiration
537971.5.peg.431,"Metabolic:Transport, extracellular"
537971.5.peg.432,Metabolic:Lipopolysaccharide biosynthesis
537971.5.peg.448,Metabolic:Lipopolysaccharide biosynthesis
537971.5.peg.450,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
537971.5.peg.452,Translation
537971.5.peg.455,Metabolic:Lipopolysaccharide biosynthesis
537971.5.peg.456,Metabolic:NAD metabolism
537971.5.peg.457,Metabolic:Respiration
537971.5.peg.458,Metabolic:Respiration
537971.5.peg.471,Metabolic:Exchange/demand reaction
537971.5.peg.478,tRNA-Charging
537971.5.peg.479,Translation
537971.5.peg.481,tRNA-Charging
537971.5.peg.486,Metabolic:Pyruvate metabolism
537971.5.peg.496,Metabolic:Heme synthesis
537971.5.peg.499,Metabolic:Tyrosine metabolism
537971.5.peg.514,Metabolic:Tryptophan metabolism
537971.5.peg.517,Metabolic:Lipopolysaccharide biosynthesis
537971.5.peg.518,Metabolic:Lipopolysaccharide biosynthesis
537971.5.peg.528,Metabolic:Purine synthesis
537971.5.peg.535,Metabolic:Purine synthesis
537971.5.peg.538,Metabolic:Histidine metabolism
537971.5.peg.539,Metabolic:Sulfur metabolism
537971.5.peg.540,Metabolic:Lysine metabolism
537971.5.peg.541,Metabolic:Purine synthesis
537971.5.peg.543,Metabolic:Glycolysis/gluconeogenesis
537971.5.peg.544,Metabolic:Glycolysis/gluconeogenesis
537971.5.peg.548,tRNA-Charging
537971.5.peg.549,tRNA-Charging
537971.5.peg.555,Translation
537971.5.peg.556,tRNA-Charging
537971.5.peg.557,tRNA-Charging
537971.5.peg.558,Metabolic:Exchange/demand reaction
537971.5.peg.559,tRNA-Charging
537971.5.peg.560,tRNA-Charging
537971.5.peg.561,tRNA-Charging
537971.5.peg.562,Translation
537971.5.peg.563,Transcription
537971.5.peg.565,tRNA-Charging
537971.5.peg.566,Translation
537971.5.peg.571,Metabolic:Lysine metabolism
537971.5.peg.572,Metabolic:Cell wall biosynthesis
537971.5.peg.579,Metabolic:Biotin metabolism
537971.5.peg.580,Metabolic:Biotin metabolism
537971.5.peg.581,Metabolic:Nucleotide interconversion
537971.5.peg.600,Metabolic:Exchange/demand reaction
537971.5.peg.602,"Metabolic:Transport, extracellular"
537971.5.peg.603,Metabolic:Galactose metabolism
537971.5.peg.604,Metabolic:Propanoate metabolism
537971.5.peg.605,Metabolic:Propanoate metabolism
537971.5.peg.606,Metabolic:Propanoate metabolism
537971.5.peg.607,Metabolic:Unassigned
537971.5.peg.612,Metabolic:Methionine and cysteine metabolism
537971.5.peg.616,Metabolic:Arginine and proline metabolism
537971.5.peg.618,Metabolic:Respiration
537971.5.peg.619,Metabolic:Glycerophospholipid metabolism
537971.5.peg.621,Metabolic:Terpenoid backbone biosynthesis
537971.5.peg.622,Metabolic:Thiamine metabolism
537971.5.peg.632,Metabolic:Citric acid cycle
537971.5.peg.633,Metabolic:Citric acid cycle
537971.5.peg.634,Metabolic:Citric acid cycle
537971.5.peg.635,Metabolic:Citric acid cycle
537971.5.peg.636,Metabolic:Citric acid cycle
537971.5.peg.643,Metabolic:Phenylalanine metabolism
537971.5.peg.647,Metabolic:CoA synthesis
537971.5.peg.658,tRNA-Charging
537971.5.peg.659,Metabolic:Vitamin B2 metabolism
537971.5.peg.662,Metabolic:Pyrimidine synthesis
537971.5.peg.666,Metabolic:Glycerophospholipid metabolism
537971.5.peg.667,Metabolic:Terpenoid backbone biosynthesis
537971.5.peg.668,Metabolic:Lysine metabolism
537971.5.peg.728,"Metabolic:Transport, extracellular"
537971.5.peg.740,tRNA-Charging
537971.5.peg.746,Translation
537971.5.peg.758,Metabolic:Glycerophospholipid metabolism
537971.5.peg.760,tRNA-Charging
537971.5.peg.769,Metabolic:Arginine and proline metabolism
537971.5.peg.770,Metabolic:Terpenoid backbone biosynthesis
537971.5.peg.773,Metabolic:Lipopolysaccharide biosynthesis
537971.5.peg.783,Metabolic:Folate metabolism
537971.5.peg.786,tRNA-Charging
537971.5.peg.787,Metabolic:Methionine and cysteine metabolism
537971.5.peg.788,Metabolic:Glycerophospholipid metabolism
537971.5.peg.793,Metabolic:Aminosugar metabolism
537971.5.peg.802,tRNA-Charging
537971.5.peg.804,Metabolic:Vitamin B6 metabolism
537971.5.peg.805,Metabolic:Vitamin B6 metabolism
537971.5.peg.806,"Metabolic:Valine, leucine, and isoleucine metabolism"
537971.5.peg.807,"Metabolic:Valine, leucine, and isoleucine metabolism"
537971.5.peg.811,Metabolic:Pentose and glucuronate interconversions
537971.5.peg.828,Metabolic:Phenylalanine metabolism
537971.5.peg.850,Metabolic:Cell wall biosynthesis
537971.5.peg.852,Metabolic:Cell wall biosynthesis
537971.5.peg.854,Metabolic:Pyrimidine synthesis
537971.5.peg.856,Metabolic:Cell wall biosynthesis
537971.5.peg.870,Metabolic:Exchange/demand reaction
537971.5.peg.887,Metabolic:Exchange/demand reaction
537971.5.peg.908,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
537971.5.peg.912,Metabolic:Aminosugar metabolism
537971.5.peg.916,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
537971.5.peg.917,Metabolic:Aminosugar metabolism
537971.5.peg.918,Metabolic:Aminosugar metabolism
537971.5.peg.919,Metabolic:Thiamine metabolism
537971.5.peg.931,Metabolic:Glutathione metabolism
537971.5.peg.932,Metabolic:Urea cycle
537971.5.peg.940,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
537971.5.peg.941,Metabolic:Fructose and mannose metabolism
537971.5.peg.942,Metabolic:Exchange/demand reaction
537971.5.peg.944,Metabolic:Nucleotide interconversion
537971.5.peg.946,tRNA-Charging
537971.5.peg.947,Metabolic:Cell wall biosynthesis
537971.5.peg.948,Metabolic:Fatty acid synthesis
537971.5.peg.952,Metabolic:Glycolysis/gluconeogenesis
537971.5.peg.966,Post-translation
537971.5.peg.968,Metabolic:Tryptophan metabolism
537971.5.peg.969,Metabolic:Folate metabolism
537971.5.peg.971,tRNA-Charging
537971.5.peg.974,Translation
537971.5.peg.977,tRNA-Charging
537971.5.peg.978,tRNA-Charging
537971.5.peg.979,tRNA-Charging
537971.5.peg.980,tRNA-Charging
537971.5.peg.981,tRNA-Charging
537971.5.peg.982,tRNA-Charging
537971.5.peg.983,tRNA-Charging
537971.5.peg.984,tRNA-Charging
537971.5.peg.985,tRNA-Charging
537971.5.peg.986,tRNA-Charging
537971.5.peg.987,tRNA-Charging
537971.5.peg.988,tRNA-Charging
537971.5.peg.989,tRNA-Charging
537971.5.peg.990,tRNA-Charging
537971.5.peg.991,tRNA-Charging
537971.5.peg.992,tRNA-Charging
537971.5.peg.993,tRNA-Charging
537971.5.peg.994,tRNA-Charging
537971.5.peg.995,tRNA-Charging
537971.5.peg.996,tRNA-Charging
537971.5.peg.998,Metabolic:Glutathione metabolism
537971.5.peg.999,Translation
537971.5.peg.1000,tRNA-Charging
537971.5.peg.1001,tRNA-Charging
537971.5.peg.1002,tRNA-Charging
537971.5.peg.1003,tRNA-Charging
537971.5.peg.1004,Metabolic:Exchange/demand reaction
537971.5.peg.1005,tRNA-Charging
537971.5.peg.1006,Metabolic:Folate metabolism
537971.5.peg.1007,Metabolic:Folate metabolism
537971.5.peg.1014,Metabolic:Glyoxylate and dicarboxylate metabolism
537971.5.peg.1020,Metabolic:Glycerophospholipid metabolism
537971.5.peg.1022,Metabolic:Respiration
537971.5.peg.1040,Metabolic:Vitamin B2 metabolism
537971.5.peg.1041,Metabolic:Vitamin B2 metabolism
537971.5.peg.1045,Metabolic:Aminosugar metabolism
537971.5.peg.1046,Metabolic:Thiamine metabolism
537971.5.peg.1048,Metabolic:Respiration
537971.5.peg.1049,Metabolic:Respiration
537971.5.peg.1050,Metabolic:Respiration
537971.5.peg.1051,Metabolic:Respiration
537971.5.peg.1052,Metabolic:Respiration
537971.5.peg.1053,Metabolic:Respiration
