,subsystem
411476.11.peg.9,Metabolic:Cell wall biosynthesis
411476.11.peg.24,Metabolic:Galactose metabolism
411476.11.peg.26,Metabolic:Terpenoid backbone biosynthesis
411476.11.peg.28,tRNA-Charging
411476.11.peg.31,"Metabolic:Transport, extracellular"
411476.11.peg.42,Metabolic:Glutathione metabolism
411476.11.peg.45,Metabolic:Pyrimidine synthesis
411476.11.peg.46,Translation
411476.11.peg.47,Metabolic:Glycolysis/gluconeogenesis
411476.11.peg.105,Metabolic:Exchange/demand reaction
411476.11.peg.110,Metabolic:Thiamine metabolism
411476.11.peg.111,Metabolic:Thiamine metabolism
411476.11.peg.112,Metabolic:Thiamine metabolism
411476.11.peg.113,Metabolic:Thiamine metabolism
411476.11.peg.114,Metabolic:Thiamine metabolism
411476.11.peg.115,Metabolic:Thiamine metabolism
411476.11.peg.116,Metabolic:Thiamine metabolism
411476.11.peg.118,Metabolic:ROS detoxification
411476.11.peg.120,Metabolic:Exchange/demand reaction
411476.11.peg.126,Metabolic:Aminosugar metabolism
411476.11.peg.127,Metabolic:Aminosugar metabolism
411476.11.peg.128,Metabolic:ROS detoxification
411476.11.peg.134,Metabolic:Starch and sucrose metabolism
411476.11.peg.135,Metabolic:Fatty acid synthesis
411476.11.peg.137,"Metabolic:Transport, extracellular"
411476.11.peg.149,Metabolic:CoA synthesis
411476.11.peg.151,Metabolic:Vitamin B2 metabolism
411476.11.peg.158,Metabolic:Purine synthesis
411476.11.peg.160,Metabolic:Respiration
411476.11.peg.161,Metabolic:Respiration
411476.11.peg.163,Metabolic:Respiration
411476.11.peg.164,Metabolic:Respiration
411476.11.peg.165,Metabolic:Respiration
411476.11.peg.166,Metabolic:Respiration
411476.11.peg.167,Metabolic:Respiration
411476.11.peg.168,Metabolic:Respiration
411476.11.peg.172,Metabolic:Lipopolysaccharide biosynthesis
411476.11.peg.186,Metabolic:Folate metabolism
411476.11.peg.187,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
411476.11.peg.191,Metabolic:Pyrimidine synthesis
411476.11.peg.210,Metabolic:Galactose metabolism
411476.11.peg.219,Metabolic:Folate metabolism
411476.11.peg.220,Metabolic:Lipopolysaccharide biosynthesis
411476.11.peg.223,Metabolic:Pentose phosphate pathway
411476.11.peg.232,Metabolic:Galactose metabolism
411476.11.peg.236,Metabolic:Folate metabolism
411476.11.peg.237,Metabolic:Folate metabolism
411476.11.peg.252,Metabolic:Cell wall biosynthesis
411476.11.peg.260,Metabolic:Citric acid cycle
411476.11.peg.261,Metabolic:Citric acid cycle
411476.11.peg.262,Metabolic:Glycerophospholipid metabolism
411476.11.peg.263,Metabolic:Thiamine metabolism
411476.11.peg.265,Metabolic:Pentose phosphate pathway
411476.11.peg.266,Metabolic:Pentose and glucuronate interconversions
411476.11.peg.267,"Metabolic:Transport, extracellular"
411476.11.peg.270,tRNA-Charging
411476.11.peg.282,Metabolic:Pentose and glucuronate interconversions
411476.11.peg.284,Metabolic:Pentose and glucuronate interconversions
411476.11.peg.287,Metabolic:Cell wall biosynthesis
411476.11.peg.288,Metabolic:Pentose and glucuronate interconversions
411476.11.peg.291,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
411476.11.peg.306,Metabolic:Biotin metabolism
411476.11.peg.308,tRNA-Charging
411476.11.peg.310,Metabolic:Arginine and proline metabolism
411476.11.peg.311,Metabolic:Arginine and proline metabolism
411476.11.peg.326,Metabolic:Nucleotide interconversion
411476.11.peg.327,Metabolic:Exchange/demand reaction
411476.11.peg.329,Metabolic:Pyrimidine synthesis
411476.11.peg.330,Metabolic:Pyrimidine synthesis
411476.11.peg.331,Metabolic:Exchange/demand reaction
411476.11.peg.332,Metabolic:Exchange/demand reaction
411476.11.peg.333,Metabolic:Lysine metabolism
411476.11.peg.340,Metabolic:Exchange/demand reaction
411476.11.peg.354,Translation
411476.11.peg.355,Post-translation
411476.11.peg.357,tRNA-Charging
411476.11.peg.358,tRNA-Charging
411476.11.peg.369,tRNA-Charging
411476.11.peg.385,Metabolic:Urea cycle
411476.11.peg.390,Metabolic:Fatty acid synthesis
411476.11.peg.396,Transcription
411476.11.peg.400,Metabolic:Galactose metabolism
411476.11.peg.419,Metabolic:Galactose metabolism
411476.11.peg.420,Metabolic:Galactose metabolism
411476.11.peg.422,Metabolic:Galactose metabolism
411476.11.peg.426,Translation
411476.11.peg.429,Metabolic:Aminosugar metabolism
411476.11.peg.430,Metabolic:Aminosugar metabolism
411476.11.peg.445,Metabolic:Cell wall biosynthesis
411476.11.peg.447,Metabolic:Others
411476.11.peg.472,Metabolic:Galactose metabolism
411476.11.peg.530,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
411476.11.peg.531,Metabolic:Arginine and proline metabolism
411476.11.peg.533,Metabolic:Respiration
411476.11.peg.537,Metabolic:Aminosugar metabolism
411476.11.peg.538,Metabolic:NAD metabolism
411476.11.peg.539,Metabolic:NAD metabolism
411476.11.peg.540,tRNA-Charging
411476.11.peg.541,Metabolic:Glycolysis/gluconeogenesis
411476.11.peg.547,Metabolic:Others
411476.11.peg.549,Metabolic:Cell wall biosynthesis
411476.11.peg.554,Metabolic:Citric acid cycle
411476.11.peg.556,"Metabolic:Transport, extracellular"
411476.11.peg.565,Metabolic:Terpenoid backbone biosynthesis
411476.11.peg.567,Metabolic:Purine synthesis
411476.11.peg.568,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
411476.11.peg.574,Metabolic:Nucleotide interconversion
411476.11.peg.575,"Metabolic:Transport, extracellular"
411476.11.peg.581,Metabolic:Vitamin B2 metabolism
411476.11.peg.587,Metabolic:Butanoate metabolism
411476.11.peg.588,Metabolic:Butanoate metabolism
411476.11.peg.594,Translation
411476.11.peg.596,Transcription
411476.11.peg.601,Metabolic:Glutamate metabolism
411476.11.peg.602,Metabolic:Glutamate metabolism
411476.11.peg.633,Metabolic:Histidine metabolism
411476.11.peg.634,Metabolic:Folate metabolism
411476.11.peg.635,Metabolic:Histidine metabolism
411476.11.peg.636,Metabolic:Folate metabolism
411476.11.peg.637,Metabolic:Histidine metabolism
411476.11.peg.641,tRNA-Charging
411476.11.peg.642,Metabolic:Exchange/demand reaction
411476.11.peg.643,tRNA-Charging
411476.11.peg.644,tRNA-Charging
411476.11.peg.645,tRNA-Charging
411476.11.peg.646,tRNA-Charging
411476.11.peg.647,Translation
411476.11.peg.648,Metabolic:Glutathione metabolism
411476.11.peg.650,tRNA-Charging
411476.11.peg.651,tRNA-Charging
411476.11.peg.652,tRNA-Charging
411476.11.peg.653,tRNA-Charging
411476.11.peg.654,tRNA-Charging
411476.11.peg.655,tRNA-Charging
411476.11.peg.656,tRNA-Charging
411476.11.peg.657,tRNA-Charging
411476.11.peg.658,tRNA-Charging
411476.11.peg.659,tRNA-Charging
411476.11.peg.660,tRNA-Charging
411476.11.peg.661,tRNA-Charging
411476.11.peg.662,tRNA-Charging
411476.11.peg.663,tRNA-Charging
411476.11.peg.664,tRNA-Charging
411476.11.peg.665,tRNA-Charging
411476.11.peg.666,tRNA-Charging
411476.11.peg.667,tRNA-Charging
411476.11.peg.668,tRNA-Charging
411476.11.peg.669,tRNA-Charging
411476.11.peg.670,tRNA-Charging
411476.11.peg.671,Translation
411476.11.peg.672,tRNA-Charging
411476.11.peg.673,tRNA-Charging
411476.11.peg.675,Metabolic:Exchange/demand reaction
411476.11.peg.677,Metabolic:Exchange/demand reaction
411476.11.peg.678,tRNA-Charging
411476.11.peg.679,tRNA-Charging
411476.11.peg.680,tRNA-Charging
411476.11.peg.681,Translation
411476.11.peg.682,Transcription
411476.11.peg.684,Translation
411476.11.peg.687,tRNA-Charging
411476.11.peg.692,Metabolic:Lipopolysaccharide biosynthesis
411476.11.peg.693,tRNA-Charging
411476.11.peg.697,Metabolic:Exchange/demand reaction
411476.11.peg.702,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
411476.11.peg.704,Metabolic:Alanine and aspartate metabolism
411476.11.peg.707,Metabolic:Vitamin B12 metabolism
411476.11.peg.712,tRNA-Charging
411476.11.peg.714,Metabolic:Fatty acid synthesis
411476.11.peg.715,Metabolic:Fructose and mannose metabolism
411476.11.peg.725,"Metabolic:Transport, extracellular"
411476.11.peg.726,"Metabolic:Transport, extracellular"
411476.11.peg.731,Metabolic:Citric acid cycle
411476.11.peg.732,Metabolic:Nucleotide salvage pathway
411476.11.peg.740,Metabolic:Methionine and cysteine metabolism
411476.11.peg.743,Metabolic:Pentose phosphate pathway
411476.11.peg.745,Metabolic:Inositol phosphate metabolism
411476.11.peg.754,Metabolic:Unassigned
411476.11.peg.761,Metabolic:Pentose phosphate pathway
411476.11.peg.784,Metabolic:Exchange/demand reaction
411476.11.peg.787,tRNA-Charging
411476.11.peg.794,Metabolic:Citric acid cycle
411476.11.peg.795,Metabolic:Citric acid cycle
411476.11.peg.796,Metabolic:Aminosugar metabolism
411476.11.peg.800,Metabolic:Plant polysaccharide degradation
411476.11.peg.811,Metabolic:Galactose metabolism
411476.11.peg.813,Metabolic:Plant polysaccharide degradation
411476.11.peg.816,Metabolic:Starch and sucrose metabolism
411476.11.peg.817,Metabolic:Starch and sucrose metabolism
411476.11.peg.828,Metabolic:Glycolysis/gluconeogenesis
411476.11.peg.830,Metabolic:Phenylalanine metabolism
411476.11.peg.880,tRNA-Charging
411476.11.peg.913,Metabolic:Aminosugar metabolism
411476.11.peg.926,Metabolic:Folate metabolism
411476.11.peg.936,tRNA-Charging
411476.11.peg.937,"Metabolic:Transport, extracellular"
411476.11.peg.939,"Metabolic:Transport, extracellular"
411476.11.peg.940,"Metabolic:Transport, extracellular"
411476.11.peg.941,"Metabolic:Transport, extracellular"
411476.11.peg.944,Metabolic:Vitamin B2 metabolism
411476.11.peg.951,Metabolic:Exchange/demand reaction
