,subsystem
469593.3.peg.1,Metabolic:Unassigned
469593.3.peg.5,Metabolic:Lipopolysaccharide biosynthesis
469593.3.peg.6,Metabolic:Nucleotide interconversion
469593.3.peg.7,Metabolic:Thiamine metabolism
469593.3.peg.14,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
469593.3.peg.18,Metabolic:Pentose phosphate pathway
469593.3.peg.37,Metabolic:Fatty acid synthesis
469593.3.peg.38,Metabolic:Fatty acid synthesis
469593.3.peg.40,Metabolic:Fatty acid synthesis
469593.3.peg.46,Metabolic:Fatty acid synthesis
469593.3.peg.47,Metabolic:Fatty acid synthesis
469593.3.peg.48,Metabolic:Histidine metabolism
469593.3.peg.49,tRNA-Charging
469593.3.peg.58,Metabolic:Plant polysaccharide degradation
469593.3.peg.63,Metabolic:Galactose metabolism
469593.3.peg.70,Metabolic:Pentose and glucuronate interconversions
469593.3.peg.71,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
469593.3.peg.72,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
469593.3.peg.73,Metabolic:Citric acid cycle
469593.3.peg.74,Metabolic:Citric acid cycle
469593.3.peg.77,Metabolic:Citric acid cycle
469593.3.peg.83,tRNA-Charging
469593.3.peg.84,Metabolic:Methionine and cysteine metabolism
469593.3.peg.85,Metabolic:Methionine and cysteine metabolism
469593.3.peg.93,Metabolic:Histidine metabolism
469593.3.peg.97,tRNA-Charging
469593.3.peg.103,Metabolic:Phenylalanine metabolism
469593.3.peg.104,Metabolic:Glycolysis/gluconeogenesis
469593.3.peg.108,"Metabolic:Transport, extracellular"
469593.3.peg.109,Metabolic:Glutamate metabolism
469593.3.peg.115,Metabolic:Vitamin B2 metabolism
469593.3.peg.119,Metabolic:Pyrimidine synthesis
469593.3.peg.121,Metabolic:Alanine and aspartate metabolism
469593.3.peg.143,Metabolic:Glycerophospholipid metabolism
469593.3.peg.149,Metabolic:Pentose phosphate pathway
469593.3.peg.154,Translation
469593.3.peg.158,tRNA-Charging
469593.3.peg.161,Translation
469593.3.peg.162,Transcription
469593.3.peg.163,Translation
469593.3.peg.164,tRNA-Charging
469593.3.peg.165,tRNA-Charging
469593.3.peg.166,tRNA-Charging
469593.3.peg.167,Metabolic:Exchange/demand reaction
469593.3.peg.168,Metabolic:Exchange/demand reaction
469593.3.peg.170,tRNA-Charging
469593.3.peg.171,tRNA-Charging
469593.3.peg.172,Translation
469593.3.peg.173,tRNA-Charging
469593.3.peg.174,tRNA-Charging
469593.3.peg.175,tRNA-Charging
469593.3.peg.176,tRNA-Charging
469593.3.peg.177,tRNA-Charging
469593.3.peg.179,tRNA-Charging
469593.3.peg.180,tRNA-Charging
469593.3.peg.181,tRNA-Charging
469593.3.peg.182,tRNA-Charging
469593.3.peg.183,tRNA-Charging
469593.3.peg.184,tRNA-Charging
469593.3.peg.185,tRNA-Charging
469593.3.peg.186,tRNA-Charging
469593.3.peg.187,tRNA-Charging
469593.3.peg.188,tRNA-Charging
469593.3.peg.189,tRNA-Charging
469593.3.peg.190,tRNA-Charging
469593.3.peg.191,tRNA-Charging
469593.3.peg.192,tRNA-Charging
469593.3.peg.193,tRNA-Charging
469593.3.peg.194,tRNA-Charging
469593.3.peg.196,Metabolic:Glutathione metabolism
469593.3.peg.197,tRNA-Charging
469593.3.peg.198,tRNA-Charging
469593.3.peg.199,tRNA-Charging
469593.3.peg.200,Metabolic:Exchange/demand reaction
469593.3.peg.201,tRNA-Charging
469593.3.peg.210,Transcription
469593.3.peg.213,Metabolic:Methionine and cysteine metabolism
469593.3.peg.221,Metabolic:Pyruvate metabolism
469593.3.peg.227,Metabolic:Plant polysaccharide degradation
469593.3.peg.234,Metabolic:Aminosugar metabolism
469593.3.peg.250,Metabolic:Vitamin B6 metabolism
469593.3.peg.267,Metabolic:Starch and sucrose metabolism
469593.3.peg.276,Metabolic:Galactose metabolism
469593.3.peg.285,Metabolic:Fructose and mannose metabolism
469593.3.peg.286,"Metabolic:Transport, extracellular"
469593.3.peg.287,Metabolic:Fructose and mannose metabolism
469593.3.peg.288,Metabolic:Pentose and glucuronate interconversions
469593.3.peg.290,Metabolic:Urea cycle
