,subsystem
g.27460.CDS.10,tRNA-Charging
g.27460.CDS.13,Metabolic:Pyruvate metabolism
720554.3.peg.13,Metabolic:Glutamate metabolism
720554.3.peg.14,Metabolic:Glutamate metabolism
g.27460.CDS.30,Metabolic:Pentose phosphate pathway
g.27460.CDS.57,"Metabolic:Transport, extracellular"
g.27460.CDS.59,Metabolic:Taurine and hypotaurine metabolism
720554.3.peg.71,Metabolic:Phenylalanine metabolism
g.27460.CDS.72,Metabolic:Starch and sucrose metabolism
720554.3.peg.77,Metabolic:Glutamate metabolism
720554.3.peg.81,Metabolic:Glutamate metabolism
g.27460.CDS.93,"Metabolic:Transport, extracellular"
g.27460.CDS.96,Translation
g.27460.CDS.108,Metabolic:NAD metabolism
g.27460.CDS.109,Metabolic:Nucleotide salvage pathway
g.27460.CDS.118,tRNA-Charging
720554.3.peg.122,Metabolic:Phenylalanine metabolism
g.27460.CDS.127,Metabolic:Pyruvate metabolism
g.27460.CDS.135,"Metabolic:Transport, extracellular"
g.27460.CDS.146,"Metabolic:Transport, extracellular"
g.27460.CDS.150,Metabolic:NAD metabolism
g.27460.CDS.161,Metabolic:Urea cycle
g.27460.CDS.162,Metabolic:Sulfur metabolism
g.27460.CDS.166,Metabolic:Exchange/demand reaction
g.27460.CDS.168,"Metabolic:Transport, extracellular"
g.27460.CDS.177,Metabolic:Aminosugar metabolism
g.27460.CDS.187,Metabolic:Exchange/demand reaction
g.27460.CDS.189,Translation
g.27460.CDS.199,Metabolic:Squalene and cholesterol synthesis
g.27460.CDS.227,Metabolic:Pyruvate metabolism
g.27460.CDS.235,Metabolic:Tryptophan metabolism
g.27460.CDS.241,Metabolic:Exchange/demand reaction
g.27460.CDS.245,tRNA-Charging
g.27460.CDS.252,"Metabolic:Transport, extracellular"
g.27460.CDS.256,tRNA-Charging
g.27460.CDS.259,Transcription
g.27460.CDS.265,Metabolic:Pyrimidine catabolism
g.27460.CDS.270,"Metabolic:Transport, extracellular"
g.27460.CDS.271,Transcription
g.27460.CDS.272,Metabolic:Nucleotide interconversion
g.27460.CDS.274,Metabolic:Exchange/demand reaction
g.27460.CDS.275,Metabolic:Exchange/demand reaction
g.27460.CDS.283,Translation
g.27460.CDS.295,Metabolic:Nucleotide interconversion
g.27460.CDS.301,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
g.27460.CDS.317,Metabolic:Folate metabolism
g.27460.CDS.325,Metabolic:Pentose and glucuronate interconversions
g.27460.CDS.326,Metabolic:Glycerophospholipid metabolism
g.27460.CDS.334,"Metabolic:Transport, extracellular"
720554.3.peg.335,Metabolic:Cell wall biosynthesis
g.27460.CDS.355,Metabolic:Terpenoid backbone biosynthesis
g.27460.CDS.357,Metabolic:Pyruvate metabolism
