,subsystem
435591.18.peg.1,Metabolic:Exchange/demand reaction
435591.18.peg.3,Metabolic:Starch and sucrose metabolism
435591.18.peg.5,Metabolic:Folate metabolism
435591.18.peg.10,Metabolic:Aminosugar metabolism
435591.18.peg.15,Metabolic:Cell wall biosynthesis
435591.18.peg.23,Metabolic:Pentose and glucuronate interconversions
435591.18.peg.24,Metabolic:Galactose metabolism
435591.18.peg.25,Metabolic:Pentose and glucuronate interconversions
435591.18.peg.30,Metabolic:Cell wall biosynthesis
435591.18.peg.39,Metabolic:Aminosugar metabolism
435591.18.peg.40,Metabolic:Aminosugar metabolism
435591.18.peg.43,Metabolic:Lipopolysaccharide biosynthesis
435591.18.peg.46,Metabolic:Aminosugar metabolism
435591.18.peg.47,Metabolic:Fatty acid synthesis
435591.18.peg.50,Metabolic:Respiration
435591.18.peg.54,Metabolic:Aminosugar metabolism
435591.18.peg.64,Metabolic:Arginine and proline metabolism
435591.18.peg.65,Metabolic:Urea cycle
435591.18.peg.66,Metabolic:Alanine and aspartate metabolism
435591.18.peg.72,Metabolic:Glycerophospholipid metabolism
435591.18.peg.73,Metabolic:Pyruvate metabolism
435591.18.peg.74,Metabolic:Biotin metabolism
435591.18.peg.75,Metabolic:Biotin metabolism
435591.18.peg.86,Metabolic:Plant polysaccharide degradation
435591.18.peg.93,"Metabolic:Transport, extracellular"
435591.18.peg.94,"Metabolic:Transport, extracellular"
435591.18.peg.95,"Metabolic:Transport, extracellular"
435591.18.peg.108,Metabolic:Respiration
435591.18.peg.141,Metabolic:Glycolysis/gluconeogenesis
435591.18.peg.144,Metabolic:Glycolysis/gluconeogenesis
435591.18.peg.145,Metabolic:Glycerophospholipid metabolism
435591.18.peg.146,tRNA-Charging
435591.18.peg.151,Metabolic:NAD metabolism
435591.18.peg.153,Metabolic:Nucleotide interconversion
435591.18.peg.157,"Metabolic:Valine, leucine, and isoleucine metabolism"
435591.18.peg.160,"Metabolic:Valine, leucine, and isoleucine metabolism"
435591.18.peg.161,Metabolic:Propanoate metabolism
435591.18.peg.165,Metabolic:Lipopolysaccharide biosynthesis
435591.18.peg.169,"Metabolic:Valine, leucine, and isoleucine metabolism"
435591.18.peg.175,Metabolic:CoA synthesis
435591.18.peg.181,Translation
435591.18.peg.183,Metabolic:Vitamin B6 metabolism
435591.18.peg.184,Metabolic:Glycerophospholipid metabolism
435591.18.peg.195,Metabolic:Vitamin B2 metabolism
435591.18.peg.199,Metabolic:Folate metabolism
435591.18.peg.201,Metabolic:Pyrimidine catabolism
435591.18.peg.208,Metabolic:CoA synthesis
435591.18.peg.209,Metabolic:beta-Alanine metabolism
435591.18.peg.213,"Metabolic:Transport, extracellular"
435591.18.peg.215,Metabolic:Folate metabolism
435591.18.peg.224,Metabolic:Galactose metabolism
435591.18.peg.230,Metabolic:Aminosugar metabolism
435591.18.peg.231,Metabolic:Aminosugar metabolism
435591.18.peg.232,Metabolic:Aminosugar metabolism
435591.18.peg.233,Transcription
435591.18.peg.255,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
435591.18.peg.256,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
435591.18.peg.257,Metabolic:Alanine and aspartate metabolism
435591.18.peg.259,Metabolic:Respiration
435591.18.peg.260,Metabolic:Respiration
435591.18.peg.261,Metabolic:Respiration
435591.18.peg.262,Metabolic:Respiration
435591.18.peg.263,Metabolic:Respiration
435591.18.peg.264,Metabolic:Respiration
435591.18.peg.266,Metabolic:Respiration
435591.18.peg.267,Metabolic:Respiration
435591.18.peg.282,Metabolic:Lipopolysaccharide biosynthesis
435591.18.peg.284,Metabolic:Glycolysis/gluconeogenesis
435591.18.peg.288,Translation
435591.18.peg.300,Metabolic:Cell wall biosynthesis
435591.18.peg.308,tRNA-Charging
435591.18.peg.309,tRNA-Charging
435591.18.peg.310,Metabolic:Purine synthesis
435591.18.peg.312,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
435591.18.peg.318,Metabolic:NAD metabolism
435591.18.peg.321,Metabolic:Glutamate metabolism
435591.18.peg.322,Metabolic:Lysine metabolism
435591.18.peg.323,Metabolic:Lysine metabolism
435591.18.peg.325,Metabolic:Alanine and aspartate metabolism
435591.18.peg.326,Metabolic:Glutamate metabolism
435591.18.peg.327,Metabolic:Glutamate metabolism
435591.18.peg.336,Translation
435591.18.peg.355,Metabolic:Vitamin B2 metabolism
435591.18.peg.361,Metabolic:Exchange/demand reaction
435591.18.peg.366,Metabolic:Starch and sucrose metabolism
