,subsystem
657308.3.peg.12,Metabolic:Glycerophospholipid metabolism
657308.3.peg.21,Transcription
657308.3.peg.28,Metabolic:CoA synthesis
657308.3.peg.29,Metabolic:CoA synthesis
657308.3.peg.30,Metabolic:Heme synthesis
657308.3.peg.32,Translation
657308.3.peg.33,tRNA-Charging
657308.3.peg.36,Metabolic:Vitamin B12 metabolism
657308.3.peg.42,"Metabolic:Transport, extracellular"
657308.3.peg.46,"Metabolic:Transport, extracellular"
657308.3.peg.56,Metabolic:Aminosugar metabolism
657308.3.peg.57,Metabolic:Pyruvate metabolism
657308.3.peg.58,Metabolic:Pyruvate metabolism
657308.3.peg.63,Transcription
657308.3.peg.82,Metabolic:Glycolysis/gluconeogenesis
657308.3.peg.83,Metabolic:Glycolysis/gluconeogenesis
657308.3.peg.84,Metabolic:Glycolysis/gluconeogenesis
657308.3.peg.85,Metabolic:Glycolysis/gluconeogenesis
657308.3.peg.86,Metabolic:Glycolysis/gluconeogenesis
657308.3.peg.92,Metabolic:Exchange/demand reaction
657308.3.peg.95,Metabolic:Cell wall biosynthesis
657308.3.peg.96,Metabolic:Cell wall biosynthesis
657308.3.peg.97,Metabolic:Cell wall biosynthesis
657308.3.peg.98,Metabolic:Cell wall biosynthesis
657308.3.peg.99,Metabolic:Cell wall biosynthesis
657308.3.peg.105,Metabolic:Glutamate metabolism
657308.3.peg.132,Translation
657308.3.peg.133,Metabolic:Pentose phosphate pathway
657308.3.peg.134,tRNA-Charging
657308.3.peg.137,Metabolic:Nucleotide interconversion
657308.3.peg.138,Metabolic:Arginine and proline metabolism
657308.3.peg.142,Metabolic:Citric acid cycle
657308.3.peg.146,Metabolic:Fatty acid synthesis
657308.3.peg.147,Metabolic:Glycolysis/gluconeogenesis
657308.3.peg.149,tRNA-Charging
657308.3.peg.150,tRNA-Charging
657308.3.peg.151,tRNA-Charging
657308.3.peg.153,Metabolic:Pentose phosphate pathway
657308.3.peg.159,tRNA-Charging
657308.3.peg.175,Metabolic:Exchange/demand reaction
657308.3.peg.176,Metabolic:Exchange/demand reaction
657308.3.peg.177,Metabolic:Exchange/demand reaction
657308.3.peg.178,Metabolic:Cell wall biosynthesis
657308.3.peg.179,tRNA-Charging
657308.3.peg.194,Metabolic:CoA synthesis
657308.3.peg.198,tRNA-Charging
657308.3.peg.202,Metabolic:Histidine metabolism
657308.3.peg.203,Metabolic:Thiamine metabolism
657308.3.peg.213,Metabolic:Glycerophospholipid metabolism
657308.3.peg.214,Metabolic:Cell wall biosynthesis
657308.3.peg.221,tRNA-Charging
657308.3.peg.235,Metabolic:Respiration
657308.3.peg.237,Metabolic:Respiration
657308.3.peg.239,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
657308.3.peg.242,Metabolic:Pyruvate metabolism
657308.3.peg.256,Metabolic:Cell wall biosynthesis
657308.3.peg.258,Metabolic:Cell wall biosynthesis
657308.3.peg.259,Metabolic:Alanine and aspartate metabolism
657308.3.peg.260,Metabolic:Purine synthesis
657308.3.peg.272,Metabolic:Folate metabolism
657308.3.peg.276,Metabolic:Terpenoid backbone biosynthesis
657308.3.peg.277,Metabolic:Terpenoid backbone biosynthesis
657308.3.peg.278,Metabolic:Methionine and cysteine metabolism
657308.3.peg.281,tRNA-Charging
657308.3.peg.282,Transcription
657308.3.peg.286,"Metabolic:Transport, extracellular"
657308.3.peg.298,"Metabolic:Transport, extracellular"
657308.3.peg.299,Metabolic:Alanine and aspartate metabolism
