,subsystem
g.27472.CDS.6,tRNA-Charging
g.27472.CDS.7,Metabolic:Fructose and mannose metabolism
g.27472.CDS.12,Metabolic:Respiration
g.27472.CDS.25,Metabolic:Pyrimidine synthesis
g.27472.CDS.34,Metabolic:Aminosugar metabolism
742725.3.peg.37,Metabolic:Citric acid cycle
742725.3.peg.38,Metabolic:Citric acid cycle
g.27472.CDS.40,Metabolic:Nucleotide interconversion
g.27472.CDS.43,Metabolic:Cell wall biosynthesis
g.27472.CDS.46,Transcription
g.27472.CDS.54,Translation
g.27472.CDS.61,Metabolic:Pentose and glucuronate interconversions
g.27472.CDS.62,Metabolic:Nucleotide interconversion
g.27472.CDS.66,Metabolic:Pentose and glucuronate interconversions
g.27472.CDS.68,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.27472.CDS.70,Metabolic:Respiration
g.27472.CDS.73,Metabolic:Lipopolysaccharide biosynthesis
g.27472.CDS.74,Metabolic:Lipopolysaccharide biosynthesis
g.27472.CDS.85,tRNA-Charging
742725.3.peg.91,Metabolic:Glycolysis/gluconeogenesis
g.27472.CDS.96,Metabolic:Exchange/demand reaction
g.27472.CDS.99,tRNA-Charging
g.27472.CDS.102,tRNA-Charging
742725.3.peg.104,Metabolic:Biotin metabolism
g.27472.CDS.119,Metabolic:Ascorbate and aldarate metabolism
742725.3.peg.135,Metabolic:Thiamine metabolism
742725.3.peg.136,Metabolic:Thiamine metabolism
g.27472.CDS.139,"Metabolic:Transport, extracellular"
g.27472.CDS.141,tRNA-Charging
742725.3.peg.142,Metabolic:Purine synthesis
742725.3.peg.143,Metabolic:Methionine and cysteine metabolism
g.27472.CDS.145,tRNA-Charging
g.27472.CDS.152,Metabolic:Ascorbate and aldarate metabolism
g.27472.CDS.154,Metabolic:Glycerophospholipid metabolism
g.27472.CDS.156,Metabolic:Starch and sucrose metabolism
g.27472.CDS.158,Metabolic:Fatty acid synthesis
742725.3.peg.158,Metabolic:Citric acid cycle
g.27472.CDS.164,"Metabolic:Transport, extracellular"
g.27472.CDS.168,Metabolic:Propanoate metabolism
g.27472.CDS.180,tRNA-Charging
g.27472.CDS.193,Translation
g.27472.CDS.196,Metabolic:Pentose phosphate pathway
g.27472.CDS.200,Metabolic:Respiration
g.27472.CDS.201,Metabolic:Biotin metabolism
g.27472.CDS.202,"Metabolic:Transport, extracellular"
742725.3.peg.202,Metabolic:Glutamate metabolism
g.27472.CDS.209,Translation
742725.3.peg.216,Metabolic:Glycolysis/gluconeogenesis
742725.3.peg.218,Metabolic:Glycolysis/gluconeogenesis
742725.3.peg.221,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
742725.3.peg.226,Metabolic:Folate metabolism
