,subsystem
g.29563.CDS.3,"Metabolic:Transport, extracellular"
g.29563.CDS.10,Post-translation
g.29563.CDS.20,Metabolic:Lysine metabolism
g.29563.CDS.26,tRNA-Charging
g.29563.CDS.31,Metabolic:Methionine and cysteine metabolism
g.29563.CDS.37,Metabolic:Aminobenzoate degradation
g.29563.CDS.47,Metabolic:Pyrimidine synthesis
1121102.3.peg.49,Metabolic:Glycolysis/gluconeogenesis
g.29563.CDS.51,Metabolic:Exchange/demand reaction
g.29563.CDS.55,Metabolic:Arginine and proline metabolism
g.29563.CDS.56,Metabolic:Cell wall biosynthesis
g.29563.CDS.63,tRNA-Charging
g.29563.CDS.64,Metabolic:Arginine and proline metabolism
g.29563.CDS.72,"Metabolic:Transport, extracellular"
g.29563.CDS.73,Metabolic:Pentose phosphate pathway
g.29563.CDS.77,"Metabolic:Transport, extracellular"
g.29563.CDS.86,Metabolic:Nitrogen metabolism
g.29563.CDS.89,Translation
g.29563.CDS.91,Translation
g.29563.CDS.96,Metabolic:Heme synthesis
1121102.3.peg.101,Metabolic:Tryptophan metabolism
g.29563.CDS.102,Metabolic:Nucleotide interconversion
1121102.3.peg.103,Metabolic:Vitamin B2 metabolism
1121102.3.peg.107,Metabolic:Citric acid cycle
1121102.3.peg.108,Metabolic:Citric acid cycle
1121102.3.peg.109,Metabolic:Citric acid cycle
g.29563.CDS.110,Metabolic:Respiration
g.29563.CDS.122,Metabolic:Cholesterol metabolism
1121102.3.peg.129,Metabolic:Phenylalanine metabolism
g.29563.CDS.130,Metabolic:Cell wall biosynthesis
g.29563.CDS.137,Metabolic:Respiration
g.29563.CDS.144,Metabolic:Fatty acid synthesis
g.29563.CDS.154,Translation
g.29563.CDS.155,Metabolic:Vitamin B12 metabolism
1121102.3.peg.161,Metabolic:NAD metabolism
1121102.3.peg.165,Metabolic:Arginine and proline metabolism
g.29563.CDS.166,Metabolic:Arginine and proline metabolism
1121102.3.peg.167,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.29563.CDS.173,tRNA-Charging
g.29563.CDS.176,tRNA-Charging
g.29563.CDS.192,tRNA-Charging
g.29563.CDS.194,Metabolic:Nucleotide interconversion
g.29563.CDS.202,Metabolic:Terpenoid backbone biosynthesis
g.29563.CDS.205,tRNA-Charging
g.29563.CDS.206,tRNA-Charging
g.29563.CDS.214,Metabolic:Nucleotide interconversion
g.29563.CDS.217,Metabolic:ROS detoxification
g.29563.CDS.218,Metabolic:Vitamin B2 metabolism
g.29563.CDS.219,Metabolic:Oxidative phosphorylation
g.29563.CDS.220,Metabolic:Respiration
g.29563.CDS.221,Metabolic:Exchange/demand reaction
g.29563.CDS.225,Metabolic:Aminobenzoate degradation
g.29563.CDS.231,tRNA-Charging
g.29563.CDS.243,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.29563.CDS.244,Metabolic:Tetrahydrobiopterin metabolism
g.29563.CDS.247,Metabolic:tRNA Charging
1121102.3.peg.247,Metabolic:Pyrimidine synthesis
1121102.3.peg.248,Metabolic:Pyrimidine synthesis
g.29563.CDS.250,Metabolic:Glutamate metabolism
1121102.3.peg.250,Metabolic:Glyoxylate and dicarboxylate metabolism
g.29563.CDS.253,Metabolic:Folate metabolism
g.29563.CDS.255,tRNA-Charging
1121102.3.peg.260,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.29563.CDS.263,Metabolic:Respiration
g.29563.CDS.268,tRNA-Charging
g.29563.CDS.270,tRNA-Charging
1121102.3.peg.276,Metabolic:Methionine and cysteine metabolism
1121102.3.peg.278,Metabolic:Methionine and cysteine metabolism
g.29563.CDS.280,Metabolic:Glycerophospholipid metabolism
g.29563.CDS.281,Metabolic:Nucleotide interconversion
g.29563.CDS.284,tRNA-Charging
1121102.3.peg.289,Metabolic:Aminosugar metabolism
g.29563.CDS.299,tRNA-Charging
g.29563.CDS.301,Metabolic:Arginine and proline metabolism
1121102.3.peg.301,"Metabolic:Valine, leucine, and isoleucine metabolism"
1121102.3.peg.302,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.29563.CDS.307,tRNA-Charging
g.29563.CDS.314,tRNA-Charging
1121102.3.peg.318,Metabolic:Arginine and proline metabolism
g.29563.CDS.321,Transcription
g.29563.CDS.333,tRNA-Charging
g.29563.CDS.339,Metabolic:Others
g.29563.CDS.342,Metabolic:Exchange/demand reaction
g.29563.CDS.348,tRNA-Charging
g.29563.CDS.351,Translation
g.29563.CDS.353,Translation
1121102.3.peg.353,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.29563.CDS.357,Metabolic:Methionine and cysteine metabolism
1121102.3.peg.358,Metabolic:Terpenoid backbone biosynthesis
g.29563.CDS.359,Metabolic:Cell wall biosynthesis
1121102.3.peg.359,Metabolic:Histidine metabolism
1121102.3.peg.360,Metabolic:Phenylalanine metabolism
1121102.3.peg.366,Metabolic:Pentose phosphate pathway
1121102.3.peg.367,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.29563.CDS.369,"Metabolic:Valine, leucine, and isoleucine metabolism"
1121102.3.peg.369,Metabolic:Urea cycle
g.29563.CDS.370,Metabolic:Nucleotide interconversion
g.29563.CDS.380,Metabolic:Aminosugar metabolism
g.29563.CDS.384,tRNA-Charging
g.29563.CDS.387,Metabolic:NAD metabolism
1121102.3.peg.391,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.29563.CDS.398,Metabolic:Propanoate metabolism
g.29563.CDS.401,Metabolic:Heme synthesis
g.29563.CDS.403,tRNA-Charging
g.29563.CDS.404,Metabolic:Aminobenzoate degradation
g.29563.CDS.408,Metabolic:Respiration
g.29563.CDS.411,Metabolic:Urea cycle
g.29563.CDS.412,Metabolic:Exchange/demand reaction
g.29563.CDS.416,Metabolic:Glycerophospholipid metabolism
g.29563.CDS.417,Translation
1121102.3.peg.419,Metabolic:Pentose phosphate pathway
g.29563.CDS.420,Metabolic:Arginine and proline metabolism
1121102.3.peg.422,Metabolic:beta-Alanine metabolism
g.29563.CDS.423,Metabolic:Arginine and proline metabolism
g.29563.CDS.424,Metabolic:Exchange/demand reaction
g.29563.CDS.430,Metabolic:Respiration
g.29563.CDS.438,"Metabolic:Transport, extracellular"
g.29563.CDS.439,Metabolic:Lipopolysaccharide biosynthesis
g.29563.CDS.440,tRNA-Charging
g.29563.CDS.449,Metabolic:Lipopolysaccharide biosynthesis
g.29563.CDS.452,tRNA-Charging
g.29563.CDS.454,Transcription
g.29563.CDS.456,Metabolic:Cholesterol metabolism
g.29563.CDS.458,Metabolic:Nucleotide interconversion
g.29563.CDS.459,Metabolic:Respiration
g.29563.CDS.465,Metabolic:Thiamine metabolism
g.29563.CDS.466,Metabolic:Nucleotide interconversion
g.29563.CDS.472,tRNA-Charging
1121102.3.peg.473,Metabolic:Pyrimidine synthesis
g.29563.CDS.475,tRNA-Charging
g.29563.CDS.479,Metabolic:Heme synthesis
g.29563.CDS.481,Metabolic:Nucleotide interconversion
1121102.3.peg.481,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.29563.CDS.482,"Metabolic:Transport, extracellular"
1121102.3.peg.483,Metabolic:Histidine metabolism
g.29563.CDS.485,Metabolic:Sulfur metabolism
1121102.3.peg.486,Metabolic:Purine synthesis
g.29563.CDS.487,tRNA-Charging
1121102.3.peg.487,Metabolic:CoA synthesis
g.29563.CDS.489,Metabolic:Exchange/demand reaction
g.29563.CDS.490,Metabolic:Sulfur metabolism
1121102.3.peg.490,Metabolic:Cell wall biosynthesis
g.29563.CDS.494,"Metabolic:Transport, extracellular"
g.29563.CDS.498,tRNA-Charging
g.29563.CDS.499,Metabolic:Nitrogen metabolism
g.29563.CDS.500,Metabolic:Nucleotide interconversion
1121102.3.peg.504,Metabolic:Alanine and aspartate metabolism
g.29563.CDS.510,Translation
g.29563.CDS.517,tRNA-Charging
g.29563.CDS.518,tRNA-Charging
1121102.3.peg.519,Metabolic:Tetrahydrobiopterin metabolism
g.29563.CDS.522,Translation
1121102.3.peg.525,Metabolic:Purine synthesis
g.29563.CDS.527,Metabolic:Respiration
g.29563.CDS.537,tRNA-Charging
g.29563.CDS.543,Metabolic:Miscellaneous
g.29563.CDS.544,Metabolic:Lipopolysaccharide biosynthesis
g.29563.CDS.545,Metabolic:Terpenoid backbone biosynthesis
g.29563.CDS.552,Translation
g.29563.CDS.562,Metabolic:Citric acid cycle
g.29563.CDS.564,tRNA-Charging
1121102.3.peg.572,Metabolic:Alanine and aspartate metabolism
1121102.3.peg.573,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.29563.CDS.577,tRNA-Charging
g.29563.CDS.579,Metabolic:Pentose and glucuronate interconversions
g.29563.CDS.582,Metabolic:Citric acid cycle
1121102.3.peg.583,Metabolic:Purine synthesis
1121102.3.peg.584,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.29563.CDS.586,Metabolic:Nucleotide interconversion
1121102.3.peg.596,Metabolic:Pyrimidine synthesis
1121102.3.peg.597,Metabolic:Pyrimidine synthesis
g.29563.CDS.600,Metabolic:Respiration
g.29563.CDS.604,Metabolic:Exchange/demand reaction
g.29563.CDS.609,Metabolic:Arginine and proline metabolism
g.29563.CDS.623,Translation
g.29563.CDS.625,Metabolic:Folate metabolism
1121102.3.peg.625,Metabolic:Pyrimidine synthesis
g.29563.CDS.626,Metabolic:Exchange/demand reaction
1121102.3.peg.636,Metabolic:Purine synthesis
g.29563.CDS.645,Metabolic:Vitamin B6 metabolism
g.29563.CDS.651,Metabolic:Exchange/demand reaction
g.29563.CDS.652,Metabolic:Arginine and proline metabolism
1121102.3.peg.653,Metabolic:Histidine metabolism
1121102.3.peg.654,Metabolic:Nucleotide interconversion
g.29563.CDS.658,Metabolic:Arginine and proline metabolism
g.29563.CDS.662,Translation
g.29563.CDS.670,Metabolic:Oxidative phosphorylation
g.29563.CDS.671,Metabolic:Respiration
g.29563.CDS.677,"Metabolic:Transport, extracellular"
1121102.3.peg.678,Metabolic:Tryptophan metabolism
1121102.3.peg.679,Metabolic:Tryptophan metabolism
g.29563.CDS.680,"Metabolic:Transport, extracellular"
1121102.3.peg.680,Metabolic:Tryptophan metabolism
1121102.3.peg.681,Metabolic:Tryptophan metabolism
g.29563.CDS.687,tRNA-Charging
g.29563.CDS.693,Metabolic:Respiration
g.29563.CDS.695,Metabolic:Nucleotide interconversion
g.29563.CDS.698,tRNA-Charging
g.29563.CDS.702,Metabolic:Thiamine metabolism
g.29563.CDS.705,Metabolic:Sulfur metabolism
g.29563.CDS.706,Metabolic:Cell wall biosynthesis
g.29563.CDS.711,Metabolic:Oxidative phosphorylation
g.29563.CDS.726,Metabolic:Phenylalanine metabolism
1121102.3.peg.726,Metabolic:Sulfur metabolism
1121102.3.peg.734,Metabolic:Thiamine metabolism
g.29563.CDS.735,Metabolic:Pyruvate metabolism
1121102.3.peg.736,Metabolic:Thiamine metabolism
g.29563.CDS.737,Metabolic:Pyruvate metabolism
g.29563.CDS.750,tRNA-Charging
1121102.3.peg.755,Metabolic:Thiamine metabolism
g.29563.CDS.757,Metabolic:Glycerophospholipid metabolism
g.29563.CDS.763,Metabolic:Respiration
g.29563.CDS.768,Metabolic:Oxidative phosphorylation
g.29563.CDS.771,Metabolic:Others
g.29563.CDS.776,Metabolic:Arginine and proline metabolism
1121102.3.peg.777,Metabolic:Alanine and aspartate metabolism
g.29563.CDS.778,Metabolic:Pyrimidine synthesis
1121102.3.peg.778,Metabolic:Methionine and cysteine metabolism
g.29563.CDS.779,Metabolic:Pyruvate metabolism
1121102.3.peg.782,Metabolic:CoA synthesis
g.29563.CDS.783,tRNA-Charging
g.29563.CDS.797,"Metabolic:Transport, extracellular"
g.29563.CDS.798,Metabolic:Glutathione metabolism
g.29563.CDS.799,tRNA-Charging
g.29563.CDS.803,Metabolic:Lipopolysaccharide biosynthesis
1121102.3.peg.809,Metabolic:Nucleotide interconversion
g.29563.CDS.812,Metabolic:Aminosugar metabolism
g.29563.CDS.816,Metabolic:Nucleotide interconversion
g.29563.CDS.817,tRNA-Charging
g.29563.CDS.818,Metabolic:Nitrogen metabolism
1121102.3.peg.818,Metabolic:Methionine and cysteine metabolism
g.29563.CDS.819,Metabolic:Folate metabolism
1121102.3.peg.820,Metabolic:Nucleotide interconversion
g.29563.CDS.823,Metabolic:Pentose and glucuronate interconversions
g.29563.CDS.825,Metabolic:Exchange/demand reaction
g.29563.CDS.826,Metabolic:Sulfur metabolism
1121102.3.peg.827,Metabolic:Histidine metabolism
g.29563.CDS.828,tRNA-Charging
g.29563.CDS.832,Translation
g.29563.CDS.839,Translation
