,subsystem
g.31863.CDS.3,Metabolic:Starch and sucrose metabolism
g.31863.CDS.5,Transcription
g.31863.CDS.10,Metabolic:Exchange/demand reaction
g.31863.CDS.11,Metabolic:Folate metabolism
g.31863.CDS.16,"Metabolic:Transport, extracellular"
g.31863.CDS.18,tRNA-Charging
g.31863.CDS.21,tRNA-Charging
g.31863.CDS.23,Translation
g.31863.CDS.27,Metabolic:Glutathione metabolism
g.31863.CDS.37,Metabolic:Fructose and mannose metabolism
1292022.3.peg.40,Metabolic:Glycolysis/gluconeogenesis
g.31863.CDS.43,"Metabolic:Transport, extracellular"
g.31863.CDS.46,Translation
g.31863.CDS.49,tRNA-Charging
g.31863.CDS.56,Metabolic:Exchange/demand reaction
1292022.3.peg.56,Metabolic:Glutamate metabolism
g.31863.CDS.61,Metabolic:Glutamate metabolism
g.31863.CDS.66,Metabolic:CoA catabolism
g.31863.CDS.77,"Metabolic:Transport, extracellular"
g.31863.CDS.79,Metabolic:Pyrimidine synthesis
g.31863.CDS.81,tRNA-Charging
1292022.3.peg.82,Metabolic:Vitamin B2 metabolism
1292022.3.peg.91,Metabolic:Phenylalanine metabolism
1292022.3.peg.92,Metabolic:Phenylalanine metabolism
1292022.3.peg.99,Metabolic:Pyrimidine synthesis
1292022.3.peg.100,Metabolic:Pyrimidine synthesis
g.31863.CDS.102,Metabolic:Sulfur metabolism
1292022.3.peg.102,Metabolic:Pyrimidine synthesis
1292022.3.peg.103,Metabolic:Pyrimidine synthesis
1292022.3.peg.104,Metabolic:Pyrimidine synthesis
g.31863.CDS.106,Metabolic:Folate metabolism
g.31863.CDS.112,"Metabolic:Transport, extracellular"
1292022.3.peg.114,Metabolic:Histidine metabolism
1292022.3.peg.115,Metabolic:Histidine metabolism
g.31863.CDS.116,Metabolic:Pyruvate metabolism
1292022.3.peg.118,Metabolic:Tryptophan metabolism
g.31863.CDS.120,Metabolic:Vitamin B2 metabolism
1292022.3.peg.121,Metabolic:Tryptophan metabolism
1292022.3.peg.122,Metabolic:Tryptophan metabolism
1292022.3.peg.123,Metabolic:Tryptophan metabolism
g.31863.CDS.124,Metabolic:Pentose and glucuronate interconversions
1292022.3.peg.126,Metabolic:Glutamate metabolism
1292022.3.peg.127,Metabolic:Glutamate metabolism
g.31863.CDS.132,Metabolic:Sulfur metabolism
g.31863.CDS.141,Metabolic:Glutamate metabolism
g.31863.CDS.148,Metabolic:Nucleotide salvage pathway
g.31863.CDS.152,Metabolic:Glycerophospholipid metabolism
1292022.3.peg.157,Metabolic:CoA synthesis
g.31863.CDS.159,Metabolic:tRNA Charging
g.31863.CDS.164,Transcription
1292022.3.peg.164,Metabolic:Glycolysis/gluconeogenesis
1292022.3.peg.165,Metabolic:Glycolysis/gluconeogenesis
1292022.3.peg.166,Metabolic:Glycolysis/gluconeogenesis
g.31863.CDS.169,tRNA-Charging
1292022.3.peg.169,Metabolic:Pentose phosphate pathway
g.31863.CDS.170,"Metabolic:Transport, extracellular"
g.31863.CDS.171,Transcription
1292022.3.peg.171,Metabolic:Pentose phosphate pathway
1292022.3.peg.172,Metabolic:Glycolysis/gluconeogenesis
1292022.3.peg.173,Metabolic:Pentose phosphate pathway
1292022.3.peg.174,Metabolic:Pentose phosphate pathway
g.31863.CDS.178,"Metabolic:Transport, extracellular"
g.31863.CDS.182,Translation
g.31863.CDS.184,"Metabolic:Transport, extracellular"
g.31863.CDS.188,Metabolic:Exchange/demand reaction
1292022.3.peg.190,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.31863.CDS.192,Metabolic:Heme synthesis
g.31863.CDS.197,Metabolic:Others
g.31863.CDS.214,tRNA-Charging
g.31863.CDS.215,Metabolic:Aminosugar metabolism
g.31863.CDS.216,tRNA-Charging
g.31863.CDS.223,Metabolic:Phenylalanine metabolism
g.31863.CDS.233,Metabolic:Fatty acid synthesis
g.31863.CDS.245,tRNA-Charging
g.31863.CDS.249,Metabolic:Aminosugar metabolism
1292022.3.peg.249,Metabolic:Tryptophan metabolism
g.31863.CDS.252,tRNA-Charging
g.31863.CDS.255,Metabolic:Heme synthesis
g.31863.CDS.256,Metabolic:Exchange/demand reaction
g.31863.CDS.259,Metabolic:Methane metabolism
g.31863.CDS.266,Metabolic:Squalene and cholesterol synthesis
g.31863.CDS.268,Metabolic:Propanoate metabolism
g.31863.CDS.269,"Metabolic:Transport, extracellular"
g.31863.CDS.271,Metabolic:Fatty acid synthesis
g.31863.CDS.273,tRNA-Charging
1292022.3.peg.273,Metabolic:Vitamin B6 metabolism
g.31863.CDS.275,"Metabolic:Transport, extracellular"
g.31863.CDS.280,Metabolic:Oxidative phosphorylation
g.31863.CDS.281,tRNA-Charging
g.31863.CDS.282,Metabolic:Nucleotide interconversion
1292022.3.peg.294,Metabolic:Histidine metabolism
1292022.3.peg.295,Metabolic:Histidine metabolism
g.31863.CDS.307,"Metabolic:Transport, extracellular"
g.31863.CDS.313,Metabolic:Starch and sucrose metabolism
g.31863.CDS.316,Metabolic:Fatty acid synthesis
g.31863.CDS.317,Metabolic:NAD metabolism
g.31863.CDS.318,Metabolic:Exchange/demand reaction
g.31863.CDS.324,"Metabolic:Transport, extracellular"
g.31863.CDS.328,Translation
g.31863.CDS.331,Translation
g.31863.CDS.339,Translation
g.31863.CDS.345,Metabolic:Methionine and cysteine metabolism
g.31863.CDS.349,tRNA-Charging
g.31863.CDS.350,Metabolic:Pentose and glucuronate interconversions
g.31863.CDS.352,Metabolic:Pyruvate metabolism
g.31863.CDS.353,Metabolic:Exchange/demand reaction
g.31863.CDS.362,Metabolic:Unassigned
g.31863.CDS.363,tRNA-Charging
g.31863.CDS.365,Translation
g.31863.CDS.367,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.31863.CDS.368,tRNA-Charging
g.31863.CDS.371,Metabolic:Nucleotide interconversion
g.31863.CDS.375,"Metabolic:Transport, extracellular"
g.31863.CDS.376,tRNA-Charging
g.31863.CDS.395,tRNA-Charging
g.31863.CDS.398,Metabolic:Pyruvate metabolism
g.31863.CDS.408,Metabolic:Squalene and cholesterol synthesis
g.31863.CDS.420,Metabolic:Folate metabolism
g.31863.CDS.421,Metabolic:Pentose and glucuronate interconversions
g.31863.CDS.430,"Metabolic:Transport, extracellular"
g.31863.CDS.437,Metabolic:Galactose metabolism
g.31863.CDS.440,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
g.31863.CDS.441,Metabolic:Respiration
1292022.3.peg.444,Metabolic:Pentose phosphate pathway
g.31863.CDS.448,tRNA-Charging
g.31863.CDS.450,Metabolic:Heme synthesis
g.31863.CDS.451,Metabolic:Pentose phosphate pathway
g.31863.CDS.452,Metabolic:Exchange/demand reaction
g.31863.CDS.453,Metabolic:Heme synthesis
g.31863.CDS.460,Metabolic:Galactose metabolism
g.31863.CDS.463,Metabolic:Glycolysis/gluconeogenesis
g.31863.CDS.466,Metabolic:Glutathione metabolism
g.31863.CDS.469,Metabolic:Glutamate metabolism
g.31863.CDS.470,Metabolic:Pyruvate metabolism
g.31863.CDS.472,Metabolic:Glycerophospholipid metabolism
g.31863.CDS.474,"Metabolic:Transport, extracellular"
g.31863.CDS.493,"Metabolic:Transport, extracellular"
g.31863.CDS.498,tRNA-Charging
g.31863.CDS.506,Metabolic:Arginine and proline metabolism
g.31863.CDS.507,Metabolic:Vitamin B2 metabolism
g.31863.CDS.508,Metabolic:NAD metabolism
g.31863.CDS.513,Metabolic:Exchange/demand reaction
g.31863.CDS.514,tRNA-Charging
g.31863.CDS.515,tRNA-Charging
g.31863.CDS.516,Metabolic:Pentose phosphate pathway
g.31863.CDS.517,Metabolic:Thiamine metabolism
g.31863.CDS.526,Metabolic:Histidine metabolism
g.31863.CDS.530,Metabolic:Pyruvate metabolism
g.31863.CDS.535,Metabolic:CoA synthesis
g.31863.CDS.536,Translation
g.31863.CDS.537,tRNA-Charging
