,subsystem
702459.6.peg.1,Metabolic:Exchange/demand reaction
702459.6.peg.2,Metabolic:Exchange/demand reaction
702459.6.peg.6,Metabolic:Exchange/demand reaction
702459.6.peg.7,Metabolic:Exchange/demand reaction
702459.6.peg.14,Metabolic:Glycerophospholipid metabolism
702459.6.peg.23,Metabolic:Glutamate metabolism
702459.6.peg.25,Metabolic:Pentose phosphate pathway
702459.6.peg.27,Metabolic:Aminosugar metabolism
702459.6.peg.36,Metabolic:Vitamin B2 metabolism
702459.6.peg.40,Metabolic:Miscellaneous
702459.6.peg.44,Metabolic:Pyruvate metabolism
702459.6.peg.49,tRNA-Charging
702459.6.peg.53,Metabolic:Nucleotide sugar metabolism
702459.6.peg.63,Metabolic:Pyrimidine synthesis
702459.6.peg.70,Metabolic:Galactose metabolism
702459.6.peg.86,Metabolic:Nucleotide sugar metabolism
702459.6.peg.87,Metabolic:Cell wall biosynthesis
702459.6.peg.88,Metabolic:Nucleotide sugar metabolism
702459.6.peg.90,Metabolic:Cell wall biosynthesis
702459.6.peg.100,Metabolic:Starch and sucrose metabolism
702459.6.peg.108,Metabolic:Folate metabolism
702459.6.peg.116,Metabolic:Nucleotide interconversion
702459.6.peg.120,Metabolic:Glycerophospholipid metabolism
702459.6.peg.125,Metabolic:Others
702459.6.peg.135,"Metabolic:Transport, extracellular"
702459.6.peg.136,Metabolic:Respiration
702459.6.peg.147,Metabolic:Pentose phosphate pathway
702459.6.peg.148,Metabolic:Nucleotide interconversion
702459.6.peg.152,Metabolic:Lipopolysaccharide biosynthesis
702459.6.peg.156,"Metabolic:Valine, leucine, and isoleucine metabolism"
702459.6.peg.158,"Metabolic:Valine, leucine, and isoleucine metabolism"
702459.6.peg.160,Metabolic:Galactose metabolism
702459.6.peg.162,"Metabolic:Transport, extracellular"
702459.6.peg.168,Metabolic:Nucleotide salvage pathway
702459.6.peg.177,Metabolic:Galactose metabolism
702459.6.peg.208,Metabolic:Folate metabolism
702459.6.peg.218,tRNA-Charging
702459.6.peg.223,"Metabolic:Valine, leucine, and isoleucine metabolism"
702459.6.peg.224,"Metabolic:Valine, leucine, and isoleucine metabolism"
702459.6.peg.230,Metabolic:Pyrimidine synthesis
702459.6.peg.232,Metabolic:Aminosugar metabolism
702459.6.peg.236,Translation
702459.6.peg.237,tRNA-Charging
702459.6.peg.251,Metabolic:Glycerophospholipid metabolism
702459.6.peg.252,tRNA-Charging
702459.6.peg.254,Metabolic:Lysine metabolism
702459.6.peg.255,"Metabolic:Transport, extracellular"
702459.6.peg.256,"Metabolic:Transport, extracellular"
702459.6.peg.257,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
702459.6.peg.258,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
702459.6.peg.265,Metabolic:Lysine metabolism
702459.6.peg.267,Transcription
702459.6.peg.268,tRNA-Charging
702459.6.peg.269,tRNA-Charging
702459.6.peg.272,Metabolic:Arginine and proline metabolism
702459.6.peg.273,Metabolic:Alanine and aspartate metabolism
702459.6.peg.275,Transcription
702459.6.peg.276,Metabolic:Glycerophospholipid metabolism
702459.6.peg.277,Metabolic:Glycerophospholipid metabolism
702459.6.peg.278,Metabolic:Alanine and aspartate metabolism
702459.6.peg.279,Metabolic:Glycerophospholipid metabolism
702459.6.peg.282,Metabolic:Pentose phosphate pathway
702459.6.peg.290,tRNA-Charging
702459.6.peg.291,Metabolic:Exchange/demand reaction
702459.6.peg.292,tRNA-Charging
702459.6.peg.293,tRNA-Charging
702459.6.peg.297,"Metabolic:Transport, extracellular"
702459.6.peg.301,Metabolic:Pyruvate metabolism
702459.6.peg.311,Metabolic:Alanine and aspartate metabolism
702459.6.peg.318,Metabolic:Fatty acid synthesis
702459.6.peg.331,Metabolic:Arginine and proline metabolism
702459.6.peg.342,tRNA-Charging
702459.6.peg.349,Translation
702459.6.peg.352,Metabolic:Exchange/demand reaction
702459.6.peg.355,tRNA-Charging
702459.6.peg.356,Metabolic:Alanine and aspartate metabolism
702459.6.peg.362,tRNA-Charging
702459.6.peg.363,Metabolic:Nucleotide interconversion
702459.6.peg.366,Metabolic:CoA synthesis
702459.6.peg.369,tRNA-Charging
702459.6.peg.370,Metabolic:Exchange/demand reaction
702459.6.peg.371,"Metabolic:Valine, leucine, and isoleucine metabolism"
702459.6.peg.372,"Metabolic:Valine, leucine, and isoleucine metabolism"
702459.6.peg.373,Metabolic:NAD metabolism
702459.6.peg.374,Transcription
702459.6.peg.377,Metabolic:Glycolysis/gluconeogenesis
702459.6.peg.390,"Metabolic:Transport, extracellular"
702459.6.peg.393,Metabolic:Pentose and glucuronate interconversions
702459.6.peg.394,tRNA-Charging
702459.6.peg.398,Metabolic:Propanoate metabolism
702459.6.peg.399,Metabolic:Vitamin B6 metabolism
702459.6.peg.400,Metabolic:Vitamin B6 metabolism
702459.6.peg.407,"Metabolic:Transport, extracellular"
702459.6.peg.411,Metabolic:ROS detoxification
702459.6.peg.416,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
702459.6.peg.420,"Metabolic:Valine, leucine, and isoleucine metabolism"
702459.6.peg.422,Metabolic:Lipoate metabolism
702459.6.peg.424,Metabolic:Cell wall biosynthesis
702459.6.peg.427,Metabolic:Pyrimidine synthesis
702459.6.peg.429,Metabolic:Galactose metabolism
702459.6.peg.430,Metabolic:Galactose metabolism
702459.6.peg.437,Metabolic:Exchange/demand reaction
702459.6.peg.443,Metabolic:Exchange/demand reaction
702459.6.peg.444,Metabolic:Exchange/demand reaction
702459.6.peg.461,Metabolic:Lysine metabolism
702459.6.peg.462,Metabolic:Lysine metabolism
702459.6.peg.464,Metabolic:Glutathione metabolism
702459.6.peg.467,Metabolic:Cell wall biosynthesis
702459.6.peg.471,Metabolic:Alanine and aspartate metabolism
702459.6.peg.475,Metabolic:Thiamine metabolism
702459.6.peg.477,Metabolic:Nucleotide interconversion
702459.6.peg.482,Metabolic:Nucleotide interconversion
702459.6.peg.493,Metabolic:Glutamate metabolism
702459.6.peg.494,Metabolic:Lysine metabolism
702459.6.peg.505,Metabolic:Thiamine metabolism
702459.6.peg.508,Metabolic:Thiamine metabolism
702459.6.peg.509,Metabolic:Thiamine metabolism
702459.6.peg.510,Metabolic:Galactose metabolism
702459.6.peg.511,tRNA-Charging
702459.6.peg.518,Translation
702459.6.peg.521,Metabolic:Lysine metabolism
702459.6.peg.523,Translation
702459.6.peg.528,Metabolic:Pyrimidine synthesis
702459.6.peg.534,Metabolic:Terpenoid backbone biosynthesis
702459.6.peg.536,Metabolic:Terpenoid backbone biosynthesis
702459.6.peg.543,Metabolic:Exchange/demand reaction
702459.6.peg.550,Metabolic:Pentose and glucuronate interconversions
