,subsystem
g.32240.CDS.0,Metabolic:Galactose metabolism
g.32240.CDS.4,tRNA-Charging
g.32240.CDS.8,Metabolic:Cell wall biosynthesis
g.32240.CDS.10,Metabolic:Fructose and mannose metabolism
g.32240.CDS.11,Translation
g.32240.CDS.22,Metabolic:Glycerophospholipid metabolism
g.32240.CDS.23,Metabolic:Exchange/demand reaction
g.32240.CDS.26,Metabolic:Vitamin B2 metabolism
g.32240.CDS.35,"Metabolic:Transport, extracellular"
g.32240.CDS.38,Metabolic:NAD metabolism
g.32240.CDS.41,Metabolic:Glycolysis/gluconeogenesis
641143.3.peg.41,Metabolic:Pyrimidine synthesis
641143.3.peg.49,Metabolic:Pyrimidine synthesis
g.32240.CDS.55,Translation
g.32240.CDS.57,Translation
g.32240.CDS.59,Metabolic:Fatty acid synthesis
g.32240.CDS.63,Metabolic:Pentose phosphate pathway
g.32240.CDS.64,Metabolic:Cell wall biosynthesis
g.32240.CDS.69,Metabolic:Methionine and cysteine metabolism
641143.3.peg.70,Metabolic:NAD metabolism
g.32240.CDS.86,Metabolic:NAD metabolism
g.32240.CDS.116,tRNA-Charging
g.32240.CDS.127,Metabolic:Lysine metabolism
g.32240.CDS.128,Metabolic:Pyrimidine synthesis
g.32240.CDS.130,Metabolic:Galactose metabolism
g.32240.CDS.131,Metabolic:Fructose and mannose metabolism
641143.3.peg.131,Metabolic:Citric acid cycle
g.32240.CDS.139,Metabolic:Nucleotide interconversion
641143.3.peg.139,Metabolic:Glycolysis/gluconeogenesis
g.32240.CDS.142,Metabolic:Vitamin B6 metabolism
g.32240.CDS.143,Metabolic:Pentose phosphate pathway
g.32240.CDS.146,Metabolic:Pentose phosphate pathway
g.32240.CDS.151,Metabolic:Pyrimidine synthesis
g.32240.CDS.153,Metabolic:Glycolysis/gluconeogenesis
g.32240.CDS.154,Metabolic:Methionine and cysteine metabolism
g.32240.CDS.165,Translation
g.32240.CDS.166,Metabolic:Aminosugar metabolism
g.32240.CDS.171,Translation
641143.3.peg.175,Metabolic:Glycolysis/gluconeogenesis
g.32240.CDS.179,Translation
641143.3.peg.188,Metabolic:Pentose phosphate pathway
g.32240.CDS.196,Metabolic:Lysine metabolism
g.32240.CDS.197,"Metabolic:Transport, extracellular"
g.32240.CDS.200,Translation
g.32240.CDS.202,"Metabolic:Transport, extracellular"
g.32240.CDS.208,tRNA-Charging
g.32240.CDS.215,Post-translation
g.32240.CDS.217,Metabolic:Exchange/demand reaction
641143.3.peg.220,Metabolic:Vitamin B2 metabolism
g.32240.CDS.221,tRNA-Charging
g.32240.CDS.222,Translation
g.32240.CDS.223,Metabolic:Pentose and glucuronate interconversions
g.32240.CDS.229,Metabolic:NAD metabolism
g.32240.CDS.231,Metabolic:Exchange/demand reaction
g.32240.CDS.235,Metabolic:Exchange/demand reaction
g.32240.CDS.242,Metabolic:Exchange/demand reaction
g.32240.CDS.245,Metabolic:Nucleotide interconversion
g.32240.CDS.253,Metabolic:Pentose and glucuronate interconversions
g.32240.CDS.262,Metabolic:Nucleotide interconversion
g.32240.CDS.264,Metabolic:Pyrimidine synthesis
g.32240.CDS.266,Metabolic:Exchange/demand reaction
g.32240.CDS.270,Metabolic:NAD metabolism
g.32240.CDS.271,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.32240.CDS.290,Metabolic:tRNA Charging
g.32240.CDS.291,Post-translation
g.32240.CDS.292,Metabolic:Thiamine metabolism
g.32240.CDS.296,Metabolic:Pyrimidine catabolism
g.32240.CDS.297,tRNA-Charging
641143.3.peg.299,Metabolic:Nucleotide interconversion
g.32240.CDS.302,Metabolic:Citric acid cycle
g.32240.CDS.306,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
g.32240.CDS.309,Metabolic:Aminosugar metabolism
g.32240.CDS.310,Metabolic:Methionine and cysteine metabolism
g.32240.CDS.311,Metabolic:Galactose metabolism
g.32240.CDS.315,"Metabolic:Valine, leucine, and isoleucine metabolism"
641143.3.peg.315,Metabolic:Vitamin B2 metabolism
g.32240.CDS.317,Metabolic:Lipopolysaccharide biosynthesis
g.32240.CDS.318,Metabolic:Lipopolysaccharide biosynthesis
641143.3.peg.328,Metabolic:Alanine and aspartate metabolism
641143.3.peg.331,Metabolic:Glycolysis/gluconeogenesis
641143.3.peg.338,Metabolic:Vitamin B6 metabolism
g.32240.CDS.341,Metabolic:Lipopolysaccharide biosynthesis
g.32240.CDS.342,tRNA-Charging
g.32240.CDS.349,Metabolic:ROS detoxification
