,subsystem
g.23549.CDS.14,Metabolic:Lysine metabolism
g.23549.CDS.15,Post-translation
1051502.3.peg.16,Metabolic:Methionine and cysteine metabolism
g.23549.CDS.17,Metabolic:Nucleotide interconversion
g.23549.CDS.23,Metabolic:Nucleotide interconversion
g.23549.CDS.29,Metabolic:Exchange/demand reaction
g.23549.CDS.36,"Metabolic:Transport, extracellular"
1051502.3.peg.36,Metabolic:Thiamine metabolism
g.23549.CDS.40,Metabolic:Exchange/demand reaction
g.23549.CDS.44,Metabolic:Cholesterol metabolism
g.23549.CDS.47,Metabolic:Nucleotide interconversion
g.23549.CDS.50,Metabolic:Citric acid cycle
g.23549.CDS.53,Translation
g.23549.CDS.57,"Metabolic:Transport, extracellular"
g.23549.CDS.62,Metabolic:Heme synthesis
g.23549.CDS.63,Transcription
g.23549.CDS.71,Metabolic:Methionine and cysteine metabolism
g.23549.CDS.74,Metabolic:Aminobenzoate degradation
g.23549.CDS.78,Metabolic:Inositol phosphate metabolism
g.23549.CDS.81,Metabolic:Exchange/demand reaction
g.23549.CDS.82,Translation
1051502.3.peg.82,Metabolic:Biotin metabolism
g.23549.CDS.84,Metabolic:Methionine and cysteine metabolism
g.23549.CDS.90,"Metabolic:Transport, extracellular"
g.23549.CDS.95,Metabolic:Cholesterol metabolism
1051502.3.peg.107,"Metabolic:Valine, leucine, and isoleucine metabolism"
1051502.3.peg.111,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.23549.CDS.116,Metabolic:Biotin metabolism
g.23549.CDS.119,Metabolic:Methionine and cysteine metabolism
g.23549.CDS.120,tRNA-Charging
1051502.3.peg.125,Metabolic:Alanine and aspartate metabolism
g.23549.CDS.126,Metabolic:Cell wall biosynthesis
1051502.3.peg.126,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.23549.CDS.128,Metabolic:Urea cycle
g.23549.CDS.130,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.23549.CDS.135,Transcription
g.23549.CDS.136,Metabolic:Arginine and proline metabolism
g.23549.CDS.139,Metabolic:Arginine and proline metabolism
g.23549.CDS.141,Metabolic:Glyoxylate and dicarboxylate metabolism
g.23549.CDS.146,Metabolic:Exchange/demand reaction
g.23549.CDS.150,Metabolic:Heme synthesis
g.23549.CDS.152,Metabolic:Propanoate metabolism
g.23549.CDS.155,Metabolic:Biotin metabolism
g.23549.CDS.161,Metabolic:Nucleotide interconversion
g.23549.CDS.165,Metabolic:Exchange/demand reaction
g.23549.CDS.166,Metabolic:Glycerophospholipid metabolism
g.23549.CDS.167,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.23549.CDS.168,Metabolic:Cell wall biosynthesis
g.23549.CDS.169,Metabolic:Arginine and proline metabolism
g.23549.CDS.172,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.23549.CDS.173,"Metabolic:Transport, extracellular"
1051502.3.peg.175,Metabolic:Methionine and cysteine metabolism
g.23549.CDS.176,"Metabolic:Transport, extracellular"
g.23549.CDS.177,Metabolic:Thiamine metabolism
g.23549.CDS.190,Metabolic:Fructose and mannose metabolism
g.23549.CDS.203,Metabolic:Starch and sucrose metabolism
g.23549.CDS.205,Metabolic:Arginine and proline metabolism
1051502.3.peg.216,Metabolic:CoA synthesis
g.23549.CDS.219,Metabolic:Nucleotide interconversion
g.23549.CDS.220,Metabolic:NAD metabolism
g.23549.CDS.223,Metabolic:Propanoate metabolism
1051502.3.peg.226,Metabolic:Nucleotide interconversion
1051502.3.peg.227,Metabolic:Sulfur metabolism
g.23549.CDS.228,Metabolic:Urea cycle
g.23549.CDS.229,"Metabolic:Transport, extracellular"
1051502.3.peg.229,Metabolic:Sulfur metabolism
1051502.3.peg.231,Metabolic:Pyrimidine synthesis
1051502.3.peg.232,Metabolic:Pyrimidine synthesis
1051502.3.peg.233,Metabolic:Pyrimidine synthesis
1051502.3.peg.234,Metabolic:Pyrimidine synthesis
g.23549.CDS.235,Metabolic:Biotin metabolism
1051502.3.peg.235,Metabolic:Pyrimidine synthesis
1051502.3.peg.236,Metabolic:Pyrimidine synthesis
1051502.3.peg.237,Metabolic:Pyrimidine synthesis
g.23549.CDS.238,Metabolic:Exchange/demand reaction
1051502.3.peg.238,Metabolic:Pyrimidine synthesis
g.23549.CDS.239,Metabolic:Exchange/demand reaction
g.23549.CDS.240,Translation
g.23549.CDS.241,Transcription
g.23549.CDS.243,Metabolic:Citric acid cycle
g.23549.CDS.247,"Metabolic:Transport, extracellular"
g.23549.CDS.250,Metabolic:ROS detoxification
g.23549.CDS.256,"Metabolic:Transport, extracellular"
g.23549.CDS.258,Metabolic:Glycerophospholipid metabolism
g.23549.CDS.260,Metabolic:Purine catabolism
g.23549.CDS.261,Metabolic:Terpenoid backbone biosynthesis
g.23549.CDS.263,"Metabolic:Transport, extracellular"
1051502.3.peg.263,Metabolic:Pentose and glucuronate interconversions
1051502.3.peg.264,Metabolic:Pentose phosphate pathway
g.23549.CDS.272,Post-translation
g.23549.CDS.273,Metabolic:Propanoate metabolism
g.23549.CDS.274,"Metabolic:Transport, extracellular"
g.23549.CDS.275,"Metabolic:Transport, extracellular"
g.23549.CDS.276,"Metabolic:Transport, extracellular"
g.23549.CDS.286,Metabolic:Fatty acid synthesis
g.23549.CDS.287,Metabolic:Phenylalanine metabolism
1051502.3.peg.287,Metabolic:Methionine and cysteine metabolism
g.23549.CDS.288,tRNA-Charging
g.23549.CDS.290,Metabolic:Glycolysis/gluconeogenesis
1051502.3.peg.293,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.23549.CDS.294,Metabolic:Terpenoid backbone biosynthesis
g.23549.CDS.299,Metabolic:Pentose phosphate pathway
1051502.3.peg.299,Metabolic:Folate metabolism
g.23549.CDS.300,"Metabolic:Transport, extracellular"
1051502.3.peg.303,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.23549.CDS.313,tRNA-Charging
1051502.3.peg.321,Metabolic:Alanine and aspartate metabolism
1051502.3.peg.322,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.23549.CDS.323,Metabolic:Arginine and proline metabolism
g.23549.CDS.324,Metabolic:NAD metabolism
g.23549.CDS.328,Metabolic:Glycerophospholipid metabolism
g.23549.CDS.329,Metabolic:Folate metabolism
1051502.3.peg.329,Metabolic:Vitamin B2 metabolism
g.23549.CDS.330,Metabolic:Nucleotide interconversion
g.23549.CDS.333,Metabolic:Cell wall biosynthesis
g.23549.CDS.336,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.23549.CDS.338,Metabolic:Cell wall biosynthesis
g.23549.CDS.340,tRNA-Charging
1051502.3.peg.345,Metabolic:Nucleotide interconversion
g.23549.CDS.346,Metabolic:Glycolysis/gluconeogenesis
g.23549.CDS.348,Metabolic:Aminosugar metabolism
g.23549.CDS.349,Translation
g.23549.CDS.351,Metabolic:Exchange/demand reaction
g.23549.CDS.352,tRNA-Charging
g.23549.CDS.356,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.23549.CDS.358,Translation
g.23549.CDS.360,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.23549.CDS.362,Metabolic:Cell wall biosynthesis
g.23549.CDS.364,tRNA-Charging
g.23549.CDS.366,Metabolic:Methionine and cysteine metabolism
g.23549.CDS.367,"Metabolic:Transport, extracellular"
g.23549.CDS.369,Metabolic:Oxidative phosphorylation
g.23549.CDS.372,Metabolic:Vitamin B12 metabolism
g.23549.CDS.377,Metabolic:Glycerophospholipid metabolism
g.23549.CDS.380,Translation
1051502.3.peg.381,Metabolic:CoA synthesis
1051502.3.peg.391,Metabolic:CoA synthesis
g.23549.CDS.394,Metabolic:Vitamin B2 metabolism
g.23549.CDS.402,Metabolic:Pyrimidine synthesis
g.23549.CDS.403,Metabolic:Nucleotide interconversion
g.23549.CDS.405,Metabolic:Selenoamino acid metabolism
g.23549.CDS.406,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.23549.CDS.422,"Metabolic:Transport, extracellular"
g.23549.CDS.433,Metabolic:Cell wall biosynthesis
g.23549.CDS.437,Translation
g.23549.CDS.438,Metabolic:Pentose phosphate pathway
g.23549.CDS.443,"Metabolic:Transport, extracellular"
g.23549.CDS.445,Metabolic:Oxidative phosphorylation
g.23549.CDS.458,Metabolic:Nucleotide salvage pathway
g.23549.CDS.459,Metabolic:Cell wall biosynthesis
g.23549.CDS.460,Metabolic:Pentose phosphate pathway
g.23549.CDS.463,Metabolic:Vitamin B12 metabolism
g.23549.CDS.482,"Metabolic:Transport, extracellular"
g.23549.CDS.484,Translation
g.23549.CDS.491,Metabolic:Terpenoid backbone biosynthesis
g.23549.CDS.492,Translation
