,subsystem
525279.3.peg.1,"Metabolic:Transport, extracellular"
525279.3.peg.2,Metabolic:Pyrimidine catabolism
525279.3.peg.8,Metabolic:Nucleotide interconversion
525279.3.peg.10,"Metabolic:Valine, leucine, and isoleucine metabolism"
525279.3.peg.11,"Metabolic:Valine, leucine, and isoleucine metabolism"
525279.3.peg.12,Metabolic:Glycolysis/gluconeogenesis
525279.3.peg.13,Metabolic:Glycolysis/gluconeogenesis
525279.3.peg.17,Metabolic:Inositol phosphate metabolism
525279.3.peg.22,Metabolic:Citric acid cycle
525279.3.peg.26,Translation
525279.3.peg.27,Metabolic:CoA synthesis
525279.3.peg.30,Metabolic:Pyrimidine catabolism
525279.3.peg.32,Metabolic:Exchange/demand reaction
525279.3.peg.33,tRNA-Charging
525279.3.peg.37,"Metabolic:Transport, extracellular"
525279.3.peg.38,Metabolic:Cell wall biosynthesis
525279.3.peg.40,Metabolic:Pyruvate metabolism
525279.3.peg.63,tRNA-Charging
525279.3.peg.64,tRNA-Charging
525279.3.peg.67,tRNA-Charging
525279.3.peg.69,"Metabolic:Transport, extracellular"
525279.3.peg.72,Metabolic:Glutamate metabolism
525279.3.peg.73,Transcription
525279.3.peg.76,"Metabolic:Transport, extracellular"
525279.3.peg.77,"Metabolic:Valine, leucine, and isoleucine metabolism"
525279.3.peg.78,Metabolic:Fatty acid synthesis
525279.3.peg.79,Metabolic:Fatty acid synthesis
525279.3.peg.83,Metabolic:Glycolysis/gluconeogenesis
525279.3.peg.86,Transcription
525279.3.peg.90,Metabolic:Nucleotide salvage pathway
525279.3.peg.93,Metabolic:Pentose phosphate pathway
525279.3.peg.95,Metabolic:Methionine and cysteine metabolism
525279.3.peg.104,Metabolic:Cell wall biosynthesis
525279.3.peg.109,Translation
525279.3.peg.112,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
525279.3.peg.113,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
525279.3.peg.114,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
525279.3.peg.122,tRNA-Charging
525279.3.peg.129,Metabolic:Folate metabolism
525279.3.peg.133,Translation
525279.3.peg.134,Metabolic:Nucleotide salvage pathway
525279.3.peg.135,"Metabolic:Transport, extracellular"
525279.3.peg.136,Metabolic:Pyrimidine synthesis
525279.3.peg.137,Metabolic:Pyrimidine synthesis
525279.3.peg.138,Metabolic:Pyrimidine synthesis
525279.3.peg.139,Metabolic:Pyrimidine synthesis
525279.3.peg.140,Metabolic:Pyrimidine synthesis
525279.3.peg.141,Metabolic:Pyrimidine synthesis
525279.3.peg.142,Metabolic:Pyrimidine synthesis
525279.3.peg.143,"Metabolic:Transport, extracellular"
525279.3.peg.144,"Metabolic:Transport, extracellular"
525279.3.peg.145,"Metabolic:Transport, extracellular"
525279.3.peg.146,"Metabolic:Transport, extracellular"
525279.3.peg.158,Metabolic:Phenylalanine metabolism
525279.3.peg.165,Metabolic:Pyruvate metabolism
525279.3.peg.197,Metabolic:Starch and sucrose metabolism
525279.3.peg.211,"Metabolic:Transport, extracellular"
525279.3.peg.212,Metabolic:Nucleotide interconversion
525279.3.peg.219,Metabolic:Pyrimidine synthesis
525279.3.peg.223,"Metabolic:Transport, extracellular"
525279.3.peg.224,"Metabolic:Transport, extracellular"
525279.3.peg.225,"Metabolic:Transport, extracellular"
525279.3.peg.234,Metabolic:Pentose and glucuronate interconversions
525279.3.peg.235,Metabolic:Pentose and glucuronate interconversions
525279.3.peg.241,"Metabolic:Transport, extracellular"
525279.3.peg.244,"Metabolic:Transport, extracellular"
525279.3.peg.245,Metabolic:Starch and sucrose metabolism
525279.3.peg.256,Metabolic:Aminosugar metabolism
525279.3.peg.258,Metabolic:Terpenoid backbone biosynthesis
525279.3.peg.260,Metabolic:Glutamate metabolism
525279.3.peg.261,"Metabolic:Transport, extracellular"
525279.3.peg.262,"Metabolic:Transport, extracellular"
525279.3.peg.281,Metabolic:Pentose phosphate pathway
525279.3.peg.298,Metabolic:Biosynthesis of siderophore group nonribosomal peptides
525279.3.peg.304,Metabolic:Glycerophospholipid metabolism
525279.3.peg.332,Metabolic:Exchange/demand reaction
525279.3.peg.336,Metabolic:CoA synthesis
525279.3.peg.341,Metabolic:Cell wall biosynthesis
525279.3.peg.351,Metabolic:Glycolysis/gluconeogenesis
525279.3.peg.364,Metabolic:Phenylalanine metabolism
525279.3.peg.365,Metabolic:Phenylalanine metabolism
525279.3.peg.366,Metabolic:Phenylalanine metabolism
525279.3.peg.367,Metabolic:Tyrosine metabolism
525279.3.peg.368,Metabolic:Phenylalanine metabolism
525279.3.peg.369,Metabolic:Phenylalanine metabolism
525279.3.peg.370,Metabolic:Phenylalanine metabolism
525279.3.peg.371,Metabolic:Galactose metabolism
525279.3.peg.372,Metabolic:Galactose metabolism
525279.3.peg.373,Metabolic:Plant polysaccharide degradation
525279.3.peg.384,tRNA-Charging
525279.3.peg.385,tRNA-Charging
