,subsystem
g.32467.CDS.0,Metabolic:Exchange/demand reaction
999412.4.peg.1,Metabolic:Glutamate metabolism
999412.4.peg.3,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
999412.4.peg.4,Metabolic:Pentose phosphate pathway
999412.4.peg.5,Metabolic:Pentose phosphate pathway
g.32467.CDS.13,Metabolic:Methionine and cysteine metabolism
g.32467.CDS.21,Metabolic:Pyruvate metabolism
g.32467.CDS.26,Metabolic:Phenylalanine metabolism
g.32467.CDS.50,Metabolic:Respiration
g.32467.CDS.60,Metabolic:Galactose metabolism
g.32467.CDS.63,"Metabolic:Transport, extracellular"
g.32467.CDS.66,Metabolic:Others
g.32467.CDS.75,Metabolic:Nucleotide interconversion
g.32467.CDS.104,"Metabolic:Transport, extracellular"
g.32467.CDS.118,"Metabolic:Transport, extracellular"
g.32467.CDS.132,Metabolic:Exchange/demand reaction
g.32467.CDS.133,"Metabolic:Transport, extracellular"
g.32467.CDS.144,Metabolic:NAD metabolism
g.32467.CDS.158,"Metabolic:Transport, extracellular"
g.32467.CDS.160,Translation
g.32467.CDS.163,Metabolic:Starch and sucrose metabolism
g.32467.CDS.169,Metabolic:Pyruvate metabolism
g.32467.CDS.174,Metabolic:Respiration
g.32467.CDS.188,Metabolic:Inositol phosphate metabolism
g.32467.CDS.193,Metabolic:Starch and sucrose metabolism
g.32467.CDS.196,Metabolic:Nucleotide interconversion
g.32467.CDS.197,"Metabolic:Transport, extracellular"
g.32467.CDS.203,Metabolic:Steroid metabolism
g.32467.CDS.216,Metabolic:Exchange/demand reaction
g.32467.CDS.217,Metabolic:Pyrimidine catabolism
g.32467.CDS.226,Metabolic:Plant polysaccharide degradation
g.32467.CDS.228,Metabolic:Citric acid cycle
g.32467.CDS.240,"Metabolic:Transport, extracellular"
g.32467.CDS.245,"Metabolic:Transport, extracellular"
g.32467.CDS.251,Metabolic:Steroid metabolism
999412.4.peg.258,Metabolic:Arginine and proline metabolism
999412.4.peg.260,Metabolic:Methionine and cysteine metabolism
g.32467.CDS.266,Metabolic:Exchange/demand reaction
g.32467.CDS.278,Metabolic:Pyruvate metabolism
g.32467.CDS.280,Metabolic:Folate metabolism
g.32467.CDS.287,Metabolic:Pyruvate metabolism
999412.4.peg.293,Metabolic:Tyrosine metabolism
999412.4.peg.294,Metabolic:Phenylalanine metabolism
g.32467.CDS.300,Metabolic:O-Glycan degradation
999412.4.peg.301,"Metabolic:Valine, leucine, and isoleucine metabolism"
999412.4.peg.302,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.32467.CDS.311,"Metabolic:Transport, extracellular"
g.32467.CDS.315,Metabolic:Exchange/demand reaction
999412.4.peg.316,Metabolic:Pentose and glucuronate interconversions
g.32467.CDS.317,Metabolic:Nucleotide interconversion
999412.4.peg.317,Metabolic:Pentose and glucuronate interconversions
999412.4.peg.318,Metabolic:Pentose phosphate pathway
g.32467.CDS.324,Metabolic:Arginine and proline metabolism
g.32467.CDS.332,Metabolic:Pentose and glucuronate interconversions
g.32467.CDS.346,Metabolic:Unassigned
g.32467.CDS.351,Translation
g.32467.CDS.358,"Metabolic:Transport, extracellular"
g.32467.CDS.371,Metabolic:Cell wall biosynthesis
g.32467.CDS.373,Metabolic:Folate metabolism
g.32467.CDS.385,Metabolic:Glutathione metabolism
g.32467.CDS.388,Transcription
g.32467.CDS.402,Metabolic:Pentose phosphate pathway
g.32467.CDS.410,"Metabolic:Transport, extracellular"
g.32467.CDS.418,Metabolic:Steroid metabolism
g.32467.CDS.419,Metabolic:Pyruvate metabolism
g.32467.CDS.430,Metabolic:Exchange/demand reaction
g.32467.CDS.434,Metabolic:Fatty acid synthesis
g.32467.CDS.435,Metabolic:Pentose phosphate pathway
g.32467.CDS.436,"Metabolic:Transport, extracellular"
g.32467.CDS.447,Metabolic:Exchange/demand reaction
g.32467.CDS.449,"Metabolic:Transport, extracellular"
g.32467.CDS.450,Metabolic:Unassigned
g.32467.CDS.474,tRNA-Charging
g.32467.CDS.482,Metabolic:Galactose metabolism
g.32467.CDS.483,Metabolic:Alanine and aspartate metabolism
999412.4.peg.487,Metabolic:Purine synthesis
999412.4.peg.489,Metabolic:Purine synthesis
999412.4.peg.490,Metabolic:Purine synthesis
999412.4.peg.491,Metabolic:Purine synthesis
g.32467.CDS.493,Translation
g.32467.CDS.498,Metabolic:Steroid metabolism
999412.4.peg.499,Metabolic:Pyrimidine synthesis
999412.4.peg.500,Metabolic:Pyrimidine synthesis
999412.4.peg.501,Metabolic:Pyrimidine synthesis
999412.4.peg.502,Metabolic:Pyrimidine synthesis
g.32467.CDS.509,Metabolic:Methionine and cysteine metabolism
