,subsystem
525278.3.peg.3,Metabolic:Glyoxylate and dicarboxylate metabolism
525278.3.peg.6,Metabolic:Fatty acid synthesis
525278.3.peg.9,Metabolic:Glycerophospholipid metabolism
525278.3.peg.10,Metabolic:Fatty acid synthesis
525278.3.peg.11,Metabolic:Fatty acid synthesis
525278.3.peg.12,Metabolic:Biotin metabolism
525278.3.peg.13,Metabolic:Fatty acid synthesis
525278.3.peg.14,Metabolic:Biotin metabolism
525278.3.peg.15,Metabolic:Pyruvate metabolism
525278.3.peg.16,Metabolic:Pyruvate metabolism
525278.3.peg.20,Metabolic:NAD metabolism
525278.3.peg.31,Metabolic:Benzoate degradation
525278.3.peg.32,tRNA-Charging
525278.3.peg.34,Translation
525278.3.peg.37,Metabolic:Terpenoid backbone biosynthesis
525278.3.peg.38,Metabolic:Nucleotide sugar metabolism
525278.3.peg.43,Metabolic:Galactose metabolism
525278.3.peg.44,Metabolic:Glycerophospholipid metabolism
525278.3.peg.48,Metabolic:Cell wall biosynthesis
525278.3.peg.49,Metabolic:Pyruvate metabolism
525278.3.peg.52,Metabolic:Cell wall biosynthesis
525278.3.peg.56,Metabolic:Aminosugar metabolism
525278.3.peg.63,"Metabolic:Transport, extracellular"
525278.3.peg.64,"Metabolic:Transport, extracellular"
525278.3.peg.68,"Metabolic:Transport, extracellular"
525278.3.peg.69,"Metabolic:Transport, extracellular"
525278.3.peg.70,"Metabolic:Transport, extracellular"
525278.3.peg.71,Metabolic:Pentose phosphate pathway
525278.3.peg.72,Metabolic:Thiamine metabolism
525278.3.peg.81,Metabolic:Respiration
525278.3.peg.82,Metabolic:Respiration
525278.3.peg.83,Metabolic:Respiration
525278.3.peg.84,Metabolic:Respiration
525278.3.peg.85,Metabolic:Terpenoid backbone biosynthesis
525278.3.peg.86,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
525278.3.peg.87,Metabolic:Respiration
525278.3.peg.93,Translation
525278.3.peg.153,Metabolic:Heme synthesis
525278.3.peg.163,Translation
525278.3.peg.164,Translation
525278.3.peg.165,Metabolic:Vitamin B2 metabolism
525278.3.peg.167,tRNA-Charging
525278.3.peg.168,tRNA-Charging
525278.3.peg.174,Metabolic:Glycolysis/gluconeogenesis
525278.3.peg.175,Metabolic:Glycolysis/gluconeogenesis
525278.3.peg.176,Metabolic:Glycolysis/gluconeogenesis
525278.3.peg.177,Transcription
525278.3.peg.179,Metabolic:Nucleotide interconversion
525278.3.peg.181,"Metabolic:Transport, extracellular"
525278.3.peg.182,"Metabolic:Transport, extracellular"
525278.3.peg.183,"Metabolic:Transport, extracellular"
525278.3.peg.184,"Metabolic:Transport, extracellular"
525278.3.peg.185,Metabolic:Aminosugar metabolism
525278.3.peg.186,Metabolic:Aminosugar metabolism
525278.3.peg.196,Metabolic:Nucleotide interconversion
525278.3.peg.200,Metabolic:NAD metabolism
525278.3.peg.202,Metabolic:Glycerophospholipid metabolism
525278.3.peg.203,Metabolic:Glycerophospholipid metabolism
525278.3.peg.204,"Metabolic:Transport, extracellular"
525278.3.peg.211,Metabolic:Nucleotide interconversion
525278.3.peg.214,Metabolic:Pentose phosphate pathway
525278.3.peg.219,Metabolic:Aminosugar metabolism
525278.3.peg.223,Metabolic:Cell wall biosynthesis
525278.3.peg.227,Metabolic:Glycerophospholipid metabolism
525278.3.peg.230,"Metabolic:Transport, extracellular"
525278.3.peg.231,Translation
525278.3.peg.232,Metabolic:Exchange/demand reaction
525278.3.peg.233,Translation
525278.3.peg.271,Metabolic:CoA synthesis
525278.3.peg.272,Metabolic:CoA synthesis
525278.3.peg.273,Metabolic:beta-Alanine metabolism
525278.3.peg.276,"Metabolic:Transport, extracellular"
525278.3.peg.295,Metabolic:Galactose metabolism
