,subsystem
g.2241.peg.2,Metabolic:Pyruvate metabolism
g.2241.peg.10,Metabolic:Pyruvate metabolism
g.2241.peg.11,Metabolic:Pyrimidine synthesis
g.2241.peg.15,Metabolic:Fatty acid synthesis
g.2241.peg.18,Metabolic:Fructose and mannose metabolism
g.2241.peg.21,Metabolic:Aminobenzoate degradation
g.2241.peg.23,Metabolic:Starch and sucrose metabolism
g.2241.peg.26,Metabolic:Benzoate degradation
g.2241.peg.30,Metabolic:Pyrimidine catabolism
g.2241.peg.32,Metabolic:NAD metabolism
g.2241.peg.37,Metabolic:Lipopolysaccharide biosynthesis
g.2241.peg.40,tRNA-Charging
g.2241.peg.42,tRNA-Charging
g.2241.peg.44,Metabolic:Fatty acid synthesis
553174.3.peg.45,Metabolic:Phenylalanine metabolism
g.2241.peg.46,Metabolic:Ascorbate and aldarate metabolism
g.2241.peg.47,Metabolic:Histidine metabolism
g.2241.peg.48,Translation
g.2241.peg.52,tRNA-Charging
g.2241.peg.56,Metabolic:Glycolysis/gluconeogenesis
g.2241.peg.61,Metabolic:Ubiquinone and other terpenoid-quinone biosynthesis
g.2241.peg.76,Metabolic:Nucleotide interconversion
g.2241.peg.77,Metabolic:Glutathione metabolism
g.2241.peg.82,Metabolic:Glycolysis/gluconeogenesis
g.2241.peg.85,Metabolic:Fructose and mannose metabolism
g.2241.peg.98,Metabolic:Glyoxylate and dicarboxylate metabolism
g.2241.peg.105,Transcription
553174.3.peg.121,Metabolic:CoA synthesis
g.2241.peg.122,Metabolic:Nucleotide interconversion
g.2241.peg.123,Metabolic:Glutathione metabolism
g.2241.peg.125,Metabolic:Pyrimidine catabolism
553174.3.peg.130,Metabolic:Citric acid cycle
553174.3.peg.131,Metabolic:Citric acid cycle
553174.3.peg.132,Metabolic:Citric acid cycle
g.2241.peg.134,Metabolic:Cholesterol metabolism
g.2241.peg.136,"Metabolic:Transport, extracellular"
g.2241.peg.143,Metabolic:Exchange/demand reaction
g.2241.peg.145,Metabolic:Vitamin B2 metabolism
g.2241.peg.149,Metabolic:Pyrimidine synthesis
g.2241.peg.151,tRNA-Charging
g.2241.peg.155,Metabolic:Pentose phosphate pathway
553174.3.peg.156,Metabolic:Purine synthesis
g.2241.peg.159,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
553174.3.peg.160,Metabolic:Folate metabolism
g.2241.peg.163,"Metabolic:Transport, extracellular"
g.2241.peg.167,Metabolic:Fatty acid synthesis
g.2241.peg.170,Metabolic:Purine synthesis
g.2241.peg.172,tRNA-Charging
g.2241.peg.178,Metabolic:Exchange/demand reaction
g.2241.peg.179,Translation
g.2241.peg.182,Metabolic:Phenylalanine metabolism
g.2241.peg.184,Translation
g.2241.peg.185,Metabolic:Terpenoid backbone biosynthesis
g.2241.peg.188,tRNA-Charging
g.2241.peg.193,tRNA-Charging
g.2241.peg.199,Metabolic:Glycerophospholipid metabolism
g.2241.peg.202,Translation
g.2241.peg.209,"Metabolic:Transport, extracellular"
553174.3.peg.224,Metabolic:Citric acid cycle
g.2241.peg.226,Metabolic:Miscellaneous
553174.3.peg.233,Metabolic:Glutamate metabolism
g.2241.peg.235,Metabolic:Glycerophospholipid metabolism
g.2241.peg.237,Metabolic:Cell wall biosynthesis
553174.3.peg.242,Metabolic:Methionine and cysteine metabolism
g.2241.peg.244,tRNA-Charging
g.2241.peg.245,Transcription
553174.3.peg.255,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.2241.peg.257,Metabolic:NAD metabolism
g.2241.peg.258,Metabolic:Propanoate metabolism
553174.3.peg.269,Metabolic:Glycolysis/gluconeogenesis
g.2241.peg.271,Metabolic:Cell wall biosynthesis
553174.3.peg.271,Metabolic:Tetrahydrobiopterin metabolism
553174.3.peg.284,Metabolic:Phenylalanine metabolism
g.2241.peg.286,tRNA-Charging
g.2241.peg.287,Metabolic:Exchange/demand reaction
g.2241.peg.297,Metabolic:Folate metabolism
g.2241.peg.302,Metabolic:Propanoate metabolism
g.2241.peg.311,Metabolic:Pentose and glucuronate interconversions
g.2241.peg.314,Metabolic:Folate metabolism
g.2241.peg.318,Metabolic:Lipopolysaccharide biosynthesis
553174.3.peg.325,Metabolic:Thiamine metabolism
553174.3.peg.327,Metabolic:Thiamine metabolism
553174.3.peg.328,Metabolic:Thiamine metabolism
553174.3.peg.329,Metabolic:Thiamine metabolism
g.2241.peg.330,"Metabolic:Transport, extracellular"
g.2241.peg.334,"Metabolic:Transport, extracellular"
g.2241.peg.335,Metabolic:Plant polysaccharide degradation
g.2241.peg.341,Translation
g.2241.peg.342,Metabolic:Lipopolysaccharide biosynthesis
g.2241.peg.343,Translation
g.2241.peg.347,Metabolic:Lysine metabolism
g.2241.peg.350,tRNA-Charging
553174.3.peg.351,Metabolic:Nucleotide interconversion
g.2241.peg.358,Metabolic:Exchange/demand reaction
553174.3.peg.361,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.2241.peg.364,Metabolic:Nucleotide interconversion
g.2241.peg.371,Translation
g.2241.peg.372,Metabolic:Methionine and cysteine metabolism
g.2241.peg.378,Metabolic:Pyruvate metabolism
g.2241.peg.379,Metabolic:Arginine and proline metabolism
g.2241.peg.383,Translation
553174.3.peg.387,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
553174.3.peg.388,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.2241.peg.391,Metabolic:Arginine and proline metabolism
g.2241.peg.393,Translation
g.2241.peg.399,Translation
553174.3.peg.401,Metabolic:Folate metabolism
g.2241.peg.405,Metabolic:Glycerophospholipid metabolism
g.2241.peg.411,Metabolic:Exchange/demand reaction
g.2241.peg.413,Metabolic:Fructose and mannose metabolism
g.2241.peg.420,Metabolic:Pyruvate metabolism
g.2241.peg.422,Metabolic:Sulfur metabolism
g.2241.peg.424,Metabolic:Aminosugar metabolism
553174.3.peg.425,Metabolic:Glycolysis/gluconeogenesis
g.2241.peg.426,Translation
553174.3.peg.429,Metabolic:Nucleotide interconversion
g.2241.peg.434,Metabolic:Pyrimidine catabolism
g.2241.peg.435,Metabolic:Vitamin B2 metabolism
g.2241.peg.441,"Metabolic:Transport, extracellular"
553174.3.peg.442,Metabolic:Citric acid cycle
553174.3.peg.443,Metabolic:Citric acid cycle
553174.3.peg.456,Metabolic:CoA synthesis
g.2241.peg.457,Metabolic:Cell wall biosynthesis
553174.3.peg.475,Metabolic:CoA synthesis
553174.3.peg.476,Metabolic:beta-Alanine metabolism
g.2241.peg.479,Metabolic:Starch and sucrose metabolism
g.2241.peg.482,"Metabolic:Transport, extracellular"
553174.3.peg.485,Metabolic:Glycolysis/gluconeogenesis
g.2241.peg.497,"Metabolic:Transport, extracellular"
553174.3.peg.506,Metabolic:Purine synthesis
g.2241.peg.508,Metabolic:Heme synthesis
g.2241.peg.510,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
553174.3.peg.514,Metabolic:Pyrimidine synthesis
g.2241.peg.520,Metabolic:Exchange/demand reaction
g.2241.peg.521,Metabolic:Lysine metabolism
g.2241.peg.523,Metabolic:Others
553174.3.peg.523,Metabolic:CoA synthesis
g.2241.peg.533,Metabolic:Terpenoid backbone biosynthesis
g.2241.peg.534,tRNA-Charging
553174.3.peg.539,Metabolic:NAD metabolism
g.2241.peg.544,Metabolic:Aminosugar metabolism
g.2241.peg.548,Translation
553174.3.peg.548,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.2241.peg.549,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
553174.3.peg.549,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.2241.peg.550,Metabolic:Cell wall biosynthesis
553174.3.peg.554,Metabolic:Folate metabolism
g.2241.peg.561,"Metabolic:Transport, extracellular"
g.2241.peg.563,Metabolic:Glyoxylate and dicarboxylate metabolism
g.2241.peg.565,Metabolic:Fructose and mannose metabolism
553174.3.peg.569,Metabolic:Alanine and aspartate metabolism
g.2241.peg.570,Translation
g.2241.peg.572,Metabolic:Inositol phosphate metabolism
553174.3.peg.572,Metabolic:Histidine metabolism
g.2241.peg.577,Post-translation
553174.3.peg.579,Metabolic:Methionine and cysteine metabolism
g.2241.peg.580,Metabolic:Folate metabolism
g.2241.peg.582,Transcription
g.2241.peg.590,Transcription
g.2241.peg.592,Metabolic:Exchange/demand reaction
g.2241.peg.598,Metabolic:Fructose and mannose metabolism
g.2241.peg.605,Metabolic:Vitamin B2 metabolism
553174.3.peg.606,Metabolic:Purine synthesis
553174.3.peg.609,Metabolic:Methionine and cysteine metabolism
g.2241.peg.611,Metabolic:Aminosugar metabolism
g.2241.peg.613,Metabolic:Pyruvate metabolism
g.2241.peg.620,Translation
g.2241.peg.621,Metabolic:Pentose phosphate pathway
553174.3.peg.628,Metabolic:Purine synthesis
553174.3.peg.631,Metabolic:Pyrimidine synthesis
g.2241.peg.638,Metabolic:Lipopolysaccharide biosynthesis
g.2241.peg.639,Metabolic:Arginine and proline metabolism
g.2241.peg.640,tRNA-Charging
553174.3.peg.642,Metabolic:Purine synthesis
g.2241.peg.643,Translation
g.2241.peg.646,tRNA-Charging
g.2241.peg.651,Metabolic:Exchange/demand reaction
553174.3.peg.651,Metabolic:Vitamin B2 metabolism
g.2241.peg.657,tRNA-Charging
g.2241.peg.664,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.2241.peg.671,Metabolic:Fructose and mannose metabolism
g.2241.peg.673,Metabolic:Nucleotide salvage pathway
553174.3.peg.674,Metabolic:Thiamine metabolism
g.2241.peg.683,Translation
g.2241.peg.686,Translation
g.2241.peg.687,tRNA-Charging
g.2241.peg.691,Translation
g.2241.peg.692,"Metabolic:Transport, extracellular"
g.2241.peg.693,Metabolic:Exchange/demand reaction
g.2241.peg.696,Metabolic:Pyruvate metabolism
g.2241.peg.700,tRNA-Charging
g.2241.peg.701,Metabolic:Lipopolysaccharide biosynthesis
g.2241.peg.702,Metabolic:Folate metabolism
g.2241.peg.704,Metabolic:Glyoxylate and dicarboxylate metabolism
g.2241.peg.709,tRNA-Charging
553174.3.peg.713,Metabolic:Alanine and aspartate metabolism
g.2241.peg.726,tRNA-Charging
g.2241.peg.730,tRNA-Charging
g.2241.peg.737,Translation
g.2241.peg.741,Metabolic:Pentose phosphate pathway
g.2241.peg.746,"Metabolic:Transport, extracellular"
g.2241.peg.747,Metabolic:Fatty acid synthesis
g.2241.peg.750,Metabolic:Aminosugar metabolism
g.2241.peg.752,tRNA-Charging
g.2241.peg.754,Metabolic:Terpenoid backbone biosynthesis
g.2241.peg.756,Metabolic:Glutathione metabolism
g.2241.peg.758,Metabolic:Nucleotide interconversion
g.2241.peg.760,Metabolic:Thiamine metabolism
g.2241.peg.762,tRNA-Charging
g.2241.peg.769,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
553174.3.peg.770,Metabolic:Methionine and cysteine metabolism
g.2241.peg.777,tRNA-Charging
g.2241.peg.784,Metabolic:Fructose and mannose metabolism
g.2241.peg.786,tRNA-Charging
g.2241.peg.793,Translation
g.2241.peg.794,"Metabolic:Transport, extracellular"
g.2241.peg.797,Metabolic:Folate metabolism
g.2241.peg.798,Metabolic:Phenylalanine metabolism
g.2241.peg.806,Metabolic:Terpenoid backbone biosynthesis
g.2241.peg.811,Metabolic:Fructose and mannose metabolism
g.2241.peg.813,tRNA-Charging
g.2241.peg.818,Translation
g.2241.peg.821,Translation
g.2241.peg.825,Metabolic:Nucleotide interconversion
g.2241.peg.831,Metabolic:Vitamin B12 metabolism
553174.3.peg.846,Metabolic:Citric acid cycle
553174.3.peg.850,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
553174.3.peg.854,Metabolic:Glycolysis/gluconeogenesis
553174.3.peg.880,Metabolic:Glycolysis/gluconeogenesis
g.2241.peg.885,Metabolic:Exchange/demand reaction
g.2241.peg.886,tRNA-Charging
g.2241.peg.887,tRNA-Charging
553174.3.peg.891,Metabolic:Pentose phosphate pathway
