,subsystem
g.1895.peg.4,"Metabolic:Transport, extracellular"
g.1895.peg.7,tRNA-Charging
g.1895.peg.9,Metabolic:Folate metabolism
515620.4.peg.9,Metabolic:Citric acid cycle
g.1895.peg.10,"Metabolic:Transport, extracellular"
515620.4.peg.10,Metabolic:Citric acid cycle
g.1895.peg.17,Metabolic:Phenylalanine metabolism
g.1895.peg.19,Metabolic:Vitamin B2 metabolism
g.1895.peg.27,"Metabolic:Transport, extracellular"
g.1895.peg.28,Metabolic:Exchange/demand reaction
g.1895.peg.35,tRNA-Charging
515620.4.peg.40,Metabolic:Methionine and cysteine metabolism
g.1895.peg.41,Metabolic:Pyruvate metabolism
515620.4.peg.41,Metabolic:Glycolysis/gluconeogenesis
g.1895.peg.43,Metabolic:Arginine and proline metabolism
515620.4.peg.49,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.1895.peg.51,Metabolic:Nucleotide salvage pathway
g.1895.peg.52,Metabolic:Fatty acid synthesis
515620.4.peg.52,Metabolic:Glycolysis/gluconeogenesis
g.1895.peg.55,"Metabolic:Transport, extracellular"
515620.4.peg.56,Metabolic:Glycolysis/gluconeogenesis
g.1895.peg.61,Metabolic:Glycerophospholipid metabolism
g.1895.peg.63,Metabolic:Sulfur metabolism
g.1895.peg.69,Metabolic:Glutamate metabolism
g.1895.peg.70,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.1895.peg.71,Metabolic:Glycerophospholipid metabolism
g.1895.peg.73,"Metabolic:Transport, extracellular"
g.1895.peg.74,Metabolic:Nucleotide interconversion
g.1895.peg.78,Translation
g.1895.peg.83,Transcription
g.1895.peg.84,Metabolic:Glyoxylate and dicarboxylate metabolism
g.1895.peg.85,Metabolic:Glyoxylate and dicarboxylate metabolism
g.1895.peg.87,Metabolic:Nucleotide interconversion
g.1895.peg.94,Metabolic:Starch and sucrose metabolism
g.1895.peg.96,Translation
g.1895.peg.99,Metabolic:Pyrimidine synthesis
515620.4.peg.102,Metabolic:Alanine and aspartate metabolism
g.1895.peg.103,Metabolic:Aminosugar metabolism
g.1895.peg.104,"Metabolic:Transport, extracellular"
g.1895.peg.119,"Metabolic:Transport, extracellular"
g.1895.peg.121,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.1895.peg.123,Metabolic:Urea cycle
g.1895.peg.125,Metabolic:Glycolysis/gluconeogenesis
g.1895.peg.128,"Metabolic:Transport, extracellular"
g.1895.peg.135,Metabolic:Exchange/demand reaction
515620.4.peg.139,Metabolic:Cell wall biosynthesis
g.1895.peg.142,Translation
515620.4.peg.166,Metabolic:Alanine and aspartate metabolism
g.1895.peg.167,Metabolic:Glycolysis/gluconeogenesis
g.1895.peg.169,Metabolic:Glycolysis/gluconeogenesis
g.1895.peg.170,"Metabolic:Transport, extracellular"
g.1895.peg.173,"Metabolic:Transport, extracellular"
g.1895.peg.174,Metabolic:Nucleotide interconversion
g.1895.peg.183,"Metabolic:Transport, extracellular"
g.1895.peg.184,Metabolic:Folate metabolism
g.1895.peg.186,"Metabolic:Transport, extracellular"
g.1895.peg.188,Metabolic:Exchange/demand reaction
g.1895.peg.192,"Metabolic:Transport, extracellular"
g.1895.peg.194,Translation
g.1895.peg.197,Metabolic:Propanoate metabolism
g.1895.peg.198,"Metabolic:Transport, extracellular"
g.1895.peg.208,Transcription
g.1895.peg.220,Metabolic:Glutamate metabolism
g.1895.peg.231,Metabolic:Exchange/demand reaction
g.1895.peg.241,Metabolic:Cell wall biosynthesis
g.1895.peg.247,Metabolic:Nucleotide interconversion
g.1895.peg.248,Metabolic:Glutathione metabolism
g.1895.peg.251,Metabolic:Pentose and glucuronate interconversions
g.1895.peg.261,Metabolic:Exchange/demand reaction
g.1895.peg.274,Metabolic:Glycolysis/gluconeogenesis
g.1895.peg.276,Metabolic:Cholesterol metabolism
g.1895.peg.280,"Metabolic:Transport, extracellular"
g.1895.peg.288,Metabolic:Sulfur metabolism
g.1895.peg.289,"Metabolic:Transport, extracellular"
g.1895.peg.300,Metabolic:Folate metabolism
g.1895.peg.301,Metabolic:Exchange/demand reaction
g.1895.peg.302,tRNA-Charging
515620.4.peg.302,Metabolic:Nucleotide interconversion
g.1895.peg.316,"Metabolic:Transport, extracellular"
g.1895.peg.331,"Metabolic:Transport, extracellular"
515620.4.peg.333,Metabolic:Glycolysis/gluconeogenesis
g.1895.peg.334,Metabolic:Glyoxylate and dicarboxylate metabolism
515620.4.peg.339,Metabolic:Citric acid cycle
515620.4.peg.340,Metabolic:Phenylalanine metabolism
g.1895.peg.349,Metabolic:Urea cycle
g.1895.peg.352,Metabolic:Cell wall biosynthesis
515620.4.peg.354,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
515620.4.peg.355,Metabolic:Alanine and aspartate metabolism
g.1895.peg.359,Metabolic:Glutathione metabolism
g.1895.peg.363,"Metabolic:Transport, extracellular"
g.1895.peg.365,Metabolic:Exchange/demand reaction
g.1895.peg.367,Metabolic:Unassigned
g.1895.peg.368,Metabolic:Methionine and cysteine metabolism
g.1895.peg.369,Metabolic:Carbon fixation in photosynthetic organisms
g.1895.peg.378,Metabolic:Citric acid cycle
g.1895.peg.386,Metabolic:NAD metabolism
g.1895.peg.387,tRNA-Charging
g.1895.peg.388,Metabolic:Fatty acid synthesis
g.1895.peg.389,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.1895.peg.394,Translation
515620.4.peg.394,Metabolic:Glutamate metabolism
g.1895.peg.395,Transcription
g.1895.peg.398,tRNA-Charging
g.1895.peg.403,Metabolic:Phenylalanine metabolism
g.1895.peg.410,Metabolic:Arginine and proline metabolism
g.1895.peg.412,"Metabolic:Transport, extracellular"
515620.4.peg.412,Metabolic:Purine synthesis
g.1895.peg.413,Metabolic:Arginine and proline metabolism
515620.4.peg.413,Metabolic:Purine synthesis
