,subsystem
g.29556.CDS.1,tRNA-Charging
g.29556.CDS.6,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.29556.CDS.13,tRNA-Charging
g.29556.CDS.17,Metabolic:Exchange/demand reaction
g.29556.CDS.22,Translation
g.29556.CDS.28,tRNA-Charging
g.29556.CDS.32,Metabolic:Nucleotide interconversion
g.29556.CDS.35,"Metabolic:Transport, extracellular"
g.29556.CDS.40,"Metabolic:Transport, extracellular"
g.29556.CDS.41,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.29556.CDS.43,Metabolic:Aminosugar metabolism
g.29556.CDS.49,Translation
g.29556.CDS.50,Metabolic:Pyruvate metabolism
g.29556.CDS.55,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.29556.CDS.59,"Metabolic:Transport, extracellular"
g.29556.CDS.60,Metabolic:Nucleotide interconversion
g.29556.CDS.64,tRNA-Charging
g.29556.CDS.68,Translation
g.29556.CDS.70,Metabolic:Starch and sucrose metabolism
g.29556.CDS.75,Metabolic:Lipoate metabolism
1121090.3.peg.80,Metabolic:Alanine and aspartate metabolism
g.29556.CDS.81,tRNA-Charging
g.29556.CDS.95,"Metabolic:Transport, extracellular"
g.29556.CDS.99,tRNA-Charging
g.29556.CDS.101,Translation
g.29556.CDS.102,Metabolic:Fatty acid synthesis
g.29556.CDS.104,Metabolic:Pentose phosphate pathway
g.29556.CDS.118,Metabolic:Cell wall biosynthesis
g.29556.CDS.123,Metabolic:Arginine and proline metabolism
g.29556.CDS.124,Metabolic:Butanoate metabolism
g.29556.CDS.130,Metabolic:Pyrimidine catabolism
g.29556.CDS.131,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.29556.CDS.140,Metabolic:Glyoxylate and dicarboxylate metabolism
g.29556.CDS.143,Metabolic:Methionine and cysteine metabolism
g.29556.CDS.146,Metabolic:Alanine and aspartate metabolism
g.29556.CDS.147,Metabolic:Exchange/demand reaction
g.29556.CDS.148,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.29556.CDS.153,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.29556.CDS.158,"Metabolic:Transport, extracellular"
g.29556.CDS.161,Metabolic:Exchange/demand reaction
g.29556.CDS.165,tRNA-Charging
g.29556.CDS.166,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.29556.CDS.170,tRNA-Charging
g.29556.CDS.173,Metabolic:Arginine and proline metabolism
g.29556.CDS.175,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.29556.CDS.181,Metabolic:Naphthalene degradation
g.29556.CDS.183,Metabolic:CoA synthesis
g.29556.CDS.188,Metabolic:Citric acid cycle
g.29556.CDS.190,Metabolic:Aminosugar metabolism
g.29556.CDS.193,Metabolic:Propanoate metabolism
1121090.3.peg.200,Metabolic:Arginine and proline metabolism
g.29556.CDS.206,Metabolic:Exchange/demand reaction
g.29556.CDS.207,Metabolic:Cell wall biosynthesis
g.29556.CDS.212,Metabolic:Vitamin B12 metabolism
g.29556.CDS.216,tRNA-Charging
g.29556.CDS.221,"Metabolic:Transport, extracellular"
g.29556.CDS.222,Translation
g.29556.CDS.223,Metabolic:Sulfur metabolism
g.29556.CDS.224,Metabolic:Pentose and glucuronate interconversions
g.29556.CDS.226,Metabolic:Glycerophospholipid metabolism
g.29556.CDS.228,"Metabolic:Transport, extracellular"
g.29556.CDS.233,Translation
g.29556.CDS.234,tRNA-Charging
g.29556.CDS.239,Metabolic:Cholesterol metabolism
1121090.3.peg.240,Metabolic:NAD metabolism
1121090.3.peg.241,Metabolic:NAD metabolism
g.29556.CDS.242,Metabolic:Pyruvate metabolism
