,subsystem
g.2334.peg.4,tRNA-Charging
g.2334.peg.6,Metabolic:Folate metabolism
g.2334.peg.10,"Metabolic:Transport, extracellular"
g.2334.peg.14,Transcription
562982.3.peg.14,Metabolic:CoA synthesis
g.2334.peg.18,Metabolic:Others
g.2334.peg.19,Metabolic:Vitamin B2 metabolism
g.2334.peg.23,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.2334.peg.24,Metabolic:Methionine and cysteine metabolism
g.2334.peg.27,Metabolic:Galactose metabolism
g.2334.peg.28,Metabolic:Nucleotide interconversion
g.2334.peg.33,Metabolic:Pentose phosphate pathway
g.2334.peg.34,"Metabolic:Transport, extracellular"
g.2334.peg.39,Metabolic:Pyruvate metabolism
g.2334.peg.40,Metabolic:ROS detoxification
g.2334.peg.44,Metabolic:Glycerophospholipid metabolism
g.2334.peg.46,Translation
562982.3.peg.53,Metabolic:Methionine and cysteine metabolism
g.2334.peg.57,tRNA-Charging
g.2334.peg.61,"Metabolic:Transport, extracellular"
g.2334.peg.63,Metabolic:Exchange/demand reaction
g.2334.peg.64,Metabolic:Pentose phosphate pathway
g.2334.peg.68,tRNA-Charging
g.2334.peg.69,Metabolic:Heme synthesis
g.2334.peg.76,"Metabolic:Transport, extracellular"
g.2334.peg.78,Translation
g.2334.peg.85,Metabolic:Thiamine metabolism
g.2334.peg.86,Metabolic:Cell wall biosynthesis
g.2334.peg.88,tRNA-Charging
g.2334.peg.91,Metabolic:Miscellaneous
g.2334.peg.98,Metabolic:Folate metabolism
g.2334.peg.104,Metabolic:Exchange/demand reaction
g.2334.peg.106,Metabolic:Methionine and cysteine metabolism
g.2334.peg.111,Transcription
g.2334.peg.113,Metabolic:Selenoamino acid metabolism
562982.3.peg.114,Metabolic:Arginine and proline metabolism
g.2334.peg.116,Metabolic:Purine catabolism
g.2334.peg.119,Translation
g.2334.peg.121,Metabolic:Exchange/demand reaction
g.2334.peg.125,Metabolic:Exchange/demand reaction
g.2334.peg.128,Metabolic:Exchange/demand reaction
