,subsystem
g.1979.peg.3,Metabolic:Folate metabolism
g.1979.peg.5,Metabolic:Methionine and cysteine metabolism
g.1979.peg.7,Metabolic:Methionine and cysteine metabolism
g.1979.peg.9,Metabolic:Sulfur metabolism
g.1979.peg.10,"Metabolic:Transport, extracellular"
g.1979.peg.14,Metabolic:Nucleotide interconversion
g.1979.peg.15,Translation
525246.3.peg.16,Metabolic:Methionine and cysteine metabolism
g.1979.peg.17,Metabolic:Urea cycle
525246.3.peg.17,Metabolic:Nucleotide interconversion
g.1979.peg.18,tRNA-Charging
g.1979.peg.20,Metabolic:Phenylalanine metabolism
g.1979.peg.22,Metabolic:Nucleotide sugar metabolism
g.1979.peg.24,Metabolic:Exchange/demand reaction
g.1979.peg.26,Metabolic:Propanoate metabolism
g.1979.peg.27,Metabolic:Histidine metabolism
g.1979.peg.35,"Metabolic:Transport, extracellular"
g.1979.peg.37,"Metabolic:Transport, extracellular"
g.1979.peg.41,Metabolic:Exchange/demand reaction
g.1979.peg.44,Translation
g.1979.peg.49,tRNA-Charging
g.1979.peg.51,Metabolic:Pentose phosphate pathway
g.1979.peg.56,Metabolic:Pentose phosphate pathway
g.1979.peg.60,Metabolic:Aminosugar metabolism
g.1979.peg.63,tRNA-Charging
g.1979.peg.73,Translation
525246.3.peg.74,Metabolic:Phenylalanine metabolism
g.1979.peg.81,Metabolic:Terpenoid backbone biosynthesis
525246.3.peg.86,Metabolic:Tyrosine metabolism
g.1979.peg.88,Metabolic:Respiration
g.1979.peg.92,Metabolic:Nucleotide interconversion
525246.3.peg.92,Metabolic:Purine synthesis
525246.3.peg.99,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
525246.3.peg.100,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.1979.peg.101,"Metabolic:Transport, extracellular"
525246.3.peg.105,Metabolic:Pentose phosphate pathway
525246.3.peg.106,Metabolic:Pentose and glucuronate interconversions
g.1979.peg.107,Translation
525246.3.peg.107,Metabolic:Pentose and glucuronate interconversions
g.1979.peg.108,Metabolic:Exchange/demand reaction
525246.3.peg.112,Metabolic:Pentose phosphate pathway
g.1979.peg.113,tRNA-Charging
525246.3.peg.113,Metabolic:Pentose phosphate pathway
g.1979.peg.115,Metabolic:Respiration
g.1979.peg.117,tRNA-Charging
g.1979.peg.119,Metabolic:Sulfur metabolism
g.1979.peg.127,"Metabolic:Transport, extracellular"
g.1979.peg.134,tRNA-Charging
g.1979.peg.135,Metabolic:Fatty acid synthesis
g.1979.peg.139,tRNA-Charging
g.1979.peg.145,Metabolic:Purine catabolism
g.1979.peg.152,Metabolic:Cholesterol metabolism
