,subsystem
g.3.peg.6,Metabolic:Lysine metabolism
g.3.peg.10,Metabolic:Vitamin B6 metabolism
g.3.peg.15,Metabolic:Butanoate metabolism
g.3.peg.20,Metabolic:Propanoate metabolism
g.3.peg.22,"Metabolic:Transport, extracellular"
g.3.peg.32,Metabolic:Lipopolysaccharide biosynthesis
1000565.3.peg.36,Metabolic:Glycolysis/gluconeogenesis
g.3.peg.44,"Metabolic:Transport, extracellular"
g.3.peg.46,Metabolic:Glycerophospholipid metabolism
1000565.3.peg.46,Metabolic:NAD metabolism
g.3.peg.48,Translation
1000565.3.peg.49,Metabolic:Glutamate metabolism
g.3.peg.53,Metabolic:Citric acid cycle
1000565.3.peg.54,Metabolic:CoA synthesis
g.3.peg.55,tRNA-Charging
1000565.3.peg.56,Metabolic:CoA synthesis
g.3.peg.59,Metabolic:Pyrimidine synthesis
g.3.peg.61,Metabolic:Nitrogen metabolism
g.3.peg.62,Metabolic:Glyoxylate and dicarboxylate metabolism
g.3.peg.67,Metabolic:Unassigned
g.3.peg.70,Metabolic:Lysine metabolism
g.3.peg.75,Metabolic:Glyoxylate and dicarboxylate metabolism
1000565.3.peg.90,Metabolic:Pyrimidine synthesis
1000565.3.peg.93,Metabolic:Alanine and aspartate metabolism
g.3.peg.94,Metabolic:Urea cycle
g.3.peg.95,Metabolic:Citric acid cycle
g.3.peg.100,Metabolic:Glutathione metabolism
g.3.peg.103,Metabolic:Cell wall biosynthesis
g.3.peg.113,Metabolic:Terpenoid backbone biosynthesis
g.3.peg.117,Translation
1000565.3.peg.126,"Metabolic:Valine, leucine, and isoleucine metabolism"
1000565.3.peg.131,Metabolic:Purine synthesis
g.3.peg.132,Metabolic:Ascorbate and aldarate metabolism
1000565.3.peg.138,Metabolic:Vitamin B2 metabolism
g.3.peg.142,Metabolic:Respiration
g.3.peg.147,Metabolic:Respiration
1000565.3.peg.147,Metabolic:beta-Alanine metabolism
g.3.peg.148,Transcription
1000565.3.peg.148,Metabolic:CoA synthesis
1000565.3.peg.149,Metabolic:CoA synthesis
g.3.peg.156,"Metabolic:Transport, extracellular"
1000565.3.peg.162,Metabolic:Arginine and proline metabolism
g.3.peg.165,Metabolic:Pyrimidine synthesis
g.3.peg.176,Metabolic:Nucleotide interconversion
g.3.peg.181,Translation
