,subsystem
g.23927.CDS.1,Metabolic:Vitamin B2 metabolism
g.23927.CDS.2,Metabolic:Glycolysis/gluconeogenesis
g.23927.CDS.4,tRNA-Charging
g.23927.CDS.9,tRNA-Charging
g.23927.CDS.10,Metabolic:Starch and sucrose metabolism
g.23927.CDS.15,Transcription
g.23927.CDS.19,Metabolic:Cell wall biosynthesis
g.23927.CDS.21,Metabolic:Starch and sucrose metabolism
g.23927.CDS.31,Metabolic:Aminosugar metabolism
g.23927.CDS.39,tRNA-Charging
g.23927.CDS.42,Metabolic:Phenylalanine metabolism
g.23927.CDS.73,tRNA-Charging
1077285.3.peg.77,Metabolic:Methionine and cysteine metabolism
g.23927.CDS.84,Translation
g.23927.CDS.85,Metabolic:Nucleotide salvage pathway
g.23927.CDS.87,tRNA-Charging
g.23927.CDS.88,Metabolic:Nucleotide salvage pathway
1077285.3.peg.90,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
1077285.3.peg.91,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
1077285.3.peg.92,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
1077285.3.peg.93,Metabolic:Alanine and aspartate metabolism
g.23927.CDS.95,tRNA-Charging
g.23927.CDS.96,Metabolic:Glyoxylate and dicarboxylate metabolism
g.23927.CDS.97,"Metabolic:Transport, extracellular"
1077285.3.peg.102,Metabolic:Methionine and cysteine metabolism
1077285.3.peg.104,Metabolic:Alanine and aspartate metabolism
g.23927.CDS.105,Transcription
1077285.3.peg.105,Metabolic:Vitamin B2 metabolism
g.23927.CDS.114,tRNA-Charging
1077285.3.peg.115,Metabolic:Nucleotide interconversion
g.23927.CDS.117,tRNA-Charging
g.23927.CDS.125,Metabolic:Folate metabolism
1077285.3.peg.125,Metabolic:Glycolysis/gluconeogenesis
g.23927.CDS.126,Metabolic:Exchange/demand reaction
1077285.3.peg.127,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.23927.CDS.128,tRNA-Charging
