,subsystem
g.26658.CDS.3,"Metabolic:Valine, leucine, and isoleucine metabolism"
g.26658.CDS.8,Translation
g.26658.CDS.10,tRNA-Charging
g.26658.CDS.11,Metabolic:Exchange/demand reaction
g.26658.CDS.19,Metabolic:Cell wall biosynthesis
g.26658.CDS.20,Metabolic:Cell wall biosynthesis
g.26658.CDS.21,Metabolic:Fatty acid synthesis
g.26658.CDS.22,Metabolic:Glutathione metabolism
g.26658.CDS.26,tRNA-Charging
g.26658.CDS.28,Metabolic:O-Glycan degradation
g.26658.CDS.31,tRNA-Charging
g.26658.CDS.34,Metabolic:Cell wall biosynthesis
g.26658.CDS.36,"Metabolic:Transport, extracellular"
g.26658.CDS.37,"Metabolic:Transport, extracellular"
g.26658.CDS.38,Metabolic:Pyruvate metabolism
g.26658.CDS.39,tRNA-Charging
g.26658.CDS.45,Metabolic:Fatty acid synthesis
g.26658.CDS.46,tRNA-Charging
g.26658.CDS.49,Metabolic:Alanine and aspartate metabolism
g.26658.CDS.53,"Metabolic:Transport, extracellular"
g.26658.CDS.59,tRNA-Charging
g.26658.CDS.61,"Metabolic:Transport, extracellular"
g.26658.CDS.64,tRNA-Charging
g.26658.CDS.66,Metabolic:Starch and sucrose metabolism
g.26658.CDS.69,Metabolic:Aminosugar metabolism
g.26658.CDS.73,Metabolic:Exchange/demand reaction
g.26658.CDS.75,Metabolic:Cell wall biosynthesis
g.26658.CDS.78,"Metabolic:Transport, extracellular"
g.26658.CDS.81,"Metabolic:Transport, extracellular"
g.26658.CDS.83,Metabolic:Exchange/demand reaction
g.26658.CDS.84,Metabolic:Methionine and cysteine metabolism
g.26658.CDS.85,Metabolic:Exchange/demand reaction
g.26658.CDS.86,Metabolic:Methionine and cysteine metabolism
g.26658.CDS.88,Metabolic:Vitamin B2 metabolism
g.26658.CDS.89,tRNA-Charging
420889.6.peg.90,Metabolic:Arginine and proline metabolism
g.26658.CDS.91,"Metabolic:Transport, extracellular"
g.26658.CDS.94,Metabolic:Lipopolysaccharide biosynthesis
420889.6.peg.94,Metabolic:Alanine and aspartate metabolism
g.26658.CDS.96,tRNA-Charging
g.26658.CDS.99,Metabolic:Exchange/demand reaction
g.26658.CDS.102,tRNA-Charging
g.26658.CDS.110,"Metabolic:Transport, extracellular"
g.26658.CDS.115,Metabolic:Sulfur metabolism
