,subsystem
536231.5.peg.14,Metabolic:Nucleotide interconversion
536231.5.peg.30,"Metabolic:Valine, leucine, and isoleucine metabolism"
536231.5.peg.36,"Metabolic:Valine, leucine, and isoleucine metabolism"
536231.5.peg.37,"Metabolic:Valine, leucine, and isoleucine metabolism"
536231.5.peg.41,Metabolic:Pyrimidine synthesis
536231.5.peg.42,Metabolic:Pyrimidine synthesis
536231.5.peg.46,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
536231.5.peg.52,Translation
536231.5.peg.60,Metabolic:Aminosugar metabolism
536231.5.peg.69,Metabolic:Cell wall biosynthesis
536231.5.peg.83,"Metabolic:Transport, extracellular"
536231.5.peg.86,Metabolic:Glutamate metabolism
536231.5.peg.87,Metabolic:Pentose phosphate pathway
536231.5.peg.93,Metabolic:Cell wall biosynthesis
536231.5.peg.107,Metabolic:Alanine and aspartate metabolism
536231.5.peg.108,Metabolic:Tyrosine metabolism
536231.5.peg.115,Metabolic:Glycolysis/gluconeogenesis
536231.5.peg.119,Metabolic:Pyrimidine catabolism
536231.5.peg.122,Metabolic:Respiration
536231.5.peg.123,Metabolic:Respiration
536231.5.peg.124,Metabolic:Respiration
536231.5.peg.125,Metabolic:Respiration
536231.5.peg.126,Metabolic:Respiration
536231.5.peg.127,Metabolic:Respiration
536231.5.peg.128,Metabolic:Respiration
536231.5.peg.129,Metabolic:Respiration
536231.5.peg.141,Metabolic:Glutamate metabolism
536231.5.peg.144,"Metabolic:Transport, extracellular"
536231.5.peg.145,"Metabolic:Transport, extracellular"
536231.5.peg.146,"Metabolic:Transport, extracellular"
536231.5.peg.148,Metabolic:Pyruvate metabolism
536231.5.peg.150,Metabolic:Fatty acid synthesis
536231.5.peg.151,Metabolic:Pyruvate metabolism
536231.5.peg.152,Metabolic:Fatty acid synthesis
536231.5.peg.153,Metabolic:Fatty acid synthesis
536231.5.peg.154,Metabolic:Fatty acid synthesis
536231.5.peg.155,Metabolic:Glycerophospholipid metabolism
536231.5.peg.160,Metabolic:Thiamine metabolism
536231.5.peg.162,Metabolic:ROS detoxification
536231.5.peg.165,Metabolic:Methionine and cysteine metabolism
536231.5.peg.170,Metabolic:Nucleotide interconversion
536231.5.peg.185,tRNA-Charging
536231.5.peg.186,Transcription
536231.5.peg.189,Metabolic:CoA synthesis
536231.5.peg.191,Metabolic:Biotin metabolism
536231.5.peg.192,Metabolic:Arginine and proline metabolism
536231.5.peg.197,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
536231.5.peg.207,Metabolic:Phenylalanine metabolism
536231.5.peg.211,Metabolic:Cell wall biosynthesis
536231.5.peg.212,Metabolic:Pyrimidine catabolism
536231.5.peg.245,Metabolic:NAD metabolism
536231.5.peg.247,tRNA-Charging
536231.5.peg.248,Metabolic:Nucleotide interconversion
536231.5.peg.255,Metabolic:Pyrimidine catabolism
536231.5.peg.259,Metabolic:Pyrimidine synthesis
536231.5.peg.260,"Metabolic:Transport, extracellular"
536231.5.peg.261,"Metabolic:Transport, extracellular"
536231.5.peg.262,"Metabolic:Transport, extracellular"
536231.5.peg.264,Metabolic:Glycolysis/gluconeogenesis
536231.5.peg.266,Metabolic:Vitamin B12 metabolism
536231.5.peg.283,Metabolic:Arginine and proline metabolism
536231.5.peg.284,Metabolic:Pyrimidine catabolism
536231.5.peg.291,Metabolic:Purine catabolism
536231.5.peg.293,Metabolic:NAD metabolism
536231.5.peg.297,"Metabolic:Valine, leucine, and isoleucine metabolism"
536231.5.peg.298,"Metabolic:Valine, leucine, and isoleucine metabolism"
536231.5.peg.300,Metabolic:Folate metabolism
536231.5.peg.313,Metabolic:Thiamine metabolism
536231.5.peg.321,Metabolic:Vitamin B2 metabolism
536231.5.peg.339,Metabolic:Pentose phosphate pathway
536231.5.peg.340,Metabolic:Exchange/demand reaction
536231.5.peg.342,Metabolic:Starch and sucrose metabolism
536231.5.peg.343,Metabolic:Starch and sucrose metabolism
536231.5.peg.345,Metabolic:Starch and sucrose metabolism
536231.5.peg.346,"Metabolic:Transport, extracellular"
536231.5.peg.350,Metabolic:Glycolysis/gluconeogenesis
536231.5.peg.356,Metabolic:Folate metabolism
536231.5.peg.357,Metabolic:Folate metabolism
536231.5.peg.359,Metabolic:Fructose and mannose metabolism
536231.5.peg.360,Metabolic:Fructose and mannose metabolism
536231.5.peg.365,Metabolic:Aminosugar metabolism
536231.5.peg.368,"Metabolic:Transport, extracellular"
536231.5.peg.370,Metabolic:Plant polysaccharide degradation
536231.5.peg.379,Metabolic:Nucleotide interconversion
536231.5.peg.381,Metabolic:Glycerophospholipid metabolism
536231.5.peg.384,Metabolic:Pyrimidine synthesis
536231.5.peg.386,Metabolic:Aminosugar metabolism
536231.5.peg.390,"Metabolic:Transport, extracellular"
536231.5.peg.395,"Metabolic:Transport, extracellular"
536231.5.peg.397,"Metabolic:Transport, extracellular"
536231.5.peg.399,Metabolic:Purine synthesis
536231.5.peg.400,Metabolic:Purine synthesis
536231.5.peg.401,Metabolic:Purine synthesis
536231.5.peg.402,Metabolic:Purine synthesis
536231.5.peg.403,Metabolic:Purine synthesis
536231.5.peg.423,Metabolic:Aminosugar metabolism
536231.5.peg.426,tRNA-Charging
536231.5.peg.437,Metabolic:Exchange/demand reaction
536231.5.peg.444,Metabolic:Exchange/demand reaction
536231.5.peg.460,Metabolic:Glycerophospholipid metabolism
536231.5.peg.500,Translation
536231.5.peg.504,Metabolic:CoA synthesis
536231.5.peg.506,Metabolic:Alanine and aspartate metabolism
536231.5.peg.507,Metabolic:Fatty acid synthesis
536231.5.peg.509,"Metabolic:Valine, leucine, and isoleucine metabolism"
536231.5.peg.511,Metabolic:Arginine and proline metabolism
536231.5.peg.518,Metabolic:Terpenoid backbone biosynthesis
536231.5.peg.523,Metabolic:Cell wall biosynthesis
536231.5.peg.534,Metabolic:Pentose and glucuronate interconversions
536231.5.peg.538,Metabolic:Fructose and mannose metabolism
536231.5.peg.539,Metabolic:Fructose and mannose metabolism
536231.5.peg.543,Metabolic:Alanine and aspartate metabolism
536231.5.peg.544,Metabolic:Aminosugar metabolism
536231.5.peg.571,"Metabolic:Transport, extracellular"
536231.5.peg.572,"Metabolic:Transport, extracellular"
536231.5.peg.574,Metabolic:Nucleotide interconversion
536231.5.peg.575,"Metabolic:Transport, extracellular"
536231.5.peg.576,"Metabolic:Transport, extracellular"
536231.5.peg.577,"Metabolic:Transport, extracellular"
536231.5.peg.578,"Metabolic:Transport, extracellular"
536231.5.peg.579,"Metabolic:Transport, extracellular"
536231.5.peg.582,"Metabolic:Transport, extracellular"
536231.5.peg.583,"Metabolic:Transport, extracellular"
536231.5.peg.586,"Metabolic:Transport, extracellular"
536231.5.peg.593,Metabolic:Cell wall biosynthesis
536231.5.peg.598,tRNA-Charging
536231.5.peg.599,tRNA-Charging
536231.5.peg.600,tRNA-Charging
536231.5.peg.601,Translation
536231.5.peg.602,Transcription
536231.5.peg.604,tRNA-Charging
536231.5.peg.613,Metabolic:Exchange/demand reaction
536231.5.peg.620,Metabolic:Aminosugar metabolism
536231.5.peg.623,Metabolic:Terpenoid backbone biosynthesis
536231.5.peg.625,Metabolic:Methionine and cysteine metabolism
536231.5.peg.630,Metabolic:Histidine metabolism
536231.5.peg.652,Metabolic:Galactose metabolism
536231.5.peg.656,tRNA-Charging
536231.5.peg.657,tRNA-Charging
536231.5.peg.659,"Metabolic:Transport, extracellular"
536231.5.peg.660,Metabolic:Galactose metabolism
536231.5.peg.666,Metabolic:Pyruvate metabolism
536231.5.peg.667,Metabolic:Vitamin B2 metabolism
536231.5.peg.668,Translation
536231.5.peg.670,Metabolic:Pyrimidine synthesis
536231.5.peg.671,Metabolic:Pyrimidine synthesis
536231.5.peg.672,Metabolic:Pyrimidine synthesis
536231.5.peg.676,Transcription
536231.5.peg.679,Metabolic:Aminosugar metabolism
536231.5.peg.685,Metabolic:Pentose and glucuronate interconversions
536231.5.peg.690,Metabolic:Starch and sucrose metabolism
536231.5.peg.692,Metabolic:Glycerophospholipid metabolism
536231.5.peg.698,Metabolic:Pyrimidine synthesis
536231.5.peg.709,Metabolic:Aminosugar metabolism
536231.5.peg.710,Metabolic:Arginine and proline metabolism
536231.5.peg.712,Metabolic:Folate metabolism
536231.5.peg.713,Metabolic:Arginine and proline metabolism
536231.5.peg.716,Metabolic:Terpenoid backbone biosynthesis
536231.5.peg.726,tRNA-Charging
536231.5.peg.729,tRNA-Charging
536231.5.peg.730,tRNA-Charging
536231.5.peg.734,Metabolic:Nucleotide interconversion
536231.5.peg.738,Metabolic:Starch and sucrose metabolism
536231.5.peg.740,"Metabolic:Transport, extracellular"
536231.5.peg.741,"Metabolic:Transport, extracellular"
536231.5.peg.745,"Metabolic:Transport, extracellular"
536231.5.peg.746,Metabolic:Alanine and aspartate metabolism
536231.5.peg.747,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
536231.5.peg.748,Metabolic:Tryptophan metabolism
536231.5.peg.749,Metabolic:Tryptophan metabolism
