,subsystem
g.3543.peg.1,Metabolic:Pentose phosphate pathway
g.3543.peg.6,"Metabolic:Transport, extracellular"
879243.3.peg.7,Metabolic:Vitamin B12 metabolism
g.3543.peg.8,Translation
g.3543.peg.9,Metabolic:Folate metabolism
879243.3.peg.9,Metabolic:Vitamin B12 metabolism
879243.3.peg.10,Metabolic:Vitamin B12 metabolism
879243.3.peg.11,Metabolic:Vitamin B12 metabolism
g.3543.peg.12,Metabolic:Pyrimidine catabolism
879243.3.peg.12,Metabolic:Vitamin B12 metabolism
879243.3.peg.16,Metabolic:Vitamin B12 metabolism
879243.3.peg.18,Metabolic:Vitamin B12 metabolism
879243.3.peg.19,Metabolic:Vitamin B12 metabolism
g.3543.peg.20,tRNA-Charging
879243.3.peg.24,Metabolic:NAD metabolism
g.3543.peg.27,tRNA-Charging
g.3543.peg.28,Metabolic:ROS detoxification
g.3543.peg.32,Metabolic:NAD metabolism
g.3543.peg.35,tRNA-Charging
g.3543.peg.36,"Metabolic:Transport, extracellular"
g.3543.peg.37,Translation
879243.3.peg.37,Metabolic:Vitamin B2 metabolism
g.3543.peg.39,Metabolic:Glyoxylate and dicarboxylate metabolism
g.3543.peg.53,tRNA-Charging
g.3543.peg.54,"Metabolic:Transport, extracellular"
879243.3.peg.57,Metabolic:Folate metabolism
g.3543.peg.68,Metabolic:Cell wall biosynthesis
g.3543.peg.69,Metabolic:Pyrimidine synthesis
g.3543.peg.72,Metabolic:Pentose and glucuronate interconversions
g.3543.peg.82,Metabolic:Thiamine metabolism
g.3543.peg.85,Metabolic:Tryptophan metabolism
g.3543.peg.86,Metabolic:Methionine and cysteine metabolism
g.3543.peg.87,Metabolic:Nucleotide salvage pathway
g.3543.peg.99,Metabolic:Folate metabolism
g.3543.peg.102,Metabolic:Glycolysis/gluconeogenesis
g.3543.peg.105,tRNA-Charging
g.3543.peg.106,Metabolic:Cell wall biosynthesis
g.3543.peg.109,Metabolic:Pyrimidine catabolism
g.3543.peg.111,Metabolic:Exchange/demand reaction
g.3543.peg.112,Metabolic:Propanoate metabolism
