,subsystem
g.27487.CDS.4,Metabolic:Pentose and glucuronate interconversions
g.27487.CDS.10,Metabolic:Pyrimidine synthesis
g.27487.CDS.13,Metabolic:ROS detoxification
g.27487.CDS.17,Transcription
g.27487.CDS.19,Metabolic:Glutamate metabolism
g.27487.CDS.31,Metabolic:Pyruvate metabolism
g.27487.CDS.36,Metabolic:Fatty acid synthesis
g.27487.CDS.47,Metabolic:Glycolysis/gluconeogenesis
g.27487.CDS.48,Metabolic:Butanoate metabolism
742817.3.peg.50,Metabolic:Cell wall biosynthesis
g.27487.CDS.52,Translation
g.27487.CDS.55,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.27487.CDS.63,Metabolic:Aminosugar metabolism
g.27487.CDS.72,Metabolic:Exchange/demand reaction
g.27487.CDS.75,Metabolic:Exchange/demand reaction
g.27487.CDS.82,Metabolic:ROS detoxification
g.27487.CDS.90,Metabolic:Lipopolysaccharide biosynthesis
g.27487.CDS.99,tRNA-Charging
g.27487.CDS.101,Metabolic:Fatty acid synthesis
g.27487.CDS.103,Metabolic:Glycolysis/gluconeogenesis
g.27487.CDS.109,Metabolic:Pyruvate metabolism
g.27487.CDS.110,Metabolic:Pyrimidine catabolism
g.27487.CDS.112,Metabolic:Aminosugar metabolism
g.27487.CDS.122,tRNA-Charging
g.27487.CDS.126,Metabolic:Galactose metabolism
g.27487.CDS.134,Metabolic:Vitamin B6 metabolism
g.27487.CDS.136,Metabolic:NAD metabolism
g.27487.CDS.137,Metabolic:Exchange/demand reaction
g.27487.CDS.154,Metabolic:Plant polysaccharide degradation
742817.3.peg.183,Metabolic:CoA synthesis
742817.3.peg.187,"Metabolic:Glycine, serine, alanine, and threonine metabolism"
g.27487.CDS.192,tRNA-Charging
g.27487.CDS.195,Metabolic:Glyoxylate and dicarboxylate metabolism
742817.3.peg.216,Metabolic:Glycolysis/gluconeogenesis
g.27487.CDS.222,Metabolic:Glutathione metabolism
g.27487.CDS.224,Metabolic:Pyruvate metabolism
g.27487.CDS.231,tRNA-Charging
g.27487.CDS.234,Metabolic:Lipopolysaccharide biosynthesis
g.27487.CDS.240,Metabolic:Nucleotide interconversion
g.27487.CDS.242,Metabolic:Aminosugar metabolism
g.27487.CDS.245,"Metabolic:Transport, extracellular"
742817.3.peg.260,Metabolic:Methionine and cysteine metabolism
g.27487.CDS.277,Metabolic:Nucleotide interconversion
g.27487.CDS.279,tRNA-Charging
g.27487.CDS.280,Metabolic:Arginine and proline metabolism
g.27487.CDS.283,Metabolic:Fatty acid synthesis
g.27487.CDS.292,Metabolic:Butanoate metabolism
742817.3.peg.292,Metabolic:Glutamate metabolism
742817.3.peg.293,Metabolic:Glutamate metabolism
g.27487.CDS.294,Metabolic:Sulfur metabolism
g.27487.CDS.299,Metabolic:Lipopolysaccharide biosynthesis
g.27487.CDS.303,Metabolic:Pyrimidine catabolism
g.27487.CDS.306,Translation
742817.3.peg.309,Metabolic:Glutamate metabolism
g.27487.CDS.318,Metabolic:Aminobenzoate degradation
g.27487.CDS.325,"Metabolic:Transport, extracellular"
g.27487.CDS.327,Metabolic:Exchange/demand reaction
g.27487.CDS.331,Metabolic:Galactose metabolism
g.27487.CDS.334,Metabolic:Arginine and proline metabolism
g.27487.CDS.345,Metabolic:NAD metabolism
g.27487.CDS.353,Metabolic:Lipopolysaccharide biosynthesis
g.27487.CDS.355,Metabolic:Arginine and proline metabolism
g.27487.CDS.362,Metabolic:Glyoxylate and dicarboxylate metabolism
g.27487.CDS.366,Metabolic:Nucleotide sugar metabolism
g.27487.CDS.376,Metabolic:Propanoate metabolism
g.27487.CDS.389,Metabolic:Pentose and glucuronate interconversions
742817.3.peg.389,Metabolic:Purine synthesis
g.27487.CDS.406,Metabolic:Exchange/demand reaction
g.27487.CDS.409,Metabolic:Unassigned
g.27487.CDS.420,tRNA-Charging
g.27487.CDS.421,Metabolic:Starch and sucrose metabolism
g.27487.CDS.426,Metabolic:Others
