,fluxes,C-fluxes
EX_12ppd_S(e),0.14898579,0.44695737
EX_ac(e),10.741554940580144,21.48310988116029
EX_ala_L(e),4.376508969374852,13.129526908124555
EX_etoh(e),0.052751586705922525,0.10550317341184505
EX_for(e),9.659086233192856,9.659086233192856
EX_gly(e),1.8442461905305654,3.6884923810611308
EX_hista(e),0.11068819028834746,0.5534409514417373
EX_ile_L(e),0.8676389844062914,5.205833906437748
EX_lys_L(e),0.9396409530527426,5.637845718316456
EX_nac(e),0.9989909436000969,5.9939456616005815
EX_ppa(e),0.14920815520974082,0.4476244656292224
EX_ptrc(e),0.04011113738546252,0.16044454954185008
EX_trypta(e),0.06395314258324139,0.6395314258324138
EX_tym(e),0.973986009608848,7.791888076870784
