,fluxes,C-fluxes
EX_ac(e),3.991004765464737,7.982009530929474
EX_ade(e),1.9832754588683517,9.916377294341759
EX_dgsn(e),0.9881815307830489,9.88181530783049
EX_for(e),4.819324002537478,4.819324002537478
EX_gcald(e),0.00203904273877235,0.0040780854775447
EX_glyc(e),0.002205305477802946,0.006615916433408838
EX_lys_L(e),0.9796008757829453,5.877605254697672
EX_orn(e),0.25898938305008234,1.2949469152504118
EX_phe_L(e),0.9888048670740747,8.899243803666671
EX_ppa(e),1.1472740297647128,3.4418220892941385
EX_succ(e),1.4733882136371548,5.893552854548619
