,fluxes,C-fluxes
EX_ac(e),8.136102144421292,16.272204288842584
EX_acald(e),1.9875649374576336,3.9751298749152673
EX_ade(e),1.9758335558142963,9.879167779071482
EX_cys_L(e),0.9905242324185116,2.9715726972555347
EX_dcyt(e),0.9466564364702831,8.519907928232548
EX_for(e),6.779694837769936,6.779694837769936
EX_gua(e),0.9735221979436476,4.867610989718238
EX_indole(e),0.06557963559410344,0.5246370847528276
EX_lys_L(e),0.9307240113590817,5.58434406815449
EX_orn(e),0.2471430505742583,1.2357152528712916
EX_phe_L(e),0.8885754296970908,7.997178867273817
EX_succ(e),2.14462831783087,8.57851327132348
EX_val_L(e),0.5769837817218332,2.884918908609166
