,fluxes,C-fluxes
EX_ac(e),20.500686505539036,41.00137301107807
EX_ade(e),1.885636155095424,9.42818077547712
EX_etoh(e),11.891040201812622,23.782080403625244
EX_for(e),29.52046061015477,29.52046061015477
EX_hista(e),0.05568174969328835,0.27840874846644176
EX_ile_L(e),0.6245065130746761,3.7470390784480565
EX_lac_L(e),12.183348836315865,36.550046508947595
EX_met_L(e),0.7704436131950749,3.8522180659753746
EX_succ(e),0.048470726968139484,0.19388290787255794
EX_thymd(e),1.8898400938492699,18.8984009384927
EX_tym(e),0.8569427255681571,6.855541804545257
EX_val_L(e),2.452686822998841,12.263434114994205
