,fluxes,C-fluxes
EX_ac(e),6.498768338874777,12.997536677749554
EX_ala_L(e),2.200849054119608,6.6025471623588246
EX_for(e),0.012091099000621755,0.012091099000621755
EX_gly(e),0.12272574761632492,0.24545149523264984
EX_hista(e),0.12651984690313778,0.6325992345156889
EX_ile_L(e),0.9360884176453766,5.61653050587226
EX_ncam(e),0.9993303358865568,5.995982015319341
EX_orn(e),0.06292509318133413,0.3146254659066706
EX_phe_L(e),0.9602170799004375,8.641953719103938
EX_ppa(e),1.0000000037011534,3.0000000111034604
