,fluxes,C-fluxes
EX_ac(e),4.642715109158938,9.285430218317876
EX_ade(e),0.9821113703734157,4.910556851867078
EX_btoh(e),0.3623098214696532,1.4492392858786127
EX_but(e),3.9367639197522903,15.747055679009161
EX_dgsn(e),0.9935882038337571,9.93588203833757
EX_for(e),13.298316576238378,13.298316576238378
EX_gly(e),0.9744053330832331,1.9488106661664661
EX_indole(e),0.07773249194291042,0.6218599355432833
EX_ppa(e),1.2045500051637261,3.6136500154911784
