,fluxes,C-fluxes
EX_ac(e),9.11591213973043,18.23182427946086
EX_cys_L(e),0.9882280890125229,2.9646842670375686
EX_etoh(e),0.8103593519907659,1.6207187039815318
EX_for(e),4.393141027034111,4.393141027034111
EX_gly(e),1.1264707480097533,2.2529414960195067
EX_glyc(e),0.003838574587895088,0.011515723763685265
EX_orn(e),0.1279947551707204,0.6399737758536019
EX_phe_L(e),0.9486788871134562,8.538109984021105
EX_pro_L(e),0.17413599857100007,0.8706799928550003
EX_uri(e),0.07391408972656871,0.6652268075391183
