,fluxes,C-fluxes
EX_ac(e),11.699095864968905,23.39819172993781
EX_ala_L(e),0.8101018800720322,2.4303056402160967
EX_coprost(e),0.00495795,0.13386465
EX_etoh(e),3.9221215177239728,7.8442430354479455
EX_for(e),15.645706232540652,15.645706232540652
EX_glc_D(e),0.00282117,0.01692702
EX_glyc(e),4.01128468,12.033854040000001
EX_lac_D(e),0.0013899910562652647,0.004169973168795794
EX_nac(e),0.2768537253012582,1.661122351807549
EX_succ(e),0.8588474150460875,3.43538966018435
TS_ahcys_c,0.00036321397713293113,0.005084995679861036
