,fluxes,C-fluxes
EX_ac(e),31.146613668481795,62.29322733696359
EX_ade(e),0.9337419006195254,4.668709503097627
EX_dcyt(e),0.8855413561464186,7.969872205317768
EX_for(e),4.296185012047454,4.296185012047454
EX_gua(e),0.9564662742095685,4.782331371047842
EX_hista(e),1.949257018584176,9.74628509292088
EX_lys_L(e),0.8224452071704884,4.9346712430229305
EX_nac(e),0.9963666613331016,5.978199967998609
EX_orn(e),2.031425404063399,10.157127020316995
EX_ppa(e),1.6894850361904643,5.068455108571393
EX_tym(e),1.9282430586612043,15.425944469289634
