,fluxes,C-fluxes
EX_ac(e),21.567692412901533,43.135384825803065
EX_ade(e),1.0006702405374714,5.003351202687357
EX_ala_L(e),5.084243348405733,15.2527300452172
EX_csn(e),1.5513945639532736,6.205578255813094
EX_for(e),8.348034589607161,8.348034589607161
EX_gua(e),0.8728288988984323,4.3641444944921615
EX_hista(e),1.952077131668831,9.760385658344156
EX_ile_L(e),2.6201203202015986,15.720721921209591
EX_nac(e),0.9952470266685954,5.971482160011573
EX_orn(e),2.0,10.0
EX_ptrc(e),1.7956226226082235,7.182490490432894
EX_tym(e),1.9192447488715039,15.353957990972031
