,fluxes,C-fluxes
EX_but(e),12.883748243218712,51.534992972874846
EX_dad_2(e),0.8910177495696217,8.910177495696217
EX_dcyt(e),0.826898002441783,7.442082021976047
EX_for(e),11.176552064459093,11.176552064459093
EX_gly(e),1.6491425053833404,3.298285010766681
EX_ind3ppa(e),1.986883771046202,21.855721481508223
EX_isocapr(e),1.6650700969861725,9.990420581917036
EX_lys_L(e),0.6751601929402865,4.050961157641719
EX_orn(e),1.7728180678124137,8.864090339062068
EX_pppn(e),1.9214761725835658,17.293285553252094
EX_r34hpp(e),1.8841529711684595,16.957376740516136
EX_succ(e),2.5054273763414856,10.021709505365942
EX_tma(e),1.0,3.0
